cam_sat,cam_tca,cam_dv_ms,num_degraded_crossings,num_unique_neighbors,worst_dist_km,worst_degradation_km,mean_degradation_km
888,2585999.92,0.1441,1,1,22.320500,1.226388,1.226388
891,1193255.70,0.2243,3,3,17.623087,970.327492,323.929405
892,1803524.72,0.1226,1,1,4.500133,0.958985,0.958985
895,2442469.63,0.0368,1,1,5.033702,0.424707,0.424707
898,327399.20,0.1765,1,1,4.647658,0.811627,0.811627
905,1907529.46,0.0668,1,1,4.906118,0.551957,0.551957
913,1397066.82,0.3092,1,1,1.603453,3.854619,3.854619
915,2140090.01,0.0636,1,1,4.754645,0.705521,0.705521
917,1960240.60,0.1281,1,1,18.348768,0.412499,0.412499
920,1213890.06,0.1215,1,1,5.453977,0.004606,0.004606
921,717326.43,0.2840,2,1,2.594025,2.865118,2.195255
923,1697883.94,0.3820,3,3,16.817490,972.785572,325.371865
929,2412570.44,0.1990,1,1,4.384522,1.074387,1.074387
930,2163888.69,0.1788,1,1,5.228533,0.229527,0.229527
931,227300.06,0.1429,1,1,4.727014,0.731292,0.731292
932,2024208.61,0.0711,1,1,5.422289,0.036184,0.036184
934,888083.61,0.0761,1,1,22.692810,0.854443,0.854443
935,1579159.49,0.1671,1,1,18.518231,0.236741,0.236741
939,2160260.17,0.1037,1,1,4.664331,0.794130,0.794130
944,390805.47,0.0396,1,1,5.407733,0.052390,0.052390
947,1549249.66,0.0318,1,1,5.442343,0.016092,0.016092
950,2570255.25,0.0991,2,1,4.962665,0.496983,0.359537
951,1762655.19,0.1285,1,1,4.952875,0.506997,0.506997
951,1881443.93,0.1225,2,2,23.054648,969.175095,484.834671
952,386599.75,0.0518,1,1,5.228392,0.230492,0.230492
952,1934088.49,0.2501,2,1,2.385466,3.073418,1.705338
961,61910.09,0.1078,1,1,23.274163,0.279780,0.279780
965,987904.55,0.1498,2,1,3.949270,1.509475,0.772598
966,667074.51,0.0457,1,1,4.962372,0.496863,0.496863
966,669659.64,0.0333,1,1,4.962372,0.496863,0.496863
967,794264.07,0.2844,2,1,4.534526,0.923510,0.890136
969,668689.92,0.0899,1,1,18.554970,0.216021,0.216021
969,2530539.95,0.2472,2,1,4.486602,0.971701,0.526046
970,1332715.10,0.1809,1,1,5.003948,0.454580,0.454580
974,1380460.49,0.0778,1,1,4.973840,0.484836,0.484836
975,2046565.29,0.1666,1,1,4.214683,1.243583,1.243583
978,1318130.36,0.0538,1,1,5.332302,0.128128,0.128128
982,2094914.94,0.0466,1,1,23.442280,0.114664,0.114664
984,172755.28,0.0774,1,1,5.209514,0.249123,0.249123
984,1890359.94,0.0879,1,1,5.138999,0.319638,0.319638
984,2228536.49,0.2624,3,3,18.506227,970.172502,324.102558
986,321760.00,0.2219,1,1,29.319054,969.680946,969.680946
989,1838520.26,0.0374,1,1,4.990588,0.467692,0.467692
990,2072930.90,0.1991,2,1,3.637453,1.821480,1.014966
994,2226075.87,0.2495,1,1,2.734709,2.724083,2.724083
1001,1057825.68,0.0544,1,1,18.270745,0.520404,0.520404
1002,79684.38,0.2553,1,1,5.165386,0.293175,0.293175
1005,1649550.55,0.0484,1,1,5.006843,0.451994,0.451994
1007,2019299.06,0.2232,2,2,22.657193,970.061486,485.477529
1008,2143710.10,0.2404,2,2,17.873938,969.857319,485.367727
1009,1588039.58,0.0502,1,1,5.351302,0.107463,0.107463
1009,2245500.77,0.0795,1,1,4.217528,1.241237,1.241237
1013,916969.21,0.0992,2,1,4.519505,0.938623,0.496817
1017,1482230.23,0.1093,1,1,18.416756,0.329289,0.329289
1020,1553228.88,0.2480,1,1,3.673904,1.784143,1.784143
1022,2517044.62,0.0431,1,1,5.278668,0.179783,0.179783
1024,178435.12,0.0769,1,1,23.312498,0.233847,0.233847
1026,974459.03,0.0543,1,1,5.299609,0.158614,0.158614
1029,563354.48,0.1204,1,1,4.422032,1.037149,1.037149
1030,1401905.71,0.0975,1,1,4.391649,1.066781,1.066781
1031,1471680.30,0.0466,1,1,4.989574,0.470064,0.470064
1036,710639.78,0.0762,1,1,5.285505,0.172539,0.172539
1038,2553065.09,0.0968,1,1,4.929390,0.529288,0.529288
1042,1612561.45,0.1634,1,1,4.707098,0.752301,0.752301
1042,2160540.86,0.0749,1,1,4.858396,0.601003,0.601003
1048,2519205.35,0.1093,1,1,22.922528,0.630796,0.630796
1050,950524.00,0.2628,2,2,23.482605,969.531431,484.798726
1052,2167534.81,0.0803,1,1,5.282696,0.176651,0.176651
1053,1527759.81,0.1826,1,1,4.868814,0.589388,0.589388
1055,2255924.68,0.0775,1,1,5.423464,0.035522,0.035522
1056,111756.22,0.1810,1,1,4.164772,1.294224,1.294224
1056,2448789.93,0.1961,1,1,5.266834,0.192162,0.192162
1059,1765730.98,0.1197,2,1,4.875953,0.583662,0.332537
1060,1999899.23,0.2456,1,1,5.121219,0.337157,0.337157
1062,300334.93,0.0781,1,1,4.973581,0.484771,0.484771
1062,1259546.33,0.2688,2,2,23.146013,971.232051,485.817539
1064,850029.30,0.2519,1,1,18.693644,0.057083,0.057083
1066,2016246.24,0.0427,1,1,5.256722,0.201359,0.201359
1067,556370.50,0.2706,1,1,4.590674,0.867441,0.867441
1069,968409.92,0.2985,2,2,4.535017,969.097692,485.012111
1070,2195840.12,0.1123,2,2,0.583125,0.340566,0.261273
1070,2511175.66,0.0301,1,1,5.455691,0.003451,0.003451
1073,2493564.69,0.0258,1,1,5.454388,0.003678,0.003678
1079,2066994.86,0.0760,1,1,4.677008,0.781437,0.781437
1086,1764540.15,0.0149,1,1,5.428608,0.029487,0.029487
1089,1923529.63,0.0511,1,1,23.180897,0.380817,0.380817
1090,767235.07,0.2652,1,1,4.776825,0.681397,0.681397
1094,91329.27,0.2584,2,2,4.218564,969.255985,485.248639
1094,1648605.61,0.2470,1,1,5.085506,0.374351,0.374351
1095,1656795.88,0.1673,2,1,4.374745,1.084571,0.770296
1104,1452459.71,0.2527,1,1,29.483341,969.516659,969.516659
1105,1060104.83,0.0421,1,1,5.016832,0.442009,0.442009
1108,485025.70,0.0283,1,1,5.383007,0.076183,0.076183
1109,2338589.76,0.0527,1,1,18.423556,0.330240,0.330240
1111,2569870.31,0.0250,1,1,5.353420,0.106146,0.106146
1115,968523.63,0.2532,2,1,4.905057,0.553240,0.338136
1116,1533585.23,0.2038,1,1,4.468994,0.989529,0.989529
1116,1808124.87,0.0677,1,1,5.164764,0.293759,0.293759
1117,1432099.98,0.0537,1,1,4.908106,0.550125,0.550125
1120,2070313.71,0.0997,1,1,4.142099,1.316598,1.316598
1124,644343.92,0.2023,2,2,18.501672,969.640158,484.949164
1130,1324379.72,0.0163,1,1,18.619293,0.132829,0.132829
1131,2059110.57,0.0603,1,1,23.457750,0.088455,0.088455
1134,705158.48,0.0799,1,1,22.464500,1.082629,1.082629
1137,736834.59,0.0504,1,1,5.157378,0.302181,0.302181
1137,1292960.53,0.0671,1,1,5.181003,0.278556,0.278556
1138,410915.33,0.2596,1,1,3.886907,1.571940,1.571940
1138,2255386.49,0.3360,3,2,17.260783,971.767732,647.772087
1140,2114086.46,0.0796,1,1,23.176864,0.372027,0.372027
1142,746514.73,0.0535,1,1,5.302164,0.157186,0.157186
1143,201354.49,0.0323,1,1,5.349130,0.109218,0.109218
1146,1734105.02,0.0393,1,1,5.360218,0.098059,0.098059
1146,2139125.57,0.1112,1,1,18.637466,0.109268,0.109268
1147,357954.67,0.2133,1,1,3.654387,1.805534,1.805534
1147,2127043.78,0.2103,1,1,4.841227,0.618694,0.618694
1148,939894.05,0.3474,3,3,16.160064,971.216523,325.098652
1149,1281349.63,0.0682,1,1,22.705144,0.843361,0.843361
1149,2164999.62,0.0664,1,1,22.760360,0.788145,0.788145
1159,565795.55,0.0473,1,1,5.227956,0.230381,0.230381
1159,1450899.88,0.0676,1,1,4.638914,0.819423,0.819423
1159,2444299.70,0.1328,1,1,4.099272,1.359065,1.359065
1161,1424574.95,0.1064,1,1,5.117504,0.341628,0.341628
1162,378454.55,0.1268,1,1,4.549679,0.908862,0.908862
1164,1013410.29,0.0676,1,1,4.766856,0.691423,0.691423
1164,1570294.74,0.0946,1,1,4.924361,0.533918,0.533918
1164,2123394.81,0.0628,1,1,5.273528,0.184751,0.184751
1165,1486355.18,0.1619,1,1,18.127845,0.618367,0.618367
1165,2073880.83,0.0852,2,1,4.739390,0.720107,0.462782
1166,821340.04,0.1998,2,2,4.680685,0.777736,0.710764
1168,902187.04,0.1432,1,1,4.982615,0.475637,0.475637
1170,1157401.01,0.1964,2,2,22.590048,970.299446,485.628497
1170,2030099.67,0.0580,1,1,5.297959,0.160275,0.160275
1171,2034255.30,0.0545,1,1,4.985234,0.472993,0.472993
1171,2278282.85,0.2644,1,1,29.452219,969.547781,969.547781
1173,2113483.69,0.1247,1,1,3.798651,1.660007,1.660007
1174,1633965.71,0.1359,1,1,3.617121,1.841270,1.841270
1175,344227.39,0.3882,1,1,4.916984,0.543046,0.543046
1178,1370555.91,0.1815,2,2,23.425092,969.388228,484.756048
1179,1991864.64,0.1498,1,1,23.552211,0.009027,0.009027
1180,1877594.60,0.0248,1,1,5.269630,0.188558,0.188558
1183,201839.24,0.2007,1,1,21.368419,2.183892,2.183892
1183,2074650.35,0.0555,1,1,5.172609,0.286284,0.286284
1184,339140.02,0.2490,1,1,5.102944,0.355366,0.355366
1185,954824.82,0.0496,1,1,23.216838,0.331234,0.331234
1185,1780825.07,0.0618,1,1,22.736505,0.811567,0.811567
1187,1031420.66,0.1028,1,1,22.536145,1.011207,1.011207
1187,1912538.61,0.2637,2,2,4.285109,1.173490,0.844301
1189,2109015.22,0.0774,1,1,23.191256,0.355245,0.355245
1191,346489.33,0.0238,1,1,5.177928,0.280461,0.280461
1195,19206.45,0.1756,1,1,22.427282,1.123609,1.123609
1200,2013880.88,0.0324,1,1,5.296886,0.161854,0.161854
1211,1643709.65,0.0655,1,1,4.788288,0.669881,0.669881
1213,1508860.44,0.0200,1,1,5.232626,0.229807,0.229807
1221,1844669.69,0.0913,1,1,23.277330,0.269093,0.269093
1226,1565715.00,0.1229,1,1,5.285402,0.173213,0.173213
1228,2203250.64,0.0538,1,1,23.539384,0.008400,0.008400
1235,1019435.22,0.0388,1,1,23.474531,0.078121,0.078121
1240,570709.47,0.0678,1,1,5.117413,0.342273,0.342273
1243,1832379.69,0.1656,1,1,22.720453,0.830503,0.830503
1244,1352239.28,0.1109,1,1,23.421755,0.127072,0.127072
1245,461479.49,0.2069,1,1,2.924814,2.534178,2.534178
1246,86230.23,0.0923,1,1,4.785718,0.672665,0.672665
1257,627350.03,0.0922,1,1,18.607416,0.194503,0.194503
1258,2457914.29,0.1103,1,1,22.457194,1.091607,1.091607
1262,173335.74,0.1232,1,1,4.105464,1.353418,1.353418
1263,310639.07,0.2798,2,2,16.473961,970.575371,486.428245
1266,1339900.57,0.0510,1,1,5.198560,0.263020,0.263020
1270,658509.82,0.1533,1,1,4.735263,0.723150,0.723150
1280,1062564.80,0.0526,1,1,4.891010,0.567344,0.567344
1281,463869.74,0.0973,1,1,4.447075,1.012246,1.012246
1282,416315.58,0.2281,1,1,3.433101,2.025798,2.025798
1282,2026189.70,0.0174,1,1,5.271709,0.187190,0.187190
1285,699894.69,0.2459,2,1,29.643211,969.356789,969.281138
1288,572669.78,0.3250,2,2,18.462503,969.606957,484.945100
1289,343149.39,0.0462,1,1,5.078424,0.379677,0.379677
1293,1340694.03,0.1314,1,1,4.778463,0.680411,0.680411
1303,354094.84,0.2706,2,2,3.928876,1.709458,1.619508
1303,1088910.43,0.0773,1,1,23.357231,0.189499,0.189499
1303,2061288.81,0.2672,1,1,2.829879,2.628555,2.628555
1304,1216535.15,0.0538,1,1,18.660247,0.086695,0.086695
1308,2398692.44,0.0703,1,1,4.878891,0.580054,0.580054
1314,42175.74,0.1596,1,1,4.046844,1.411585,1.411585
1315,1852519.57,0.0606,1,1,18.721632,0.023256,0.023256
1324,2559705.26,0.2014,2,2,23.182985,969.304181,484.835173
1325,1284189.23,0.0253,1,1,5.094890,0.363430,0.363430
1327,586244.23,0.1681,1,1,3.634367,1.824563,1.824563
1327,1217197.14,0.2426,2,2,22.501009,970.456903,485.753817
1328,893348.76,0.0915,1,1,22.982678,0.564185,0.564185
1337,1599245.17,0.1424,1,1,4.118837,1.339769,1.339769
1338,113270.08,0.3117,1,1,3.913219,1.547361,1.547361
1340,1050103.69,0.2213,1,1,29.436707,969.563293,969.563293
1341,1556425.60,0.0933,1,1,23.072819,0.478961,0.478961
1341,2331800.29,0.0851,2,2,0.396152,0.579186,0.458524
1344,594135.15,0.0523,1,1,23.257448,0.290471,0.290471
1344,1137935.12,0.0660,1,1,5.061676,0.397992,0.397992
1344,1871160.31,0.1650,2,2,18.671100,969.543846,484.809353
1345,1156458.14,0.3569,3,3,4.316427,970.256768,325.179596
1347,1083271.33,0.2440,2,2,17.990250,969.419931,485.092516
1353,2094836.07,0.1949,2,2,18.014870,969.396724,485.081607
1356,2347219.15,0.3190,2,2,16.350013,971.242935,486.818332
1357,1370250.56,0.0666,2,2,0.247989,0.718114,0.581331
1357,1813325.04,0.1541,1,1,29.932631,969.067369,969.067369
1357,2398495.27,0.1510,1,1,3.720486,1.737687,1.737687
1364,664845.42,0.1425,1,1,4.472762,0.985888,0.985888
1376,1490966.85,0.1419,2,2,23.518420,969.078922,484.560520
1379,751766.14,0.2483,3,3,17.690208,970.425000,323.924052
1379,1367144.03,0.1870,1,1,23.530715,0.026204,0.026204
1381,264385.19,0.0511,1,1,5.317267,0.140884,0.140884
1381,2377290.08,0.0390,1,1,18.376860,0.366812,0.366812
1382,908920.04,0.0773,1,1,18.755697,0.003543,0.003543
1383,2167215.13,0.1342,1,1,4.770574,0.689111,0.689111
1385,1255194.55,0.2228,1,1,2.776073,2.684075,2.684075
1386,1163974.88,0.0920,1,1,5.184011,0.274613,0.274613
1394,326940.32,0.0922,1,1,18.116338,0.639750,0.639750
1396,1899315.03,0.1231,1,1,21.889331,1.660658,1.660658
1398,86976.71,0.2148,1,1,3.874743,1.583664,1.583664
1400,603220.56,0.2527,1,1,1.430048,4.029734,4.029734
1400,1006970.16,0.0887,1,1,22.566090,0.985445,0.985445
1400,1674264.36,0.1624,2,2,22.360742,969.898422,485.544608
1401,404989.69,0.1518,2,2,5.402606,0.712926,0.384495
1404,217924.81,0.0526,1,1,5.449397,0.009366,0.009366
1413,598705.12,0.1541,1,1,5.115821,0.344033,0.344033
1415,2007105.59,0.2337,1,1,4.694988,0.763497,0.763497
1421,827339.54,0.0922,1,1,22.982675,0.566373,0.566373
1421,1700375.17,0.0476,1,1,4.993926,0.464347,0.464347
1426,1043491.83,0.2450,1,1,2.541695,2.916635,2.916635
1431,1938584.25,0.0776,1,1,4.899452,0.558655,0.558655
1432,1065104.57,0.0670,1,1,5.003340,0.455025,0.455025
1432,1740960.10,0.0786,1,1,18.112472,0.638973,0.638973
1435,1440936.59,0.2439,3,3,5.368717,969.508791,324.330257
1438,80399.60,0.1109,1,1,4.263323,1.196874,1.196874
1440,1263663.65,0.2465,1,1,4.735361,0.723089,0.723089
1441,511814.07,0.3362,3,3,4.473988,970.803782,325.514921
1442,404119.69,0.1863,1,1,2.856624,2.601944,2.601944
1446,2008495.43,0.0350,1,1,5.139683,0.318502,0.318502
1449,1952965.09,0.1440,1,1,23.483177,0.065284,0.065284
1450,973400.65,0.1144,2,2,0.621058,0.301072,0.216438
1450,1615090.66,0.0306,1,1,5.366475,0.092864,0.092864
1455,737535.54,0.0512,1,1,4.985699,0.473305,0.473305
1458,674559.72,0.0479,1,1,23.335187,0.213158,0.213158
1462,435255.06,0.1044,2,1,4.787898,0.671042,0.437714
1464,677298.90,0.1824,1,1,4.854438,0.603857,0.603857
1468,1404369.33,0.2862,1,1,4.687535,0.770815,0.770815
1471,223054.18,0.3543,2,2,20.122219,971.214301,487.320338
1471,1718629.46,0.0872,1,1,5.354923,0.104301,0.104301
1473,1248734.97,0.0764,1,1,22.805873,0.745021,0.745021
1474,1965140.10,0.1633,1,1,5.087972,0.370589,0.370589
1475,2429196.20,0.2662,2,2,5.219421,0.240995,0.173395
1478,919755.66,0.0756,1,1,23.485614,0.061135,0.061135
1478,1151270.46,0.0877,1,1,23.421295,0.125454,0.125454
1480,1929015.62,0.0617,1,1,4.716278,0.742213,0.742213
1482,2392589.77,0.2018,1,1,3.079674,2.380154,2.380154
1483,854694.35,0.1430,1,1,3.670984,1.787581,1.787581
1485,271598.99,0.2862,2,1,1.662456,3.795717,1.928521
1485,613185.55,0.2230,1,1,4.856573,0.601600,0.601600
1487,1346405.22,0.1663,1,1,4.225959,1.232738,1.232738
1490,1283425.64,0.0141,1,1,5.351620,0.107124,0.107124
1491,1460864.99,0.0250,1,1,5.355858,0.104228,0.104228
1495,1347414.82,0.0568,1,1,5.168916,0.289626,0.289626
1498,328844.00,0.2356,2,1,4.777325,0.680843,0.677018
1500,1261706.24,0.3234,1,1,3.867849,1.591203,1.591203
1502,652029.62,0.1609,1,1,3.225756,2.232619,2.232619
1504,1008899.67,0.0543,1,1,5.144661,0.314614,0.314614
1507,105820.65,0.1670,1,1,4.302931,1.157726,1.157726
1509,1088500.13,0.0893,1,1,18.328244,0.437490,0.437490
1517,2002765.56,0.0429,1,1,5.056876,0.401365,0.401365
1518,348819.80,0.1089,1,1,4.923723,0.535643,0.535643
1519,433903.59,0.3367,2,2,15.866931,971.474955,487.190129
1519,1267369.45,0.0384,1,1,23.256499,0.293849,0.293849
1520,390709.17,0.2422,2,2,18.084855,969.358251,485.013519
1523,1192325.30,0.0520,1,1,5.024007,0.434513,0.434513
1524,1050719.59,0.1436,2,2,22.748621,969.332771,485.070145
1526,1667134.41,0.0659,1,1,4.418004,1.041578,1.041578
1530,74413.14,0.2000,2,2,0.610021,0.434245,0.324043
1530,229360.41,0.0746,1,1,23.199190,0.350123,0.350123
1533,1875558.97,0.1996,1,1,21.958329,1.593190,1.593190
1534,2445535.09,0.0332,2,2,0.823735,0.169975,0.133824
1537,1039456.17,0.2245,1,1,4.996141,0.462732,0.462732
1538,2198859.31,0.1673,1,1,3.247477,2.210772,2.210772
1539,1494335.87,0.0498,1,1,5.234372,0.224119,0.224119
1545,189144.68,0.1018,1,1,4.960024,0.499229,0.499229
1551,1326180.59,0.1043,1,1,22.413039,1.134355,1.134355
1557,225614.91,0.1203,2,1,4.619756,0.838831,0.592884
1557,795929.34,0.0335,1,1,18.699096,0.057646,0.057646
1557,1223940.29,0.0881,1,1,4.280417,1.178170,1.178170
1559,2183765.24,0.0653,1,1,4.536869,0.922430,0.922430
1560,1530974.72,0.0601,1,1,4.856986,0.602542,0.602542
1565,441164.55,0.1732,1,1,5.358555,0.099854,0.099854
1565,1266054.06,0.1085,1,1,4.936747,0.521662,0.521662
1565,2217189.28,0.0365,1,1,23.275984,0.273619,0.273619
1568,587760.35,0.0275,1,1,5.361265,0.097979,0.097979
1570,1987409.94,0.0673,1,1,4.341942,1.116385,1.116385
1571,575919.51,0.0503,1,1,23.413620,0.132731,0.132731
1573,2468509.46,0.0446,1,1,5.396728,0.062207,0.062207
1575,1243470.61,0.2472,2,2,17.976082,969.949984,485.369634
1577,2468105.21,0.1439,2,2,5.038630,1.070682,0.745140
1582,149964.54,0.1031,1,1,5.084457,0.377159,0.377159
1582,1701941.97,0.1096,2,1,4.988887,0.472729,0.304955
1585,18475.21,0.0879,1,1,5.219670,0.238942,0.238942
1590,300430.47,0.1174,1,1,4.670196,0.788278,0.788278
1591,1757964.25,0.0666,1,1,5.194900,0.263641,0.263641
1592,1228604.99,0.1221,2,2,22.665226,969.277333,485.083523
1592,1956899.96,0.0894,1,1,0.855686,0.066057,0.066057
1596,1541374.43,0.0911,1,1,4.693171,0.765608,0.765608
1598,852704.34,0.1211,1,1,5.066082,0.392924,0.392924
1600,991590.40,0.0429,1,1,23.174660,0.373077,0.373077
1601,452794.20,0.0658,1,1,23.451938,0.106971,0.106971
1606,848490.16,0.0886,2,2,0.059926,0.991137,0.767043
1606,1950654.40,0.3048,3,3,16.560038,970.816603,324.776689
1607,72255.22,0.0671,1,1,23.474994,0.074362,0.074362
1610,1661325.41,0.0201,1,1,5.432676,0.026313,0.026313
1610,2276389.81,0.0668,1,1,18.426836,0.330663,0.330663
1613,2150379.69,0.2240,2,2,22.818020,970.029988,485.380633
1616,1314989.70,0.3072,1,1,4.507243,0.950993,0.950993
1617,1314379.75,0.1097,1,1,22.906685,0.645459,0.645459
1619,2267949.79,0.0536,1,1,5.118946,0.340571,0.340571
1638,806089.36,0.3187,2,2,17.480673,970.718433,486.009564
1638,1230040.13,0.2142,1,1,2.690533,2.768800,2.768800
1640,973189.97,0.0501,1,1,3.620772,1.837473,1.837473
1640,974328.71,0.1970,1,1,3.620772,1.837473,1.837473
1641,882470.29,0.1808,2,1,5.115532,0.342661,0.190258
1642,1244244.11,0.2885,1,1,29.951484,969.048516,969.048516
1645,87044.52,0.1145,1,1,3.584096,1.874147,1.874147
1647,1729771.99,0.2304,1,1,3.571416,1.888178,1.888178
1647,2281804.36,0.1524,2,2,3.492351,1.967243,1.252225
1647,2282415.91,0.2618,2,2,3.492351,1.967243,1.252225
1649,988359.96,0.0757,1,1,23.004013,0.542283,0.542283
1650,1985090.33,0.1339,1,1,3.951762,1.508559,1.508559
1651,1448344.80,0.1440,1,1,4.341068,1.119420,1.119420
1654,262354.19,0.0396,1,1,5.142320,0.316134,0.316134
1655,66135.17,0.1441,1,1,23.217055,0.333749,0.333749
1655,2432394.55,0.1814,1,1,3.719247,1.739272,1.739272
1656,1776749.90,0.1632,1,1,5.261815,0.196326,0.196326
1657,1854670.00,0.0259,1,1,5.391550,0.068101,0.068101
1660,77884.97,0.3014,1,1,29.848729,969.151271,969.151271
1660,123390.46,0.0020,1,1,23.546631,0.001109,0.001109
1662,762059.43,0.1383,2,2,18.519861,0.237819,0.157614
1664,339245.21,0.0759,1,1,22.986122,0.578738,0.578738
1667,2033684.95,0.1774,2,1,4.866486,0.592012,0.503624
1668,836286.27,0.1453,1,1,22.059962,1.491717,1.491717
1678,1012333.57,0.2834,2,2,4.355400,1.102957,0.676014
1685,470380.32,0.0900,1,1,5.179177,0.280766,0.280766
1687,1295045.11,0.1239,2,2,22.749313,969.263150,485.030470
1692,903814.60,0.1437,1,1,4.644112,0.814671,0.814671
1692,2126884.62,0.1216,1,1,23.006143,0.555537,0.555537
1694,30804.95,0.0927,1,1,4.305720,1.152613,1.152613
1698,201380.89,0.1420,1,1,5.082133,0.376124,0.376124
1700,504694.64,0.3121,2,2,3.983972,1.477738,1.042990
1700,1498665.07,0.2072,1,1,3.721556,1.740154,1.740154
1701,567560.65,0.0602,1,1,4.822166,0.636469,0.636469
1702,545495.33,0.2721,2,2,5.050318,969.057492,484.732612
1704,1438774.48,0.1876,1,1,3.507651,1.953200,1.953200
1706,1739043.16,0.1042,2,1,4.871096,0.587001,0.533554
1708,603844.25,0.0753,1,1,5.332982,0.125289,0.125289
1711,746624.14,0.1244,1,1,5.003502,0.455668,0.455668
1711,1812164.83,0.1340,1,1,22.627079,0.921327,0.921327
1722,1676718.68,0.2145,2,2,18.300068,969.318802,484.882305
1731,1897756.16,0.1646,1,1,18.163367,0.584964,0.584964
1733,1468285.22,0.0120,1,1,5.418030,0.040219,0.040219
1734,1271993.92,0.2492,2,2,17.859200,970.080046,485.485886
1735,1824184.58,0.0997,1,1,5.200143,0.258455,0.258455
1737,69738.49,0.0502,1,1,5.275642,0.182880,0.182880
1739,1381768.96,0.1212,1,1,22.109318,1.437617,1.437617
1739,1701071.16,0.1218,1,1,3.646000,1.812078,1.812078
1742,1643771.02,0.1083,1,1,23.272001,0.282469,0.282469
1746,1693020.67,0.1518,2,2,22.382789,969.795883,485.483754
1746,1787515.25,0.0441,1,1,5.168582,0.290444,0.290444
1747,2193875.03,0.2245,1,1,4.624988,0.833389,0.833389
1751,1800654.98,0.1866,1,1,4.126834,1.331442,1.331442
1753,2208009.49,0.0524,1,1,5.274281,0.185816,0.185816
1754,341821.36,0.1431,1,1,4.767768,0.690562,0.690562
1754,407050.35,0.0755,1,1,18.192107,0.569276,0.569276
1761,1313226.13,0.0945,1,1,4.741027,0.717392,0.717392
1768,1299584.56,0.1984,1,1,22.055751,1.490638,1.490638
1772,118900.44,0.0530,1,1,5.376091,0.082209,0.082209
1772,1007880.09,0.1531,1,1,4.454399,1.003901,1.003901
1772,1342905.31,0.0537,1,1,5.349343,0.108957,0.108957
1773,415595.19,0.1441,1,1,22.121076,1.428709,1.428709
1774,142169.45,0.1535,1,1,4.832813,0.625306,0.625306
1774,1968715.07,0.1521,1,1,4.053034,1.405085,1.405085
1779,1158586.07,0.2432,2,2,21.943591,969.814989,485.709364
1782,2352931.28,0.1945,1,1,28.861488,970.138512,970.138512
1786,910920.16,0.1825,1,1,21.333056,2.214913,2.214913
1790,746229.48,0.0929,1,1,23.378943,0.168028,0.168028
1790,1560614.68,0.1110,2,1,4.759389,0.699789,0.641497
1794,1128079.26,0.1000,1,1,23.199870,0.348130,0.348130
1795,1843244.46,0.0433,1,1,4.969195,0.490170,0.490170
1796,712315.39,0.3242,2,1,29.074345,969.925655,969.893070
1797,530524.36,0.1955,1,1,5.120418,0.338561,0.338561
1797,898340.43,0.3187,1,1,4.285866,1.173113,1.173113
1799,624725.65,0.0813,1,1,5.375689,0.083609,0.083609
1799,1575970.68,0.2048,1,1,23.016177,0.534162,0.534162
1799,1943225.48,0.0276,1,1,5.082595,0.376703,0.376703
1801,1525287.07,0.1293,1,1,3.413832,2.046192,2.046192
1801,2350380.16,0.0160,1,1,5.246144,0.213880,0.213880
1803,2507656.84,0.2742,2,2,18.136933,969.683266,485.147485
1805,2526330.03,0.0326,1,1,23.497755,0.052270,0.052270
1805,2561775.09,0.0672,1,1,5.090501,0.367626,0.367626
1805,2571504.26,0.0213,1,1,5.090501,0.367626,0.367626
1808,1962235.03,0.0320,1,1,23.478697,0.088914,0.088914
1814,2414090.12,0.0895,1,1,22.821826,0.729317,0.729317
1815,2097439.52,0.1440,1,1,22.088271,1.462005,1.462005
1818,2070815.49,0.0521,1,1,4.938140,0.521012,0.521012
1820,257113.61,0.2079,1,1,4.584867,0.874156,0.874156
1822,801324.41,0.1795,2,2,21.442487,969.207893,485.659868
1826,1741025.93,0.2074,2,2,17.205121,970.003800,485.775814
1830,395924.61,0.1850,2,1,4.911602,0.546821,0.284630
1831,181454.70,0.0612,1,1,5.260533,0.198787,0.198787
1836,405201.06,0.1411,1,1,4.644964,0.815085,0.815085
1836,2345000.18,0.0151,1,1,5.296556,0.163493,0.163493
1838,1727025.89,0.1058,1,1,23.387708,0.167973,0.167973
1840,14604.30,0.1152,1,1,4.826779,0.631688,0.631688
1841,375079.85,0.1439,1,1,18.741235,0.023656,0.023656
1842,2218778.76,0.2985,1,1,29.882941,969.117059,969.117059
1842,2312620.63,0.0206,1,1,5.422707,0.036133,0.036133
1843,1657634.75,0.0131,1,1,5.265276,0.193144,0.193144
1845,539596.99,0.3446,2,1,28.733845,970.266155,970.070747
1845,1964725.19,0.1176,1,1,5.055766,0.402916,0.402916
1847,1450901.01,0.0836,2,2,0.261945,0.660430,0.538297
1847,1761784.38,0.0458,1,1,5.222905,0.236394,0.236394
1847,1985299.84,0.1242,1,1,4.032133,1.427166,1.427166
1849,863965.39,0.0766,1,1,18.402190,0.352140,0.352140
1849,1698343.66,0.3210,3,3,4.996166,970.373128,323.960128
1851,668635.06,0.2766,2,2,23.066283,970.095300,485.291385
1852,1771946.87,0.3130,2,1,2.176068,3.282084,1.775342
1856,819478.84,0.1069,1,1,4.453497,1.005249,1.005249
1861,899884.62,0.1825,2,2,17.052146,969.604887,485.657220
1862,841360.51,0.1672,1,1,2.908900,2.549245,2.549245
