time_s,cam_sat,cam_tca,neighbor_sat,perturbed_dist_km,baseline_dist_km,degradation_km
1114740,39,1119719.86,669,17.635855,18.246120,0.610265
2335800,452,2343362.44,1082,17.638076,18.243477,0.605401
707070,153,711610.53,783,17.685400,18.241729,0.556329
321270,227,329224.35,879,17.737243,18.245886,0.508643
147810,783,152074.81,1413,17.749274,18.251052,0.501778
2526840,620,2530384.27,1272,17.754073,18.242420,0.488347
1125510,1031,1127531.34,78,17.796569,18.244424,0.447855
704670,492,707360.06,1122,17.828503,18.242416,0.413913
880740,1487,885928.94,534,17.834550,18.242424,0.407874
1662060,752,1664925.30,1404,17.834917,18.247692,0.412775
377610,1132,385420.09,179,17.853309,18.238694,0.385385
1193340,111,1194901.39,763,17.853364,18.241689,0.388325
1838010,890,1838159.88,1520,17.859208,18.242048,0.382840
1340100,471,1343869.41,1101,17.869336,18.254215,0.384879
922170,1240,925644.66,287,17.904557,18.245434,0.340877
2015970,1460,2024510.89,507,17.937337,18.242166,0.304829
2403210,523,2407959.69,1153,17.947882,18.242088,0.294206
2403210,523,2410020.10,1153,17.947882,18.242088,0.294206
364710,434,366080.35,1064,17.949142,18.249923,0.300781
312210,1515,315939.30,562,17.959147,18.242264,0.283117
1770900,576,1778124.61,1228,17.971646,18.238299,0.266653
1528110,79,1529889.51,709,17.985118,18.241915,0.256797
2330970,1328,2332504.93,375,18.010253,18.242811,0.232558
676740,951,678729.90,20,18.029792,18.257047,0.227255
644610,63,650110.33,693,18.034627,18.282293,0.247666
2053560,832,2055484.97,1462,18.050558,18.244012,0.193454
1733520,1533,1739456.13,580,18.055879,18.246742,0.190863
854640,312,861110.25,964,18.059120,18.239951,0.180831
537570,364,542325.48,994,18.073003,18.240268,0.167265
1099530,713,1107814.43,1343,18.078024,18.239601,0.161577
2398470,849,2406840.45,1479,18.089875,18.243076,0.153201
882960,643,886624.84,1295,18.091256,18.285779,0.194523
2153610,272,2157148.98,902,18.097916,18.239524,0.141608
345360,948,350605.18,17,18.109693,18.240731,0.131038
1100640,291,1107674.24,943,18.115915,18.243257,0.127342
833670,1206,838964.44,253,18.120225,18.242297,0.122072
1264110,345,1272053.79,975,18.133067,18.245416,0.112349
522120,907,526818.96,1559,18.139381,18.246613,0.107232
1209180,358,1219694.39,1010,18.140654,18.239110,0.098456
841530,890,851654.80,1520,18.153104,18.242048,0.088944
292350,382,298405.13,1012,18.154830,18.260624,0.105794
1343520,260,1348670.27,890,18.157281,18.250302,0.093021
580590,1518,581355.94,587,18.158617,18.260167,0.101550
2543370,1414,2553390.85,483,18.164264,18.278202,0.113938
2269380,685,2273450.56,1337,18.174191,18.238176,0.063985
2011440,510,2018864.29,1162,18.174594,18.251745,0.077151
1434390,131,1438410.10,761,18.177494,18.247622,0.070128
2029470,89,2040036.17,741,18.181753,18.241372,0.059619
2267160,1529,2269990.76,576,18.182683,18.243563,0.060880
1512300,1239,1517334.59,286,18.200497,18.249713,0.049216
2092860,879,2100594.53,1509,18.206439,18.242276,0.035837
630390,1041,640486.15,88,18.207553,18.245263,0.037710
729360,727,740495.59,1379,18.208899,18.242615,0.033716
740040,686,744855.39,1338,18.209724,18.264626,0.054902
1377780,876,1388415.30,1506,18.215082,18.242621,0.027539
287520,1258,288645.58,327,18.217183,18.242582,0.025399
1611780,1011,1621690.06,58,18.222810,18.251864,0.029054
1894740,1002,1905356.03,49,18.224585,18.265451,0.040866
715950,1548,724108.54,595,18.225126,18.242334,0.017208
992100,224,1001905.24,876,18.226975,18.241004,0.014029
1963860,165,1965968.25,795,18.233374,18.241083,0.007709
847080,385,853355.28,1015,18.237263,18.253105,0.015842
90960,1397,101543.86,444,18.238273,18.268900,0.030627
