sat_i,sat_j,min_dist_km
396,1895,18.744655
166,1666,18.744661
1340,2800,18.744663
584,2044,18.744666
432,1892,18.744681
1332,2832,18.744681
279,1778,18.744683
733,2272,18.744684
959,2458,18.744688
481,1981,18.744696
1018,2518,18.744700
1503,2963,18.744701
224,1723,18.744704
1329,2868,18.744710
717,2177,18.744714
722,2261,18.744715
298,1798,18.744719
671,2170,18.744719
519,2018,18.744738
1346,2806,18.744753
212,1751,18.744757
1175,2675,18.744757
1450,2950,18.744761
441,1941,18.744761
960,2499,18.744769
1243,2782,18.744774
1103,2602,18.744787
193,1653,18.744789
695,2195,18.744792
1213,2713,18.744801
1005,2505,18.744805
1470,2969,18.744806
585,2045,18.744808
1292,2792,18.744808
769,2269,18.744813
1094,2594,18.744814
830,2290,18.744817
999,2498,18.744818
1469,2968,18.744823
1205,2705,18.744829
1172,2672,18.744832
1508,2968,18.744845
1308,2807,18.744850
311,1771,18.744854
947,2446,18.744854
356,1855,18.744857
1148,2608,18.744858
986,2485,18.744877
1315,2775,18.744888
540,2079,18.744888
172,1711,18.744895
723,2262,18.744898
213,1752,18.744903
931,2470,18.744918
919,2418,18.744919
554,2053,18.744922
458,1997,18.744922
711,2210,18.744923
735,2274,18.744926
716,2176,18.744928
1228,2688,18.744929
580,2040,18.744930
1463,2923,18.744931
740,2200,18.744945
1004,2504,18.744957
1337,2876,18.744957
743,2203,18.744959
1298,2837,18.744973
468,1928,18.744976
1338,2877,18.744976
379,1879,18.744980
500,2039,18.744985
1234,2733,18.744987
16,1555,18.744989
1415,2954,18.744989
802,2302,18.744991
1382,2881,18.744994
1279,2778,18.744995
1442,2981,18.745007
920,2459,18.745015
450,1989,18.745015
1064,2563,18.745026
1154,2653,18.745027
42,1542,18.745028
1423,2883,18.745028
946,2445,18.745031
506,1966,18.745033
591,2090,18.745043
401,1901,18.745044
1063,2562,18.745048
63,1562,18.745049
350,1810,18.745052
217,1717,18.745056
361,1861,18.745063
28,1527,18.745067
964,2464,18.745073
808,2308,18.745077
58,1558,18.745088
73,1533,18.745102
1516,2976,18.745104
206,1706,18.745106
297,1797,18.745113
233,1693,18.745115
302,1801,18.745116
1261,2760,18.745121
631,2130,18.745122
503,2002,18.745127
1280,2819,18.745130
167,1667,18.745142
545,2005,18.745143
178,1678,18.745143
970,2509,18.745147
126,1626,18.745154
101,1561,18.745161
636,2096,18.745162
26,1525,18.745164
782,2281,18.745165
539,2039,18.745174
780,2240,18.745178
452,1952,18.745178
1389,2888,18.745184
51,1590,18.745187
36,1496,18.745192
1418,2957,18.745205
380,1919,18.745206
823,2322,18.745207
357,1856,18.745213
308,1768,18.745214
1247,2786,18.745216
756,2216,18.745232
436,1935,18.745238
924,2424,18.745239
748,2208,18.745239
854,2393,18.745240
407,1946,18.745243
520,2059,18.745244
1221,2720,18.745247
1192,2652,18.745256
490,1990,18.745258
124,1624,18.745259
1299,2799,18.745259
466,1965,18.745261
548,2047,18.745269
326,1826,18.745270
1050,2589,18.745271
1205,2744,18.745286
914,2374,18.745286
556,2055,18.745289
1259,2798,18.745301
630,2129,18.745301
147,1646,18.745312
826,2325,18.745312
689,2189,18.745317
487,2026,18.745318
239,1738,18.745342
1383,2843,18.745345
1207,2746,18.745346
508,1968,18.745351
1435,2934,18.745354
1108,2568,18.745361
871,2331,18.745367
1015,2515,18.745369
1165,2704,18.745371
885,2385,18.745376
939,2439,18.745376
1152,2651,18.745392
1199,2659,18.745395
1061,2560,18.745397
940,2400,18.745400
1194,2693,18.745407
708,2207,18.745413
1149,2609,18.745413
22,1521,18.745417
820,2280,18.745420
968,2507,18.745425
33,1493,18.745426
232,1692,18.745432
310,1770,18.745442
1009,2548,18.745443
483,2022,18.745445
257,1757,18.745445
399,1859,18.745449
82,1621,18.745449
555,2015,18.745450
1343,2803,18.745452
343,1842,18.745452
824,2323,18.745454
789,2288,18.745455
1057,2557,18.745457
985,2484,18.745479
640,2179,18.745480
83,1583,18.745481
953,2413,18.745488
215,1715,18.745498
263,1762,18.745502
917,2416,18.745504
642,2181,18.745505
684,2223,18.745505
569,2108,18.745507
454,1954,18.745510
496,2035,18.745511
278,1777,18.745516
313,1773,18.745537
1161,2661,18.745539
1070,2530,18.745543
665,2125,18.745550
1487,2987,18.745551
352,1851,18.745554
369,1908,18.745557
323,1823,18.745558
71,1531,18.745561
1116,2615,18.745563
1252,2752,18.745564
514,2013,18.745566
873,2333,18.745609
552,2051,18.745610
93,1632,18.745614
1215,2715,18.745615
9,1509,18.745616
1087,2626,18.745620
168,1707,18.745620
402,1902,18.745622
1143,2642,18.745627
829,2328,18.745633
1226,2725,18.745639
1287,2787,18.745640
1387,2886,18.745643
816,2316,18.745653
672,2132,18.745654
1135,2635,18.745656
494,1994,18.745671
960,2460,18.745677
1139,2639,18.745695
488,1988,18.745696
1239,2699,18.745702
1422,2882,18.745703
132,1671,18.745706
498,2037,18.745707
1144,2604,18.745711
811,2350,18.745716
1031,2491,18.745717
24,1523,18.745720
148,1647,18.745736
405,1944,18.745737
1288,2788,18.745746
42,1581,18.745746
1319,2779,18.745749
1203,2742,18.745749
818,2318,18.745751
953,2452,18.745759
261,1760,18.745771
260,1720,18.745771
1472,2932,18.745772
117,1616,18.745782
1097,2636,18.745787
622,2121,18.745789
256,1756,18.745791
344,1804,18.745796
119,1618,18.745799
769,2308,18.745804
1448,2987,18.745804
761,2261,18.745805
1237,2697,18.745813
413,1952,18.745827
95,1595,18.745836
76,1536,18.745838
1195,2694,18.745839
79,1578,18.745841
1273,2733,18.745855
800,2339,18.745856
1417,2917,18.745863
1241,2780,18.745866
855,2355,18.745867
1436,2896,18.745867
676,2136,18.745870
1379,2879,18.745870
412,1912,18.745874
223,1722,18.745875
428,1888,18.745887
1059,2598,18.745889
843,2343,18.745892
354,1853,18.745907
1500,2960,18.745912
423,1922,18.745918
1106,2566,18.745919
238,1698,18.745921
835,2334,18.745927
1306,2766,18.745929
527,2027,18.745930
486,1986,18.745931
316,1815,18.745932
447,1986,18.745938
625,2124,18.745945
367,1906,18.745946
1344,2804,18.745961
62,1561,18.745964
1089,2589,18.745964
1372,2872,18.745965
207,1707,18.745966
121,1660,18.745969
382,1842,18.745974
160,1660,18.745975
113,1573,18.745977
1425,2924,18.745977
1255,2794,18.745997
786,2285,18.745998
1010,2549,18.746002
922,2422,18.746002
265,1764,18.746008
54,1554,18.746014
116,1615,18.746019
1431,2930,18.746021
1017,2517,18.746045
1127,2627,18.746049
448,1987,18.746060
874,2334,18.746060
551,2050,18.746062
807,2346,18.746067
783,2243,18.746069
334,1834,18.746069
915,2414,18.746075
762,2301,18.746078
1235,2695,18.746086
1230,2729,18.746087
170,1709,18.746092
47,1547,18.746098
390,1850,18.746101
109,1569,18.746103
1055,2555,18.746112
194,1654,18.746113
1267,2766,18.746113
1246,2746,18.746115
1474,2934,18.746115
92,1592,18.746115
778,2278,18.746118
855,2394,18.746127
1086,2586,18.746128
206,1745,18.746131
526,2026,18.746143
75,1574,18.746146
675,2174,18.746146
1181,2680,18.746146
284,1784,18.746150
1262,2722,18.746152
963,2463,18.746156
715,2175,18.746165
276,1736,18.746169
507,2006,18.746177
983,2443,18.746182
701,2200,18.746188
557,2056,18.746203
441,1980,18.746207
1165,2665,18.746212
945,2405,18.746221
253,1753,18.746231
695,2234,18.746232
460,1999,18.746245
704,2164,18.746254
16,1516,18.746255
1457,2996,18.746257
1201,2701,18.746259
1130,2669,18.746261
1411,2911,18.746265
634,2094,18.746272
572,2072,18.746273
750,2249,18.746274
130,1630,18.746277
1240,2740,18.746284
619,2158,18.746289
991,2490,18.746293
41,1580,18.746293
876,2375,18.746305
3,1542,18.746305
739,2278,18.746316
731,2270,18.746319
1408,2947,18.746319
1490,2990,18.746326
1326,2865,18.746327
599,2059,18.746330
1242,2742,18.746339
794,2254,18.746339
314,1774,18.746340
390,1889,18.746343
1021,2481,18.746344
1173,2712,18.746345
437,1897,18.746347
835,2295,18.746351
637,2097,18.746359
1,1501,18.746362
1203,2703,18.746370
573,2073,18.746380
1051,2551,18.746386
1349,2809,18.746393
492,1992,18.746394
127,1627,18.746395
335,1874,18.746397
710,2170,18.746399
352,1812,18.746401
88,1588,18.746412
360,1899,18.746416
1159,2619,18.746427
595,2094,18.746428
1290,2790,18.746431
845,2384,18.746435
474,1973,18.746436
581,2041,18.746441
420,1880,18.746441
1280,2780,18.746447
111,1571,18.746450
580,2119,18.746452
1387,2847,18.746454
1295,2795,18.746461
879,2378,18.746468
450,1950,18.746473
104,1603,18.746474
1425,2885,18.746480
495,2034,18.746485
777,2316,18.746485
841,2380,18.746488
793,2253,18.746491
725,2225,18.746505
533,2033,18.746507
814,2314,18.746510
921,2460,18.746515
1053,2553,18.746523
373,1912,18.746524
488,2027,18.746529
909,2369,18.746534
171,1710,18.746535
1073,2533,18.746541
534,2034,18.746543
1041,2541,18.746549
911,2371,18.746553
868,2367,18.746555
168,1668,18.746564
839,2299,18.746569
1501,2961,18.746577
102,1562,18.746577
883,2422,18.746579
534,2073,18.746580
1446,2985,18.746580
134,1673,18.746580
688,2227,18.746588
1429,2928,18.746608
55,1594,18.746612
698,2237,18.746613
297,1836,18.746619
1235,2734,18.746627
1279,2739,18.746629
1135,2674,18.746632
587,2086,18.746638
1077,2576,18.746638
1348,2808,18.746647
377,1877,18.746649
1332,2871,18.746659
678,2138,18.746660
604,2143,18.746666
1097,2597,18.746666
496,1996,18.746685
926,2426,18.746690
1468,2967,18.746692
70,1569,18.746704
972,2511,18.746714
854,2354,18.746718
1059,2559,18.746722
458,1958,18.746722
866,2365,18.746727
1286,2825,18.746728
306,1766,18.746729
1146,2606,18.746734
303,1802,18.746736
1325,2864,18.746741
442,1942,18.746741
930,2469,18.746743
136,1636,18.746744
880,2419,18.746745
1266,2726,18.746760
1352,2851,18.746766
473,1933,18.746773
1241,2741,18.746783
1023,2522,18.746784
907,2367,18.746793
100,1639,18.746801
1390,2889,18.746807
709,2208,18.746809
477,1937,18.746811
314,1813,18.746816
219,1719,18.746818
718,2217,18.746823
1264,2763,18.746825
877,2337,18.746834
502,1962,18.746839
1493,2993,18.746840
1114,2613,18.746845
656,2195,18.746849
225,1724,18.746868
1189,2649,18.746872
1274,2734,18.746877
148,1608,18.746882
848,2387,18.746896
1361,2861,18.746902
1029,2528,18.746904
32,1531,18.746921
1020,2480,18.746922
918,2417,18.746925
1405,2944,18.746931
878,2377,18.746933
269,1729,18.746938
1304,2764,18.746942
579,2118,18.746945
1486,2986,18.746946
130,1669,18.746950
470,1969,18.746952
191,1690,18.746960
718,2178,18.746965
411,1950,18.746965
348,1808,18.746966
1120,2620,18.746966
633,2132,18.746970
635,2095,18.746976
409,1948,18.746988
1105,2604,18.747001
727,2227,18.747004
1258,2797,18.747005
347,1846,18.747009
962,2462,18.747010
908,2368,18.747013
1287,2826,18.747018
512,2011,18.747019
1204,2743,18.747019
397,1896,18.747022
327,1866,18.747024
1416,2955,18.747034
403,1942,18.747049
122,1622,18.747055
1319,2818,18.747055
249,1788,18.747057
88,1627,18.747057
413,1913,18.747058
862,2361,18.747058
353,1852,18.747074
1038,2498,18.747076
1233,2693,18.747082
1084,2584,18.747085
1120,2659,18.747090
809,2309,18.747090
1363,2902,18.747100
173,1712,18.747109
559,2019,18.747120
741,2240,18.747131
1485,2985,18.747136
961,2461,18.747137
514,1974,18.747146
46,1546,18.747155
1371,2871,18.747156
1067,2566,18.747167
330,1869,18.747175
1104,2603,18.747192
1022,2521,18.747193
1167,2706,18.747196
229,1728,18.747197
110,1570,18.747208
153,1652,18.747209
847,2347,18.747213
788,2287,18.747215
1188,2687,18.747216
24,1484,18.747228
1402,2941,18.747231
1414,2914,18.747233
605,2144,18.747233
663,2123,18.747251
454,1993,18.747252
655,2155,18.747252
115,1575,18.747253
967,2467,18.747259
1183,2643,18.747263
535,2074,18.747266
292,1792,18.747266
864,2363,18.747268
1006,2545,18.747269
1214,2753,18.747273
901,2400,18.747276
1426,2925,18.747278
719,2218,18.747283
652,2152,18.747284
721,2260,18.747290
129,1668,18.747296
1302,2801,18.747300
817,2317,18.747300
643,2182,18.747309
1245,2784,18.747309
244,1783,18.747321
125,1625,18.747324
305,1804,18.747327
723,2223,18.747330
169,1708,18.747334
131,1670,18.747344
376,1915,18.747350
664,2124,18.747359
1327,2827,18.747360
640,2140,18.747361
896,2396,18.747366
1024,2484,18.747374
602,2102,18.747376
867,2327,18.747376
1060,2599,18.747381
351,1811,18.747382
1341,2801,18.747382
214,1753,18.747397
133,1633,18.747400
742,2241,18.747426
1385,2845,18.747427
476,1936,18.747439
451,1951,18.747444
1190,2689,18.747447
583,2043,18.747447
1182,2642,18.747451
1390,2850,18.747454
1370,2870,18.747456
1202,2741,18.747456
1478,2977,18.747464
532,2032,18.747473
499,1999,18.747483
965,2465,18.747484
1042,2581,18.747500
779,2279,18.747508
138,1677,18.747513
1108,2607,18.747513
1045,2584,18.747518
1312,2811,18.747519
1342,2802,18.747524
86,1586,18.747534
1463,2962,18.747537
954,2414,18.747543
217,1756,18.747545
682,2221,18.747550
1417,2956,18.747553
164,1664,18.747562
915,2375,18.747563
259,1798,18.747571
292,1831,18.747573
618,2157,18.747578
865,2325,18.747580
1334,2873,18.747582
996,2495,18.747587
294,1833,18.747588
1058,2558,18.747594
194,1693,18.747594
1184,2644,18.747608
1474,2973,18.747617
694,2233,18.747625
1095,2595,18.747639
1467,2927,18.747649
578,2117,18.747650
583,2082,18.747659
1074,2573,18.747661
159,1658,18.747664
18,1518,18.747666
346,1806,18.747669
17,1556,18.747671
1399,2859,18.747673
1080,2619,18.747675
1388,2887,18.747683
1197,2657,18.747696
162,1662,18.747696
1231,2691,18.747706
176,1715,18.747722
1351,2850,18.747722
1437,2897,18.747726
872,2332,18.747727
693,2193,18.747732
710,2209,18.747736
85,1585,18.747748
1448,2948,18.747749
889,2428,18.747750
1122,2622,18.747756
340,1800,18.747758
901,2361,18.747768
794,2293,18.747787
1209,2709,18.747789
7,1546,18.747815
949,2448,18.747819
1326,2826,18.747824
266,1765,18.747829
1285,2824,18.747831
1177,2716,18.747841
1107,2606,18.747852
1168,2668,18.747859
497,2036,18.747865
258,1758,18.747865
1156,2655,18.747865
862,2322,18.747867
439,1899,18.747867
1475,2935,18.747868
934,2473,18.747870
107,1567,18.747873
43,1582,18.747874
140,1600,18.747875
325,1825,18.747875
58,1597,18.747888
1216,2716,18.747889
691,2191,18.747890
1249,2788,18.747890
976,2476,18.747897
1502,2962,18.747906
568,2107,18.747908
839,2338,18.747909
317,1777,18.747910
932,2471,18.747918
1300,2839,18.747921
428,1927,18.747922
848,2348,18.747926
270,1730,18.747928
1459,2998,18.747931
1004,2543,18.747953
886,2425,18.747955
850,2350,18.747956
565,2104,18.747960
14,1553,18.747962
442,1981,18.747964
706,2166,18.747967
1294,2833,18.747972
202,1741,18.747980
267,1766,18.747981
177,1677,18.747983
35,1534,18.747992
1093,2632,18.748004
643,2143,18.748021
579,2079,18.748021
484,1984,18.748025
449,1988,18.748026
597,2057,18.748029
1211,2750,18.748034
1252,2791,18.748042
1375,2875,18.748042
1145,2605,18.748051
147,1607,18.748052
1101,2600,18.748054
727,2266,18.748055
361,1900,18.748056
1315,2814,18.748059
158,1618,18.748062
1009,2509,18.748062
795,2255,18.748062
822,2282,18.748068
328,1867,18.748074
1013,2513,18.748089
1012,2551,18.748090
973,2512,18.748090
321,1821,18.748101
567,2106,18.748103
1039,2538,18.748115
434,1933,18.748118
1042,2542,18.748122
1180,2640,18.748131
40,1579,18.748133
203,1703,18.748138
241,1780,18.748139
1021,2520,18.748151
191,1651,18.748157
1480,2980,18.748161
20,1480,18.748162
424,1923,18.748166
141,1640,18.748179
1510,2970,18.748180
161,1661,18.748196
892,2392,18.748200
48,1548,18.748204
157,1656,18.748210
588,2048,18.748215
760,2299,18.748228
115,1614,18.748229
254,1754,18.748240
690,2190,18.748242
255,1755,18.748248
1011,2550,18.748251
786,2246,18.748260
45,1584,18.748269
511,1971,18.748274
1219,2758,18.748281
1072,2532,18.748288
505,1965,18.748290
176,1676,18.748299
1067,2527,18.748310
1083,2622,18.748318
724,2263,18.748324
1166,2705,18.748327
593,2092,18.748329
801,2340,18.748330
232,1731,18.748331
1221,2681,18.748333
281,1781,18.748333
785,2284,18.748338
1408,2908,18.748340
1410,2910,18.748346
877,2376,18.748354
840,2340,18.748355
419,1958,18.748365
282,1821,18.748371
415,1915,18.748377
220,1680,18.748378
824,2284,18.748379
35,1495,18.748385
1449,2988,18.748388
189,1649,18.748401
1471,2970,18.748403
601,2101,18.748409
1039,2499,18.748413
414,1914,18.748426
880,2380,18.748428
863,2362,18.748429
181,1641,18.748429
598,2097,18.748431
1433,2893,18.748432
401,1940,18.748437
94,1633,18.748439
538,2077,18.748439
1397,2857,18.748447
1340,2879,18.748451
1310,2809,18.748460
921,2421,18.748463
391,1890,18.748469
392,1891,18.748475
1052,2552,18.748475
1206,2706,18.748484
1158,2657,18.748487
728,2228,18.748488
557,2017,18.748496
155,1654,18.748502
398,1897,18.748503
898,2437,18.748520
610,2110,18.748523
886,2386,18.748531
787,2286,18.748538
1242,2781,18.748539
461,1921,18.748540
449,1949,18.748547
355,1815,18.748548
649,2149,18.748559
404,1943,18.748562
869,2329,18.748574
1314,2813,18.748575
1161,2700,18.748576
572,2111,18.748578
291,1791,18.748578
542,2002,18.748584
701,2161,18.748591
1077,2537,18.748591
790,2289,18.748592
893,2432,18.748592
1150,2649,18.748599
186,1646,18.748601
179,1679,18.748604
367,1867,18.748608
1054,2593,18.748611
1511,2971,18.748616
924,2463,18.748623
673,2133,18.748625
693,2232,18.748630
304,1803,18.748638
315,1814,18.748639
228,1727,18.748647
429,1928,18.748662
654,2154,18.748686
1514,2974,18.748687
927,2427,18.748694
795,2294,18.748699
1126,2665,18.748700
388,1848,18.748702
1295,2834,18.748704
950,2410,18.748704
73,1572,18.748710
806,2306,18.748712
414,1953,18.748715
246,1746,18.748717
1062,2522,18.748726
25,1524,18.748729
1336,2875,18.748745
53,1592,18.748753
92,1631,18.748759
1443,2982,18.748776
951,2411,18.748777
1438,2898,18.748777
299,1838,18.748779
34,1533,18.748781
620,2080,18.748799
1141,2640,18.748801
1151,2650,18.748801
1305,2804,18.748804
320,1859,18.748808
681,2181,18.748809
424,1884,18.748814
957,2456,18.748818
1290,2829,18.748821
1444,2983,18.748826
417,1956,18.748839
171,1671,18.748842
916,2415,18.748851
120,1620,18.748866
439,1938,18.748873
1403,2903,18.748892
435,1895,18.748895
363,1863,18.748896
686,2186,18.748897
860,2399,18.748901
833,2293,18.748916
936,2475,18.748916
182,1681,18.748919
34,1494,18.748941
944,2443,18.748943
731,2231,18.748951
275,1774,18.748958
875,2335,18.748960
259,1759,18.748960
923,2423,18.748961
1229,2728,18.748975
650,2150,18.748981
696,2196,18.748984
549,2048,18.748986
547,2007,18.748989
1076,2536,18.748989
307,1767,18.748994
443,1982,18.748999
1362,2862,18.749003
30,1529,18.749006
1096,2596,18.749024
1168,2707,18.749033
1028,2488,18.749037
135,1674,18.749041
1470,2930,18.749045
598,2058,18.749047
1047,2547,18.749051
707,2167,18.749051
250,1789,18.749061
780,2319,18.749071
1136,2675,18.749072
260,1799,18.749087
549,2009,18.749088
521,2021,18.749094
475,1935,18.749095
227,1726,18.749095
175,1714,18.749100
1433,2932,18.749130
78,1577,18.749135
1395,2894,18.749136
338,1877,18.749144
335,1835,18.749156
627,2126,18.749156
1198,2658,18.749160
685,2185,18.749168
21,1481,18.749175
703,2163,18.749184
552,2012,18.749184
1189,2688,18.749185
1006,2506,18.749193
1099,2638,18.749196
1118,2617,18.749230
771,2310,18.749243
48,1587,18.749250
955,2454,18.749257
756,2255,18.749262
883,2383,18.749274
158,1657,18.749283
949,2409,18.749284
72,1532,18.749290
1192,2691,18.749294
986,2446,18.749303
1088,2627,18.749309
736,2275,18.749326
930,2430,18.749331
741,2201,18.749338
1001,2540,18.749350
550,2049,18.749350
196,1656,18.749357
509,1969,18.749361
186,1685,18.749361
237,1736,18.749361
898,2398,18.749365
966,2505,18.749366
394,1893,18.749368
977,2477,18.749374
289,1789,18.749376
993,2453,18.749382
1226,2686,18.749389
1395,2855,18.749389
389,1849,18.749406
929,2468,18.749414
1428,2888,18.749420
842,2381,18.749421
365,1904,18.749432
245,1784,18.749438
519,1979,18.749461
747,2246,18.749468
1014,2514,18.749484
1360,2860,18.749487
122,1661,18.749490
720,2220,18.749513
123,1623,18.749519
47,1586,18.749525
83,1622,18.749531
504,1964,18.749537
765,2304,18.749538
99,1599,18.749547
354,1814,18.749555
1401,2940,18.749567
1403,2942,18.749567
954,2453,18.749578
773,2312,18.749578
1121,2660,18.749585
942,2441,18.749585
619,2119,18.749585
939,2478,18.749596
752,2251,18.749606
884,2384,18.749607
641,2180,18.749623
845,2345,18.749629
32,1492,18.749652
1268,2728,18.749662
327,1827,18.749681
366,1905,18.749688
968,2468,18.749689
933,2433,18.749692
388,1887,18.749704
143,1603,18.749717
7,1507,18.749718
461,1960,18.749720
1068,2528,18.749726
320,1820,18.749730
1413,2913,18.749741
1196,2656,18.749751
138,1638,18.749763
236,1735,18.749767
1330,2830,18.749775
1142,2641,18.749783
1400,2900,18.749790
1008,2547,18.749795
732,2271,18.749804
109,1608,18.749806
827,2287,18.749807
742,2202,18.749810
832,2292,18.749812
214,1714,18.749813
1034,2494,18.749818
179,1718,18.749819
1220,2680,18.749830
89,1589,18.749836
446,1946,18.749864
1131,2631,18.749864
754,2253,18.749869
763,2302,18.749870
865,2364,18.749870
10,1510,18.749880
56,1595,18.749882
541,2001,18.749887
29,1528,18.749888
537,2037,18.749896
893,2393,18.749899
386,1885,18.749907
757,2217,18.749912
1070,2569,18.749917
1337,2837,18.749917
1113,2612,18.749922
105,1565,18.749928
1212,2712,18.749930
774,2313,18.749930
268,1728,18.749938
966,2466,18.749944
1121,2621,18.749946
900,2439,18.749951
155,1615,18.749953
1289,2789,18.749958
522,2022,18.749966
1464,2924,18.749967
542,2041,18.749969
141,1601,18.749973
221,1720,18.749980
251,1751,18.749982
1124,2663,18.749984
1277,2776,18.749985
1148,2647,18.749989
1224,2723,18.749995
996,2456,18.750007
767,2267,18.750011
330,1830,18.750014
345,1805,18.750032
763,2263,18.750032
672,2171,18.750044
1286,2786,18.750046
668,2128,18.750048
173,1673,18.750049
988,2487,18.750051
894,2433,18.750052
204,1704,18.750060
843,2382,18.750067
737,2276,18.750075
1211,2711,18.750077
408,1908,18.750079
773,2273,18.750081
615,2115,18.750084
1456,2995,18.750086
184,1683,18.750090
1110,2570,18.750090
20,1559,18.750097
601,2140,18.750099
270,1769,18.750099
1436,2935,18.750107
161,1700,18.750114
1257,2796,18.750120
1454,2993,18.750121
616,2155,18.750124
911,2410,18.750131
504,2003,18.750133
545,2044,18.750138
1379,2918,18.750144
502,2001,18.750144
1055,2594,18.750145
274,1734,18.750147
302,1762,18.750150
435,1934,18.750151
1193,2653,18.750152
187,1686,18.750155
1196,2695,18.750164
978,2478,18.750176
1393,2892,18.750196
974,2513,18.750197
714,2213,18.750200
696,2235,18.750208
1131,2670,18.750216
1396,2856,18.750226
84,1584,18.750228
185,1645,18.750247
974,2474,18.750256
1350,2849,18.750260
1029,2489,18.750265
626,2086,18.750267
333,1872,18.750275
476,1975,18.750282
979,2479,18.750282
836,2296,18.750288
438,1898,18.750291
689,2228,18.750294
822,2321,18.750296
210,1749,18.750310
629,2128,18.750313
1380,2840,18.750349
1114,2574,18.750372
1491,2991,18.750374
1341,2840,18.750400
1075,2574,18.750401
1333,2833,18.750414
947,2407,18.750422
348,1847,18.750426
79,1539,18.750429
1253,2753,18.750433
272,1732,18.750433
563,2102,18.750451
821,2281,18.750458
1107,2567,18.750462
2,1502,18.750463
112,1572,18.750464
1236,2696,18.750469
852,2391,18.750470
301,1761,18.750492
240,1779,18.750494
202,1702,18.750495
1150,2610,18.750498
1146,2645,18.750506
1227,2687,18.750509
118,1617,18.750517
943,2442,18.750520
459,1998,18.750528
1506,2966,18.750530
436,1896,18.750530
1276,2736,18.750548
222,1721,18.750554
1218,2718,18.750570
541,2040,18.750586
1264,2724,18.750587
1394,2893,18.750588
792,2291,18.750598
1125,2625,18.750601
726,2226,18.750602
1025,2524,18.750610
1400,2939,18.750611
1249,2749,18.750618
1007,2546,18.750620
1,1540,18.750623
1044,2583,18.750625
913,2412,18.750625
784,2244,18.750640
895,2395,18.750641
77,1576,18.750646
403,1903,18.750649
1305,2765,18.750649
117,1577,18.750669
1405,2905,18.750681
1364,2864,18.750695
935,2474,18.750700
247,1786,18.750717
1064,2524,18.750727
918,2378,18.750734
1091,2591,18.750745
466,1926,18.750749
397,1857,18.750752
67,1566,18.750760
826,2286,18.750768
648,2148,18.750771
164,1703,18.750774
4,1543,18.750781
1248,2787,18.750784
888,2388,18.750801
628,2127,18.750809
385,1845,18.750811
318,1817,18.750814
554,2014,18.750820
1322,2822,18.750836
480,1980,18.750854
1407,2946,18.750872
145,1605,18.750879
1190,2650,18.750888
216,1716,18.750890
1186,2646,18.750898
1488,2988,18.750908
908,2407,18.750917
416,1955,18.750922
235,1734,18.750925
969,2508,18.750935
981,2441,18.750938
156,1655,18.750942
587,2047,18.750943
588,2087,18.750949
204,1743,18.750950
365,1865,18.750956
1183,2682,18.750958
381,1880,18.750964
207,1746,18.750979
852,2352,18.750980
80,1580,18.750980
339,1878,18.750987
1275,2735,18.750990
445,1984,18.751006
495,1995,18.751008
271,1731,18.751031
114,1574,18.751033
749,2248,18.751047
174,1713,18.751047
819,2319,18.751059
364,1903,18.751060
1098,2637,18.751079
600,2100,18.751082
1256,2795,18.751096
797,2296,18.751098
373,1873,18.751112
4,1504,18.751112
185,1684,18.751132
611,2150,18.751137
1357,2817,18.751138
37,1497,18.751140
1419,2919,18.751151
489,1989,18.751166
546,2006,18.751169
1239,2738,18.751172
342,1802,18.751178
1273,2772,18.751185
1335,2874,18.751203
208,1747,18.751204
398,1858,18.751215
371,1871,18.751216
64,1563,18.751224
66,1565,18.751242
1152,2612,18.751244
764,2264,18.751256
1460,2999,18.751257
255,1794,18.751259
1202,2702,18.751260
1142,2602,18.751261
1228,2727,18.751263
329,1829,18.751283
882,2421,18.751284
190,1650,18.751292
623,2083,18.751306
840,2379,18.751310
751,2250,18.751316
858,2397,18.751319
1138,2677,18.751325
1052,2591,18.751335
926,2465,18.751353
967,2506,18.751354
248,1748,18.751402
678,2177,18.751415
517,2016,18.751417
870,2330,18.751444
1432,2892,18.751445
226,1686,18.751446
59,1559,18.751459
1294,2794,18.751462
136,1675,18.751464
1479,2978,18.751466
1095,2634,18.751482
145,1644,18.751487
525,2064,18.751488
27,1487,18.751498
526,2065,18.751500
1449,2949,18.751502
997,2496,18.751503
569,2069,18.751509
60,1520,18.751512
1061,2521,18.751514
606,2145,18.751514
183,1643,18.751519
1123,2662,18.751530
410,1949,18.751541
1373,2912,18.751558
9,1548,18.751559
19,1519,18.751579
879,2339,18.751585
570,2109,18.751590
867,2366,18.751611
994,2493,18.751614
738,2238,18.751629
0,1539,18.751630
1119,2579,18.751631
301,1800,18.751640
1248,2748,18.751642
1461,2960,18.751648
648,2187,18.751655
27,1526,18.751655
859,2359,18.751668
781,2241,18.751670
1478,2938,18.751673
228,1688,18.751680
1307,2806,18.751681
430,1890,18.751694
1112,2611,18.751694
982,2481,18.751703
395,1855,18.751729
276,1775,18.751731
686,2225,18.751743
13,1513,18.751750
1155,2615,18.751752
383,1843,18.751760
812,2312,18.751763
329,1868,18.751766
267,1727,18.751769
213,1713,18.751785
1272,2771,18.751791
869,2368,18.751792
1358,2818,18.751797
1178,2717,18.751800
1256,2756,18.751811
90,1629,18.751820
128,1628,18.751825
825,2324,18.751828
938,2477,18.751833
