sat_i,sat_j,min_dist_km
3236,4130,0.527179
1310,2204,0.527183
2494,3388,0.527188
2768,3662,0.527197
2009,2903,0.527199
696,4751,0.527203
150,4255,0.527205
3901,4845,0.527223
3541,4435,0.527231
220,1114,0.527232
4099,4993,0.527237
2163,3057,0.527247
3895,4789,0.527266
3823,4717,0.527272
424,4529,0.527277
131,4236,0.527293
760,1654,0.527306
757,4862,0.527310
849,1743,0.527313
2170,3064,0.527317
806,1700,0.527322
2598,3492,0.527323
2804,3748,0.527324
1251,2195,0.527335
3120,4014,0.527339
1260,2154,0.527368
3533,4427,0.527375
3000,3944,0.527385
3762,4656,0.527388
310,4415,0.527391
2177,3071,0.527393
734,4839,0.527393
3912,4806,0.527401
3692,4586,0.527406
2214,3108,0.527409
1922,2816,0.527428
352,4457,0.527443
3093,3987,0.527446
834,1728,0.527452
1900,2844,0.527458
3614,4508,0.527459
1110,2004,0.527459
3548,4442,0.527470
158,1052,0.527470
3360,4254,0.527471
1357,2251,0.527475
249,1143,0.527476
661,4766,0.527479
647,1541,0.527485
2621,3515,0.527490
2591,3485,0.527490
562,4667,0.527493
166,1060,0.527502
3437,4331,0.527504
2006,2900,0.527508
367,1261,0.527525
284,1178,0.527526
2749,3643,0.527531
711,4816,0.527532
1447,2341,0.527533
3425,4319,0.527534
2394,3288,0.527542
449,4504,0.527547
3415,4309,0.527551
2616,3510,0.527553
957,1851,0.527565
2100,3044,0.527582
4054,4998,0.527584
1817,2711,0.527595
2796,3690,0.527599
1488,2382,0.527617
789,4894,0.527621
2950,3894,0.527627
1018,1912,0.527639
253,4358,0.527649
27,921,0.527652
379,4484,0.527663
3186,4080,0.527670
1271,2165,0.527671
2340,3234,0.527674
421,1315,0.527698
710,1604,0.527698
1912,2806,0.527723
109,4214,0.527724
219,1113,0.527747
354,1298,0.527766
1192,2086,0.527768
2487,3381,0.527769
3873,4767,0.527770
3995,4889,0.527798
1162,2056,0.527800
3898,4792,0.527800
507,1401,0.527802
3993,4887,0.527803
1631,2525,0.527826
3919,4813,0.527845
4063,4957,0.527851
275,4380,0.527852
3559,4453,0.527863
1101,2045,0.527865
2590,3484,0.527865
651,1595,0.527876
1799,2693,0.527879
2293,3187,0.527881
530,4635,0.527888
989,1883,0.527889
745,1639,0.527893
845,1739,0.527895
43,937,0.527897
3472,4366,0.527899
3711,4605,0.527901
2952,3896,0.527903
318,4423,0.527908
1220,2114,0.527919
874,1768,0.527926
308,1202,0.527926
1653,2597,0.527928
1673,2567,0.527931
1961,2855,0.527933
602,4707,0.527934
458,4563,0.527941
1605,2549,0.527942
598,4653,0.527944
1777,2671,0.527949
328,1222,0.527954
1133,2027,0.527957
1163,2057,0.527959
733,4838,0.527964
3113,4007,0.527969
2760,3654,0.527972
2220,3114,0.527975
2893,3787,0.527977
1861,2755,0.527981
783,1677,0.527982
1792,2686,0.527995
2935,3829,0.528012
1234,2128,0.528014
796,4851,0.528014
2930,3824,0.528018
611,1505,0.528030
180,1074,0.528037
2555,3499,0.528065
838,1732,0.528071
75,969,0.528075
2135,3029,0.528081
473,1367,0.528091
3307,4201,0.528099
263,4368,0.528102
3451,4395,0.528114
2472,3366,0.528122
2364,3258,0.528137
2076,2970,0.528148
483,4588,0.528152
600,4705,0.528155
3514,4408,0.528163
2646,3540,0.528169
2203,3147,0.528171
2053,2997,0.528171
2969,3863,0.528174
2706,3600,0.528186
3843,4737,0.528212
46,940,0.528213
1109,2003,0.528214
339,4444,0.528215
2007,2901,0.528232
324,1218,0.528232
1619,2513,0.528237
3739,4633,0.528242
676,1570,0.528249
279,4384,0.528258
532,1426,0.528263
831,4936,0.528263
2999,3893,0.528264
3561,4455,0.528264
1756,2650,0.528265
979,1873,0.528271
1277,2171,0.528275
1987,2881,0.528277
3564,4458,0.528287
452,4557,0.528291
14,908,0.528300
1401,2345,0.528308
545,1439,0.528313
4041,4935,0.528317
3480,4374,0.528332
970,1864,0.528339
414,1308,0.528345
1648,2542,0.528352
248,4303,0.528385
235,4340,0.528390
3102,4046,0.528398
1647,2541,0.528405
302,1246,0.528413
1932,2826,0.528415
3078,3972,0.528417
454,1398,0.528417
3589,4483,0.528421
3111,4005,0.528430
183,1077,0.528430
170,4275,0.528445
1450,2394,0.528453
1763,2657,0.528457
3710,4604,0.528465
825,4930,0.528472
2213,3107,0.528481
2529,3423,0.528488
2243,3137,0.528513
2720,3614,0.528518
2904,3848,0.528532
1044,1938,0.528546
3283,4177,0.528555
681,4786,0.528557
2267,3161,0.528559
3163,4057,0.528567
1781,2675,0.528573
3441,4335,0.528584
2105,3049,0.528600
1788,2682,0.528606
305,4410,0.528608
969,1863,0.528609
428,1322,0.528618
188,4293,0.528621
3271,4165,0.528626
1644,2538,0.528626
1554,2498,0.528628
190,1084,0.528638
242,4347,0.528640
259,4364,0.528640
1267,2161,0.528642
427,4532,0.528683
1726,2620,0.528684
237,1131,0.528686
1364,2258,0.528691
918,1812,0.528730
1612,2506,0.528731
399,1293,0.528746
2375,3269,0.528757
312,1206,0.528762
880,1774,0.528765
688,1582,0.528769
3372,4266,0.528771
4021,4915,0.528774
345,1239,0.528775
2905,3849,0.528777
1544,2438,0.528779
258,1152,0.528783
209,4314,0.528784
1201,2145,0.528785
3371,4265,0.528787
2194,3088,0.528788
2428,3322,0.528792
3137,4031,0.528793
879,4984,0.528796
2537,3431,0.528798
1485,2379,0.528799
4080,4974,0.528801
3764,4658,0.528804
3002,3946,0.528807
542,1436,0.528808
1396,2290,0.528810
24,918,0.528810
493,4598,0.528820
967,1861,0.528822
51,995,0.528825
3605,4549,0.528833
2159,3053,0.528833
1910,2804,0.528836
2662,3556,0.528848
2853,3797,0.528851
296,4351,0.528852
447,4502,0.528858
291,1185,0.528865
1300,2244,0.528866
1719,2613,0.528866
264,4369,0.528868
3846,4740,0.528869
3620,4514,0.528870
782,1676,0.528877
3156,4050,0.528878
2850,3794,0.528881
3945,4839,0.528883
776,1670,0.528886
684,4789,0.528890
2094,2988,0.528903
727,4832,0.528908
3699,4593,0.528908
3098,3992,0.528911
733,1627,0.528912
7,901,0.528925
2976,3870,0.528927
3889,4783,0.528932
2498,3392,0.528932
1676,2570,0.528937
1064,1958,0.528938
599,4654,0.528942
228,4333,0.528945
2508,3402,0.528947
476,1370,0.528955
1324,2218,0.528955
2946,3840,0.528958
1688,2582,0.528960
2619,3513,0.528963
3908,4802,0.528964
134,4239,0.528965
577,4682,0.528968
195,4250,0.528971
579,1473,0.528972
2742,3636,0.528978
2393,3287,0.528980
3318,4212,0.528985
1953,2897,0.528986
3562,4456,0.528992
3645,4539,0.528995
986,1880,0.528996
654,1598,0.528996
1992,2886,0.528998
730,1624,0.528999
2106,3000,0.529002
1010,1904,0.529017
400,4505,0.529024
2052,2996,0.529028
1274,2168,0.529029
1126,2020,0.529030
277,1171,0.529038
699,1593,0.529044
2767,3661,0.529047
1416,2310,0.529047
67,961,0.529050
3703,4647,0.529055
3046,3940,0.529057
499,1393,0.529057
2571,3465,0.529066
4095,4989,0.529077
2210,3104,0.529083
18,4123,0.529085
1421,2315,0.529087
662,1556,0.529088
3214,4108,0.529089
2307,3201,0.529089
1442,2336,0.529093
2,4107,0.529114
3836,4730,0.529120
4056,4950,0.529121
3180,4074,0.529123
2724,3618,0.529126
3336,4230,0.529127
2385,3279,0.529132
2618,3512,0.529144
496,4551,0.529151
859,4964,0.529153
2735,3629,0.529156
3663,4557,0.529158
1913,2807,0.529159
1586,2480,0.529159
2237,3131,0.529163
3328,4222,0.529172
1342,2236,0.529176
2181,3075,0.529177
1123,2017,0.529178
192,4297,0.529183
458,1352,0.529186
2562,3456,0.529196
1294,2188,0.529205
3019,3913,0.529208
3942,4836,0.529213
166,4271,0.529216
627,4732,0.529234
1419,2313,0.529237
26,4131,0.529240
1270,2164,0.529240
388,1282,0.529245
3250,4194,0.529250
301,1245,0.529250
313,1207,0.529255
215,1109,0.529261
3088,3982,0.529262
16,4121,0.529272
2005,2949,0.529284
2547,3441,0.529290
210,4315,0.529296
252,4357,0.529298
241,1135,0.529301
1505,2449,0.529301
1594,2488,0.529306
1158,2052,0.529310
1823,2717,0.529310
402,4507,0.529317
2339,3233,0.529321
972,1866,0.529323
1475,2369,0.529323
3196,4090,0.529331
155,1099,0.529345
3414,4308,0.529348
1148,2042,0.529357
3210,4104,0.529359
2101,3045,0.529360
1529,2423,0.529362
4052,4996,0.529389
2471,3365,0.529400
2168,3062,0.529406
3164,4058,0.529412
3094,3988,0.529414
501,1445,0.529417
2026,2920,0.529433
1528,2422,0.529455
2732,3626,0.529460
297,1191,0.529462
334,1228,0.529466
669,1563,0.529466
4037,4931,0.529470
3421,4315,0.529475
1699,2593,0.529489
3855,4799,0.529491
2669,3563,0.529497
36,930,0.529499
585,1479,0.529513
1255,2199,0.529513
2362,3256,0.529529
875,4980,0.529529
1238,2132,0.529532
3765,4659,0.529550
3153,4097,0.529553
908,1802,0.529555
65,959,0.529558
2429,3323,0.529562
331,1225,0.529567
869,4974,0.529569
536,4641,0.529573
1250,2194,0.529579
924,1818,0.529590
813,1707,0.529605
297,4352,0.529611
300,4405,0.529613
365,4470,0.529620
405,4510,0.529624
3390,4284,0.529628
3354,4298,0.529630
403,1347,0.529635
3698,4592,0.529636
605,4710,0.529637
3467,4361,0.529652
1867,2761,0.529655
4070,4964,0.529664
655,1599,0.529679
743,4848,0.529681
3987,4881,0.529683
2822,3716,0.529686
121,4226,0.529689
1824,2718,0.529691
562,1456,0.529693
3229,4123,0.529693
2705,3649,0.529702
1559,2453,0.529714
387,4492,0.529719
2221,3115,0.529719
820,1714,0.529720
2810,3704,0.529722
4031,4925,0.529727
3667,4561,0.529728
3300,4244,0.529731
616,1510,0.529731
3139,4033,0.529737
26,920,0.529738
121,1015,0.529747
3397,4291,0.529760
1762,2656,0.529771
52,4157,0.529774
626,1520,0.529776
2875,3769,0.529787
3897,4791,0.529789
3753,4697,0.529792
1432,2326,0.529805
3305,4249,0.529829
2998,3892,0.529830
1295,2189,0.529838
3426,4320,0.529839
1786,2680,0.529843
819,1713,0.529843
1915,2809,0.529852
601,1545,0.529856
157,4262,0.529857
641,4746,0.529865
501,4606,0.529868
1696,2590,0.529876
3319,4213,0.529880
1966,2860,0.529882
2443,3337,0.529887
436,1330,0.529888
3332,4226,0.529892
2766,3660,0.529897
2271,3165,0.529903
643,1537,0.529912
1556,2450,0.529913
770,4875,0.529918
1180,2074,0.529925
3049,3943,0.529927
690,1584,0.529942
1466,2360,0.529944
3045,3939,0.529945
2217,3111,0.529949
1288,2182,0.529951
1376,2270,0.529973
639,4744,0.529975
1851,2795,0.529980
3932,4826,0.529996
1725,2619,0.530002
3490,4384,0.530013
1286,2180,0.530015
1633,2527,0.530021
1789,2683,0.530029
2056,2950,0.530032
1278,2172,0.530036
1,4106,0.530044
41,4146,0.530053
1642,2536,0.530056
1962,2856,0.530058
2989,3883,0.530076
1371,2265,0.530091
1196,2090,0.530097
2642,3536,0.530101
2576,3470,0.530103
513,4618,0.530108
2856,3750,0.530109
3989,4883,0.530114
3608,4502,0.530132
357,1251,0.530134
1049,1943,0.530134
783,4888,0.530136
193,4298,0.530139
2731,3625,0.530140
1819,2713,0.530143
2359,3253,0.530146
1628,2522,0.530152
551,1495,0.530154
2059,2953,0.530161
2046,2940,0.530161
409,4514,0.530173
2328,3222,0.530175
2587,3481,0.530180
3408,4302,0.530186
1675,2569,0.530186
141,4246,0.530189
3519,4413,0.530189
2909,3803,0.530195
1400,2344,0.530210
1729,2623,0.530226
1909,2803,0.530231
2492,3386,0.530234
1053,1997,0.530248
1056,1950,0.530259
620,4725,0.530271
357,4462,0.530278
648,1542,0.530316
3205,4149,0.530317
3767,4661,0.530326
1062,1956,0.530337
110,1004,0.530339
3124,4018,0.530340
2196,3090,0.530341
928,1822,0.530344
67,4172,0.530350
780,4885,0.530352
2248,3142,0.530354
3099,3993,0.530358
335,1229,0.530360
3968,4862,0.530369
406,1300,0.530371
2145,3039,0.530377
505,4610,0.530380
1216,2110,0.530382
3409,4303,0.530391
2582,3476,0.530391
881,1775,0.530398
2631,3525,0.530401
29,923,0.530414
2049,2943,0.530416
3612,4506,0.530419
44,4149,0.530424
2844,3738,0.530428
61,4166,0.530433
2478,3372,0.530433
626,4731,0.530436
2352,3296,0.530439
552,4657,0.530449
242,1136,0.530458
1399,2293,0.530467
3115,4009,0.530481
2821,3715,0.530483
156,4261,0.530485
1225,2119,0.530510
3709,4603,0.530528
1929,2823,0.530529
3223,4117,0.530530
496,1390,0.530533
3304,4248,0.530544
3178,4072,0.530545
381,1275,0.530545
3675,4569,0.530546
1348,2242,0.530550
966,1860,0.530551
2033,2927,0.530555
950,1894,0.530556
2151,3095,0.530557
1907,2801,0.530562
1639,2533,0.530566
2342,3236,0.530566
451,1395,0.530580
3037,3931,0.530581
90,984,0.530582
2677,3571,0.530588
706,1600,0.530597
3685,4579,0.530613
537,4642,0.530616
2280,3174,0.530631
346,1240,0.530632
3296,4190,0.530633
2139,3033,0.530636
550,1494,0.530648
174,4279,0.530648
1522,2416,0.530654
72,4177,0.530658
3345,4239,0.530664
1569,2463,0.530667
3285,4179,0.530669
3004,3948,0.530682
286,4391,0.530693
1240,2134,0.530702
1565,2459,0.530710
2066,2960,0.530714
495,1389,0.530716
1337,2231,0.530736
2729,3623,0.530740
2965,3859,0.530743
244,1138,0.530747
594,4699,0.530748
474,1368,0.530756
2069,2963,0.530758
613,1507,0.530758
613,4718,0.530759
1327,2221,0.530767
0,944,0.530769
515,4620,0.530771
4058,4952,0.530776
123,4228,0.530776
703,1647,0.530777
1185,2079,0.530785
2652,3596,0.530788
3678,4572,0.530792
2180,3074,0.530793
328,4433,0.530800
2672,3566,0.530802
523,1417,0.530822
3033,3927,0.530830
1494,2388,0.530836
591,4696,0.530837
2229,3123,0.530842
34,4139,0.530843
394,1288,0.530844
138,4243,0.530845
1438,2332,0.530852
39,933,0.530864
307,1201,0.530867
106,4211,0.530871
3857,4751,0.530876
2286,3180,0.530878
674,4779,0.530880
3886,4780,0.530884
172,1066,0.530887
843,1737,0.530887
1184,2078,0.530893
2285,3179,0.530897
3787,4681,0.530899
2524,3418,0.530900
2091,2985,0.530905
2639,3533,0.530937
478,1372,0.530946
345,4400,0.530956
2914,3808,0.530957
2912,3806,0.530962
3988,4882,0.530965
634,4739,0.530966
433,1327,0.530975
4082,4976,0.530993
1256,2150,0.530993
2319,3213,0.530994
1115,2009,0.531001
843,4948,0.531032
3448,4342,0.531035
876,1770,0.531038
2549,3443,0.531050
2824,3718,0.531063
2409,3303,0.531068
3457,4351,0.531072
170,1064,0.531074
554,1498,0.531080
3714,4608,0.531085
603,4708,0.531090
593,1487,0.531094
3401,4345,0.531102
4092,4986,0.531111
3505,4449,0.531118
2058,2952,0.531119
2128,3022,0.531120
2262,3156,0.531128
3962,4856,0.531128
259,1153,0.531132
3188,4082,0.531132
1033,1927,0.531139
3782,4676,0.531144
327,1221,0.531152
3567,4461,0.531154
3282,4176,0.531163
832,4937,0.531168
1083,1977,0.531176
2061,2955,0.531187
3849,4743,0.531188
3789,4683,0.531189
2585,3479,0.531191
2514,3408,0.531191
1331,2225,0.531197
1904,2848,0.531198
597,4652,0.531202
2389,3283,0.531204
343,1237,0.531232
752,1696,0.531238
3001,3945,0.531242
2665,3559,0.531256
498,4553,0.531256
1549,2443,0.531260
199,4254,0.531267
3571,4465,0.531267
586,1480,0.531268
3191,4085,0.531284
1446,2340,0.531296
3527,4421,0.531298
3025,3919,0.531300
1051,1995,0.531305
564,1458,0.531313
1571,2465,0.531315
2418,3312,0.531325
3549,4443,0.531331
2668,3562,0.531337
827,4932,0.531341
98,4153,0.531344
2291,3185,0.531345
675,1569,0.531347
1536,2430,0.531365
3994,4888,0.531368
797,4852,0.531369
2762,3656,0.531370
2455,3399,0.531383
3302,4246,0.531388
732,1626,0.531390
3435,4329,0.531391
625,4730,0.531395
1008,1902,0.531398
295,1189,0.531405
3109,4003,0.531413
56,950,0.531418
685,1579,0.531420
2502,3446,0.531434
628,1522,0.531443
3751,4695,0.531443
450,4555,0.531451
3071,3965,0.531463
1023,1917,0.531469
606,4711,0.531470
567,4672,0.531489
1417,2311,0.531495
1543,2437,0.531495
1879,2773,0.531502
1535,2429,0.531514
683,1577,0.531516
407,1301,0.531517
792,1686,0.531525
1998,2892,0.531526
285,4390,0.531545
764,4869,0.531551
1208,2102,0.531558
1745,2639,0.531559
2757,3651,0.531560
282,4387,0.531561
579,4684,0.531575
3700,4644,0.531588
3056,3950,0.531604
3794,4688,0.531616
203,1147,0.531621
2270,3164,0.531626
3240,4134,0.531630
724,4829,0.531632
2404,3348,0.531634
1019,1913,0.531641
2512,3406,0.531641
377,1271,0.531651
3127,4021,0.531652
206,1100,0.531652
832,1726,0.531659
3706,4600,0.531667
1486,2380,0.531668
3234,4128,0.531672
829,1723,0.531681
308,4413,0.531684
1444,2338,0.531691
3123,4017,0.531694
3976,4870,0.531695
3992,4886,0.531701
806,4911,0.531702
3741,4635,0.531711
2376,3270,0.531723
1976,2870,0.531724
2447,3341,0.531726
37,931,0.531726
93,4198,0.531729
1512,2406,0.531740
282,1176,0.531743
152,1096,0.531746
2771,3665,0.531764
3462,4356,0.531773
1350,2294,0.531784
248,1142,0.531784
786,1680,0.531792
354,4459,0.531794
108,1002,0.531802
3075,3969,0.531809
4014,4908,0.531813
4049,4943,0.531816
1279,2173,0.531818
1547,2441,0.531828
3788,4682,0.531830
766,4871,0.531830
2411,3305,0.531832
1379,2273,0.531833
1881,2775,0.531847
2798,3692,0.531852
1116,2010,0.531856
1668,2562,0.531867
377,4482,0.531879
502,4607,0.531890
3464,4358,0.531907
674,1568,0.531914
2238,3132,0.531918
646,1540,0.531919
3044,3938,0.531923
1833,2727,0.531936
3144,4038,0.531940
101,1045,0.531949
542,4647,0.531955
591,1485,0.531956
3941,4835,0.531968
771,4876,0.531971
3853,4797,0.531987
2858,3752,0.531992
3818,4712,0.531996
1805,2749,0.531997
1145,2039,0.531998
846,1740,0.532000
650,1594,0.532004
2852,3796,0.532010
2357,3251,0.532011
1113,2007,0.532016
2686,3580,0.532017
1591,2485,0.532019
4042,4936,0.532023
2496,3390,0.532027
892,1786,0.532035
187,4292,0.532072
2314,3208,0.532075
2839,3733,0.532084
735,4840,0.532086
826,4931,0.532088
3386,4280,0.532097
569,1463,0.532103
2183,3077,0.532105
355,1299,0.532119
489,1383,0.532125
862,1756,0.532147
1089,1983,0.532155
2483,3377,0.532163
852,4957,0.532171
113,1007,0.532184
1328,2222,0.532211
3574,4468,0.532212
3629,4523,0.532221
1014,1908,0.532222
112,4217,0.532249
890,1784,0.532260
2885,3779,0.532298
29,4134,0.532300
813,4918,0.532301
3160,4054,0.532316
2123,3017,0.532324
87,4192,0.532332
2919,3813,0.532336
1581,2475,0.532349
1385,2279,0.532368
2231,3125,0.532370
3525,4419,0.532376
258,4363,0.532378
2421,3315,0.532394
687,4792,0.532395
50,994,0.532397
2897,3791,0.532402
3852,4796,0.532404
2458,3352,0.532405
2486,3380,0.532410
384,1278,0.532413
525,1419,0.532415
1237,2131,0.532416
1409,2303,0.532417
2396,3290,0.532421
3585,4479,0.532424
2172,3066,0.532430
3528,4422,0.532449
1617,2511,0.532458
3975,4869,0.532460
2628,3522,0.532468
520,4625,0.532474
2801,3745,0.532474
1828,2722,0.532487
3674,4568,0.532490
2387,3281,0.532490
2872,3766,0.532492
3610,4504,0.532495
1857,2751,0.532501
425,4530,0.532502
3495,4389,0.532506
2090,2984,0.532511
1722,2616,0.532522
3530,4424,0.532527
576,4681,0.532529
901,1845,0.532536
2437,3331,0.532543
289,4394,0.532544
426,1320,0.532548
1320,2214,0.532565
1443,2337,0.532574
3997,4891,0.532580
549,1443,0.532589
3253,4197,0.532605
625,1519,0.532617
2490,3384,0.532624
3032,3926,0.532624
3728,4622,0.532636
3009,3903,0.532637
4093,4987,0.532642
2992,3886,0.532650
61,955,0.532661
2763,3657,0.532669
938,1832,0.532679
1589,2483,0.532681
3677,4571,0.532694
3455,4399,0.532699
2943,3837,0.532701
83,977,0.532704
3955,4899,0.532715
592,1486,0.532717
1090,1984,0.532725
2775,3669,0.532737
1943,2837,0.532737
683,4788,0.532757
3909,4803,0.532761
3239,4133,0.532764
2465,3359,0.532769
190,4295,0.532773
2941,3835,0.532776
523,4628,0.532777
2311,3205,0.532781
2089,2983,0.532793
961,1855,0.532799
515,1409,0.532800
1203,2147,0.532803
457,1351,0.532811
531,4636,0.532815
116,1010,0.532838
7,4112,0.532847
3682,4576,0.532851
547,1441,0.532862
636,4741,0.532871
1478,2372,0.532878
3611,4505,0.532879
1439,2333,0.532879
3828,4722,0.532885
2222,3116,0.532886
3980,4874,0.532888
1897,2791,0.532890
516,4621,0.532897
696,1590,0.532901
993,1887,0.532905
1894,2788,0.532908
3653,4597,0.532921
446,4501,0.532923
3708,4602,0.532945
1871,2765,0.532948
1498,2392,0.532951
3775,4669,0.532952
1878,2772,0.532966
2466,3360,0.532966
1146,2040,0.532967
23,917,0.532972
3862,4756,0.532975
1034,1928,0.532982
119,1013,0.532984
3796,4690,0.533000
2624,3518,0.533006
4067,4961,0.533006
2560,3454,0.533026
273,1167,0.533037
3773,4667,0.533042
1099,1993,0.533057
541,4646,0.533063
1152,2096,0.533064
183,4288,0.533086
1896,2790,0.533089
1734,2628,0.533090
233,4338,0.533100
3149,4043,0.533104
1433,2327,0.533105
93,987,0.533108
2785,3679,0.533109
3309,4203,0.533114
4085,4979,0.533118
153,1097,0.533146
78,4183,0.533165
2032,2926,0.533167
2808,3702,0.533174
2521,3415,0.533186
1772,2666,0.533196
2297,3191,0.533201
4018,4912,0.533211
745,4800,0.533214
3082,3976,0.533228
2739,3633,0.533235
205,1149,0.533244
964,1858,0.533248
723,1617,0.533248
885,1779,0.533254
725,1619,0.533261
2837,3731,0.533287
3918,4812,0.533292
1403,2347,0.533298
1005,1949,0.533302
3838,4732,0.533302
