sat_i,sat_j,min_dist_km
962,1856,0.624495
1095,1989,0.624525
204,4309,0.624543
2162,3056,0.624595
1299,2193,0.624638
2239,3133,0.624768
3686,4580,0.624821
32,926,0.624948
3103,4047,0.625004
2851,3795,0.625122
262,1156,0.625395
2647,3541,0.625426
1593,2487,0.625467
555,1499,0.625567
916,1810,0.625611
4000,4944,0.625693
763,1657,0.625735
125,4230,0.625905
2038,2932,0.625913
540,1434,0.626012
720,4825,0.626064
1754,2698,0.626084
1587,2481,0.626126
952,1896,0.626448
527,4632,0.626472
2692,3586,0.626521
96,990,0.626565
524,4629,0.626588
2843,3737,0.626588
3760,4654,0.626610
3486,4380,0.627197
2981,3875,0.627299
798,1692,0.627371
4088,4982,0.627458
3105,4049,0.627678
851,1795,0.627896
2391,3285,0.627947
3641,4535,0.628007
3999,4893,0.628083
1103,2047,0.628153
245,1139,0.628179
571,1465,0.628272
3458,4352,0.628349
573,1467,0.628376
213,4318,0.628482
3924,4818,0.628682
389,4494,0.629092
158,4263,0.629153
3707,4601,0.629258
1057,1951,0.629394
47,4102,0.629458
1664,2558,0.629551
2000,2944,0.629557
2993,3887,0.629731
714,4819,0.629746
3054,3998,0.629828
3723,4617,0.629838
3936,4830,0.629915
867,4972,0.629991
3145,4039,0.630002
2960,3854,0.630056
762,4867,0.630061
148,4203,0.630085
774,4879,0.630110
19,913,0.630133
1974,2868,0.630153
1516,2410,0.630187
823,1717,0.630316
648,4703,0.630454
1766,2660,0.630532
2709,3603,0.630758
348,1242,0.630799
4098,4992,0.630807
1622,2516,0.630823
3652,4596,0.630995
1296,2190,0.631209
540,4645,0.631243
811,1705,0.631437
1261,2155,0.631472
589,1483,0.631501
3295,4189,0.631567
174,1068,0.631740
1532,2426,0.631771
1908,2802,0.631818
795,4850,0.631896
2459,3353,0.632020
341,1235,0.632046
2475,3369,0.632050
200,1144,0.632169
3310,4204,0.632174
4096,4990,0.632291
3418,4312,0.632341
3599,4493,0.632442
151,4256,0.632464
1548,2442,0.632645
3313,4207,0.632769
160,1054,0.632937
2370,3264,0.633086
1151,2095,0.633141
1427,2321,0.633413
3334,4228,0.633537
484,1378,0.633751
3402,4346,0.633876
2737,3631,0.633880
555,4660,0.633979
42,936,0.633983
435,4540,0.634100
697,1591,0.634342
942,1836,0.634353
4029,4923,0.634453
1697,2591,0.634455
3597,4491,0.634460
2754,3698,0.634489
1609,2503,0.634586
3450,4394,0.634790
2604,3548,0.634831
837,4942,0.634989
1661,2555,0.635213
718,1612,0.635607
644,1538,0.635609
1428,2322,0.635732
290,4395,0.635754
1050,1994,0.635791
3640,4534,0.635844
4075,4969,0.635900
669,4774,0.636011
2004,2948,0.636134
3831,4725,0.636426
2064,2958,0.636427
2888,3782,0.636853
985,1879,0.637204
1945,2839,0.637291
3493,4387,0.637517
2516,3410,0.637535
1221,2115,0.637607
339,1233,0.637655
1117,2011,0.637689
111,4216,0.637814
303,1247,0.637815
1621,2515,0.637889
1311,2205,0.637974
1226,2120,0.638037
1131,2025,0.638052
1640,2534,0.638272
850,4955,0.638533
3917,4811,0.638631
965,1859,0.638689
3786,4680,0.638919
3086,3980,0.638996
2870,3764,0.639031
3839,4733,0.639106
172,4277,0.639228
749,4804,0.639249
2031,2925,0.639461
1711,2605,0.639503
1282,2176,0.639579
40,934,0.639764
2894,3788,0.639810
2491,3385,0.639895
809,1703,0.640290
3633,4527,0.640341
1928,2822,0.640472
2107,3001,0.640625
3021,3915,0.641041
290,1184,0.641098
2515,3409,0.641208
1662,2556,0.641413
2225,3119,0.641526
1483,2377,0.641693
3635,4529,0.641700
2827,3721,0.641785
3132,4026,0.641794
576,1470,0.641863
2154,3098,0.642023
886,1780,0.642055
1579,2473,0.642107
2583,3477,0.642244
2041,2935,0.642455
3260,4154,0.642631
3273,4167,0.642783
3168,4062,0.643496
2143,3037,0.643619
595,4650,0.643729
2060,2954,0.643748
2871,3765,0.643784
3590,4484,0.644277
1243,2137,0.644451
712,4817,0.644553
254,4359,0.644581
292,4397,0.644815
2536,3430,0.644999
221,1115,0.645017
2086,2980,0.645216
2697,3591,0.645240
1035,1929,0.645285
6,4111,0.645489
22,916,0.645733
1704,2648,0.645865
3717,4611,0.646001
2426,3320,0.646252
3526,4420,0.646256
761,1655,0.646501
893,4998,0.646674
3814,4708,0.647142
2733,3627,0.647261
3434,4328,0.647312
983,1877,0.647414
55,999,0.647504
2189,3083,0.647813
2330,3224,0.647842
721,1615,0.648117
437,4542,0.648271
1150,2094,0.648321
2698,3592,0.648429
485,1379,0.648799
196,4251,0.648863
2917,3811,0.649066
2780,3674,0.649132
2017,2911,0.649190
1829,2723,0.649273
1048,1942,0.649544
3501,4445,0.649676
3965,4859,0.649687
3882,4776,0.649888
3003,3947,0.649914
3308,4202,0.650173
3774,4668,0.650222
364,4469,0.650307
2552,3496,0.650309
652,4757,0.650546
3369,4263,0.650603
1164,2058,0.650900
2365,3259,0.651476
3416,4310,0.651504
299,4354,0.651592
1991,2885,0.651606
3861,4755,0.651631
253,1197,0.652258
207,1101,0.652292
1811,2705,0.652339
1422,2316,0.652773
4078,4972,0.652943
1387,2281,0.652990
3680,4574,0.653217
2111,3005,0.653566
2934,3828,0.653692
3459,4353,0.653742
888,4993,0.653819
1246,2140,0.653953
701,1645,0.653994
479,1373,0.654064
208,1102,0.654188
338,4443,0.654365
413,1307,0.654394
1514,2408,0.654869
272,4377,0.654888
207,4312,0.655021
679,1573,0.655137
1926,2820,0.655235
133,4238,0.655266
430,4535,0.655349
3007,3901,0.655657
2317,3211,0.655719
3877,4771,0.655801
3907,4801,0.655881
3996,4890,0.656183
278,1172,0.656225
2543,3437,0.656315
368,1262,0.656519
802,4907,0.656579
3592,4486,0.656626
2772,3666,0.656637
2564,3458,0.656746
188,1082,0.656792
1061,1955,0.657478
1694,2588,0.657486
473,4578,0.657672
1901,2845,0.657878
2649,3543,0.657897
715,4820,0.657934
2974,3868,0.658030
1519,2413,0.658069
3404,4348,0.658132
444,1338,0.658225
2654,3598,0.658362
2774,3668,0.658501
1356,2250,0.658518
2473,3367,0.658580
704,1648,0.658725
1927,2821,0.658850
1656,2550,0.659160
198,4253,0.659207
949,1843,0.659315
4005,4949,0.659495
256,1150,0.659505
3676,4570,0.659847
764,1658,0.660091
2204,3148,0.660139
3135,4029,0.660315
713,1607,0.660417
2690,3584,0.660424
2637,3531,0.661024
1752,2696,0.661273
3147,4041,0.661504
3770,4664,0.661530
664,4769,0.661666
2500,3444,0.662110
1707,2601,0.662271
436,4541,0.662417
834,4939,0.662550
2605,3549,0.662555
321,1215,0.662617
2349,3243,0.662676
3826,4720,0.662908
3647,4541,0.662956
2869,3763,0.663219
2043,2937,0.663222
395,4450,0.663547
1249,2143,0.664054
2883,3777,0.664142
3715,4609,0.664143
485,4590,0.664189
428,4533,0.664356
2650,3594,0.664475
2918,3812,0.664491
3580,4474,0.664605
3964,4858,0.664818
486,1380,0.664900
514,4619,0.665211
1940,2834,0.665368
534,1428,0.665414
1530,2424,0.665804
3479,4373,0.665846
241,4346,0.666049
997,1891,0.666587
1477,2371,0.666632
3643,4537,0.666703
3545,4439,0.666805
3292,4186,0.666867
677,4782,0.666901
4,948,0.667798
672,4777,0.667837
2420,3314,0.667841
2192,3086,0.667846
418,4523,0.668231
283,1177,0.668344
3507,4401,0.668953
481,4586,0.668955
4060,4954,0.669001
883,1777,0.669013
3363,4257,0.669043
3860,4754,0.669146
1098,1992,0.669201
1374,2268,0.669320
1074,1968,0.669541
1837,2731,0.669666
3117,4011,0.670195
2522,3416,0.670232
201,4306,0.670237
1705,2649,0.670263
868,1762,0.670314
1264,2158,0.670492
1143,2037,0.670559
563,1457,0.670660
347,4402,0.670741
130,4235,0.671091
530,1424,0.671231
3812,4706,0.671359
2174,3068,0.671381
250,1194,0.671422
1831,2725,0.671455
2558,3452,0.671676
553,4658,0.671783
467,1361,0.671901
4090,4984,0.671901
2461,3355,0.671967
1231,2125,0.672559
3062,3956,0.672789
587,1481,0.673173
1978,2872,0.673288
1473,2367,0.673531
518,4623,0.673721
288,1182,0.673728
3411,4305,0.673799
522,1416,0.674378
239,4344,0.674889
2462,3356,0.675029
387,1281,0.675122
179,1073,0.675346
319,4424,0.675510
1826,2720,0.675567
1410,2304,0.675614
2939,3833,0.675656
2416,3310,0.675855
229,4334,0.675903
3950,4894,0.676007
3351,4295,0.676041
1506,2400,0.676192
3598,4492,0.676553
139,4244,0.676600
159,4264,0.676643
958,1852,0.676923
2408,3302,0.677184
819,4924,0.677483
1975,2869,0.677804
34,928,0.677819
3359,4253,0.678203
1465,2359,0.678318
2207,3101,0.678508
612,4717,0.678698
1168,2062,0.679149
2353,3297,0.679371
602,1546,0.679553
1122,2016,0.679631
650,4755,0.679648
984,1878,0.679846
118,1012,0.680221
3481,4375,0.680281
247,4302,0.680575
538,4643,0.680684
182,1076,0.680745
3022,3916,0.681160
630,4735,0.681360
1892,2786,0.681368
1747,2641,0.681696
2964,3858,0.681703
2499,3393,0.681805
2769,3663,0.682209
1429,2323,0.682271
608,4713,0.682385
296,1190,0.682972
3346,4240,0.683170
431,1325,0.683405
2745,3639,0.683528
2457,3351,0.683780
977,1871,0.683804
2065,2959,0.683945
383,4488,0.684013
937,1831,0.684607
3981,4875,0.684781
655,4760,0.684819
888,1782,0.684838
2538,3432,0.685089
1239,2133,0.685393
477,1371,0.685553
1518,2412,0.686291
2119,3013,0.686530
3150,4094,0.686658
184,4289,0.687013
1595,2489,0.687447
3442,4336,0.687499
1330,2224,0.687807
2182,3076,0.687838
317,4422,0.687886
749,1643,0.688081
1550,2494,0.688250
3008,3902,0.688286
3650,4594,0.688333
396,1290,0.688470
1557,2451,0.688509
247,1141,0.688520
3834,4728,0.688616
3712,4606,0.688935
1920,2814,0.689855
748,4803,0.690288
3125,4019,0.690308
233,1127,0.690899
131,1025,0.691004
894,1788,0.691331
3197,4091,0.691382
1032,1926,0.691545
3038,3932,0.692206
3951,4895,0.692654
3405,4349,0.692685
3353,4297,0.692786
4068,4962,0.692803
2986,3880,0.692903
280,4385,0.693272
762,1656,0.693379
2273,3167,0.693967
1176,2070,0.694827
38,4143,0.694936
1615,2509,0.694960
3251,4195,0.695261
567,1461,0.695285
12,906,0.695321
550,4655,0.695743
2863,3757,0.695968
2707,3601,0.696115
3391,4285,0.696554
2308,3202,0.696607
1692,2586,0.696650
15,909,0.696868
726,1620,0.696918
839,4944,0.697048
2468,3362,0.697289
838,4943,0.697376
150,1094,0.697663
955,1899,0.697865
382,4487,0.697946
105,1049,0.697958
1365,2259,0.697968
69,4174,0.698763
329,1223,0.699123
422,1316,0.699345
366,1260,0.699473
2095,2989,0.699754
3216,4110,0.700214
2372,3266,0.700324
3321,4215,0.700375
1948,2842,0.700433
3465,4359,0.700555
373,4478,0.700738
575,1469,0.701075
234,4339,0.701329
432,1326,0.701881
41,935,0.701914
3806,4700,0.702141
3535,4429,0.702147
649,1543,0.702629
2891,3785,0.703026
1996,2890,0.703157
87,981,0.703338
2921,3815,0.703399
2592,3486,0.703572
1764,2658,0.704028
754,1698,0.704053
657,1551,0.704251
1309,2203,0.704408
2835,3729,0.704572
1649,2543,0.705014
1272,2166,0.705051
2635,3529,0.705350
89,983,0.705691
225,1119,0.706380
656,1550,0.706472
1339,2233,0.706873
3688,4582,0.706931
1102,2046,0.707423
1420,2314,0.707764
1125,2019,0.707808
607,4712,0.707946
694,4799,0.708372
2021,2915,0.709163
661,1555,0.709240
3792,4686,0.709283
2252,3196,0.709374
3769,4663,0.709436
1592,2486,0.709589
2826,3720,0.710943
293,4398,0.710983
2215,3109,0.711054
1030,1924,0.711857
821,1715,0.712068
3231,4125,0.712076
797,1691,0.712395
1883,2777,0.712466
3817,4711,0.712540
3544,4438,0.712918
82,4187,0.713482
940,1834,0.714006
845,4900,0.714028
3578,4472,0.714175
3245,4139,0.714370
743,1637,0.714659
3400,4344,0.714722
2079,2973,0.715175
159,1053,0.715209
891,4996,0.715563
526,4631,0.716293
614,1508,0.716520
2535,3429,0.716622
3158,4052,0.717132
4003,4947,0.717136
4071,4965,0.717639
713,4818,0.717656
1880,2774,0.717711
1510,2404,0.717810
2448,3342,0.718096
3060,3954,0.718727
3315,4209,0.719006
83,4188,0.719396
672,1566,0.719407
887,1781,0.719671
1190,2084,0.719830
40,4145,0.720221
772,4877,0.720233
2117,3011,0.720334
1375,2269,0.720355
1973,2867,0.720488
1686,2580,0.720999
2410,3304,0.721114
1525,2419,0.721939
1174,2068,0.721958
607,1501,0.722631
110,4215,0.723109
416,4521,0.723120
46,4101,0.723283
231,1125,0.723599
3478,4372,0.723724
132,1026,0.724449
3929,4823,0.724553
56,4161,0.724687
35,4140,0.724864
4097,4991,0.724961
182,4287,0.725258
2378,3272,0.725261
2288,3182,0.725713
2282,3176,0.725896
558,4663,0.726016
101,4206,0.726336
3344,4238,0.726933
1600,2544,0.727031
2629,3523,0.727391
705,4810,0.727396
2551,3495,0.728295
3934,4828,0.728517
2351,3295,0.728626
3778,4672,0.728813
1669,2563,0.728880
2916,3810,0.729227
3720,4614,0.729253
95,989,0.729506
1075,1969,0.729528
342,1236,0.729874
1408,2302,0.730336
316,4421,0.730891
2363,3257,0.730894
3272,4166,0.731121
465,1359,0.732064
1003,1947,0.732199
2777,3671,0.732493
303,4408,0.732801
3572,4466,0.733832
2018,2912,0.734634
176,4281,0.735078
3152,4096,0.735112
3864,4758,0.735354
1740,2634,0.735378
1834,2728,0.735735
1038,1932,0.735799
2068,2962,0.736277
3396,4290,0.736638
3244,4138,0.736883
2991,3885,0.736920
3957,4851,0.737664
3859,4753,0.738069
1078,1972,0.738084
365,1259,0.738123
153,4258,0.738268
2849,3743,0.738718
891,1785,0.738978
3128,4022,0.739171
2329,3223,0.739242
2318,3212,0.739390
1345,2239,0.739657
2961,3855,0.739764
410,4515,0.740320
1455,2399,0.740454
2453,3397,0.741208
1604,2548,0.741591
2874,3768,0.741709
1981,2875,0.742163
842,4947,0.742223
1830,2724,0.742806
3875,4769,0.742982
1608,2502,0.744054
623,4728,0.744904
3904,4848,0.744917
1308,2202,0.745415
2048,2942,0.745437
3954,4898,0.745469
3225,4119,0.745489
565,4670,0.745964
3218,4112,0.746336
459,1353,0.746853
747,4802,0.747008
288,4393,0.747438
1386,2280,0.747469
582,1476,0.747637
2924,3818,0.748595
3011,3905,0.748715
3104,4048,0.748898
1285,2179,0.749309
792,4897,0.750092
2209,3103,0.750344
2593,3487,0.750642
1467,2361,0.750857
1435,2329,0.751190
1136,2030,0.751391
3867,4761,0.751637
2251,3195,0.752765
2823,3717,0.752822
2133,3027,0.752885
1402,2346,0.753430
352,1296,0.753892
616,4721,0.753989
1055,1999,0.754065
84,978,0.754511
3306,4200,0.754856
841,1735,0.755289
443,1337,0.755799
796,1690,0.756042
3263,4157,0.756402
767,4872,0.757921
202,1146,0.758063
3261,4155,0.758940
2683,3577,0.759153
2395,3289,0.760049
665,1559,0.760173
1784,2678,0.760506
2185,3079,0.761399
3014,3908,0.762154
1027,1921,0.762297
2612,3506,0.762537
60,954,0.762609
112,1006,0.762802
512,1406,0.763559
394,4499,0.764231
3338,4232,0.765082
1739,2633,0.765164
702,4807,0.765207
3446,4340,0.765394
63,4168,0.765606
2727,3621,0.765743
1266,2160,0.765900
2773,3667,0.766703
54,4159,0.767919
135,1029,0.768302
2275,3169,0.768657
2228,3122,0.769246
2932,3826,0.769258
1856,2750,0.769493
1970,2864,0.770142
3670,4564,0.770998
3785,4679,0.771350
1931,2825,0.772165
3506,4400,0.772762
2161,3055,0.773645
2403,3347,0.773956
533,4638,0.774281
2682,3576,0.774372
3536,4430,0.775005
2597,3491,0.775519
508,4613,0.776271
3727,4621,0.776680
2913,3807,0.778045
492,1386,0.778059
1195,2089,0.778349
149,4204,0.778964
194,4299,0.779571
2563,3457,0.781388
557,1451,0.781561
337,1231,0.781703
323,1217,0.781761
524,1418,0.781856
3626,4520,0.783648
3625,4519,0.783662
1242,2136,0.784269
3856,4750,0.786002
1500,2444,0.786866
463,4568,0.787347
2071,2965,0.787421
3076,3970,0.787462
2320,3214,0.787704
3171,4065,0.789644
3766,4660,0.789669
1620,2514,0.790109
284,4389,0.790295
3716,4610,0.791290
1332,2226,0.791593
2493,3387,0.792187
816,1710,0.792788
103,1047,0.793120
744,4849,0.794011
11,4116,0.794233
751,1695,0.796093
1989,2883,0.796391
3436,4330,0.797521
3555,4499,0.797672
274,4379,0.797911
2842,3736,0.798654
677,1571,0.798921
2138,3032,0.799086
1218,2112,0.799129
198,1092,0.799426
86,4191,0.799674
374,4479,0.800048
913,1807,0.801458
3695,4589,0.801781
793,1687,0.802070
988,1882,0.803765
243,1137,0.804968
443,4548,0.805778
299,1193,0.807726
628,4733,0.807823
2784,3678,0.808528
464,4569,0.808793
1736,2630,0.810176
9,4114,0.810468
3540,4434,0.810825
1460,2354,0.813011
1128,2022,0.813396
475,4580,0.813971
389,1283,0.815097
333,1227,0.815842
554,4659,0.816502
3790,4684,0.816812
1280,2174,0.817318
2679,3573,0.818328
1096,1990,0.818974
1377,2271,0.820104
3081,3975,0.820238
1141,2035,0.820291
2608,3502,0.822097
3551,4495,0.822323
439,4544,0.822563
193,1087,0.822747
488,1382,0.822819
1431,2325,0.823088
4019,4913,0.823366
2374,3268,0.823373
3317,4211,0.823671
155,4260,0.823985
1046,1940,0.824300
204,1148,0.824312
1197,2091,0.824655
2140,3034,0.825012
275,1169,0.825285
3083,3977,0.825384
423,1317,0.825707
4026,4920,0.825770
2847,3741,0.825887
864,4969,0.826171
3622,4516,0.826523
1899,2793,0.826734
3173,4067,0.826936
1744,2638,0.827966
604,4709,0.828015
1759,2653,0.828961
2702,3646,0.830052
1186,2080,0.830980
58,952,0.831682
200,4305,0.831724
3248,4142,0.832072
513,1407,0.834529
460,4565,0.834760
1854,2798,0.835045
45,939,0.836382
340,4445,0.839122
185,1079,0.840013
1841,2735,0.841381
2084,2978,0.841526
4024,4918,0.841772
1276,2170,0.841975
603,1547,0.842282
509,1403,0.843035
911,1805,0.844284
2039,2933,0.845416
3637,4531,0.847077
378,4483,0.847332
144,4249,0.851208
1452,2396,0.851349
1366,2260,0.851925
226,4331,0.852053
53,997,0.852911
1001,1945,0.853256
434,1328,0.853479
517,1411,0.853568
862,4967,0.853604
2223,3117,0.854112
906,1800,0.855514
3362,4256,0.856220
2129,3023,0.857551
2445,3339,0.859698
857,4962,0.860428
2230,3124,0.860596
2687,3581,0.860713
1456,2350,0.860799
3027,3921,0.863103
3452,4396,0.863626
2255,3199,0.865384
136,4241,0.867218
653,1597,0.867660
3388,4282,0.868081
1596,2490,0.868575
2219,3113,0.868639
4051,4995,0.869904
2982,3876,0.872393
2509,3403,0.874959
898,1792,0.875129
1994,2888,0.875162
1566,2460,0.876503
623,1517,0.878034
2419,3313,0.878281
2309,3203,0.878648
574,4679,0.879551
2539,3433,0.880111
3256,4150,0.880303
3736,4630,0.881055
2694,3588,0.881066
4,4109,0.882157
2793,3687,0.882545
1800,2744,0.884021
3072,3966,0.884627
427,1321,0.884889
3970,4864,0.884995
857,1751,0.885483
808,4913,0.886932
1476,2370,0.887504
2449,3343,0.887555
3482,4376,0.887705
385,4490,0.887724
3166,4060,0.891935
3630,4524,0.894235
3298,4192,0.894958
1287,2181,0.895109
320,4425,0.895319
468,4573,0.895425
3162,4056,0.895783
533,1427,0.896794
2937,3831,0.897374
1312,2206,0.899511
3925,4819,0.899853
369,1263,0.902953
3108,4002,0.904233
3252,4196,0.905832
484,4589,0.906150
1646,2540,0.908429
849,4904,0.909675
2313,3207,0.909975
4015,4909,0.912162
3392,4286,0.914751
3646,4540,0.915571
1701,2645,0.915842
3880,4774,0.919867
3547,4441,0.922742
2305,3249,0.923187
0,4105,0.923363
1370,2264,0.923364
2653,3597,0.925056
763,4868,0.927751
344,1238,0.930382
140,4245,0.933432
1710,2604,0.934603
2165,3059,0.939284
853,4958,0.940113
230,4335,0.942347
718,4823,0.942621
767,1661,0.944212
3961,4855,0.944934
2589,3483,0.950176
758,1652,0.951322
99,993,0.951340
1362,2256,0.951864
812,1706,0.956048
2554,3498,0.958453
189,1083,0.961412
3532,4426,0.964117
295,4350,0.966334
902,1846,0.968442
279,1173,0.970308
370,4475,0.971729
1222,2116,0.974981
419,1313,0.979382
1042,1936,0.979678
3018,3912,0.980832
1755,2699,0.984707
709,4814,0.987431
1132,2026,0.989736
1611,2505,0.994783
1895,2789,0.997115
3407,4301,1.002896
1985,2879,1.008344
2748,3642,1.013695
2075,2969,1.017303
3871,4765,1.024106
2838,3732,1.026101
668,1562,1.031671
2928,3822,1.037308
2464,3358,1.040004
3691,4585,1.042983
3781,4675,1.055373
529,4634,1.061496
578,1472,1.061929
1521,2415,1.062377
619,4724,1.069060
2751,4438,4.273111
558,3920,4.273112
382,3744,4.273119
3153,4840,4.273119
1501,4863,4.273123
2210,3897,4.273125
251,3613,4.273128
2670,4307,4.273141
2977,4614,4.273144
251,1938,4.273147
1244,4556,4.273147
784,4146,4.273151
1808,3495,4.273154
995,4307,4.273158
1244,2881,4.273160
1267,2904,4.273168
1229,2866,4.273175
1325,4687,4.273178
807,2494,4.273179
286,1923,4.273183
2172,3809,4.273184
1727,3364,4.273185
2,3364,4.273194
500,2187,4.273197
2187,3824,4.273198
980,4342,4.273210
3115,4752,4.273212
2675,4312,4.273219
2034,3671,4.273220
256,3618,4.273221
90,1727,4.273222
1732,3369,4.273228
1249,4561,4.273235
865,2502,4.273246
324,1961,4.273248
789,2426,4.273249
2421,4058,4.273254
37,3399,4.273255
746,4058,4.273258
784,2421,4.273259
505,2192,4.273261
3130,4767,4.273262
1493,3130,4.273279
1750,3437,4.273280
1483,4845,4.273281
631,2268,4.273288
108,1795,4.273295
1051,2738,4.273295
1498,3135,4.273299
802,4164,4.273300
2044,3681,4.273301
3221,4858,4.273310
2987,4624,4.273311
2406,4093,4.273317
2,1689,4.273323
540,3852,4.273324
2278,3915,4.273325
568,3930,4.273328
1033,2670,4.273330
1478,3115,4.273338
1091,2728,4.273340
1335,2972,4.273344
1511,4873,4.273349
2441,4078,4.273350
711,4073,4.273350
1478,4840,4.273364
1018,4380,4.273365
392,2029,4.273369
817,2454,4.273377
2909,4596,4.273379
1559,4921,4.273389
2436,4073,4.273392
1463,3100,4.273397
1086,4448,4.273398
995,2632,4.273407
1760,3447,4.273410
22,3384,4.273412
2743,4380,4.273426
143,3455,4.273432
1966,3603,4.273444
535,2172,4.273445
2703,4390,4.273449
1574,3211,4.273449
17,1654,4.273465
2512,4199,4.273470
1976,3613,4.273477
965,4327,4.273488
520,2157,4.273493
334,3696,4.273494
535,3897,4.273499
148,1785,4.273502
1938,3575,4.273510
1569,3206,4.273513
75,3437,4.273519
1023,2660,4.273520
17,3379,4.273538
1277,4639,4.273545
626,2263,4.273559
271,1908,4.273576
1229,4591,4.273577
616,3978,4.273581
583,2220,4.273602
960,2647,4.273605
80,1717,4.273606
1214,4576,4.273607
1320,4682,4.273610
324,3686,4.273617
2881,4518,4.273632
2517,4154,4.273662
2919,4556,4.273663
2904,4591,4.273663
377,3739,4.273665
1526,3163,4.273666
1214,2851,4.273676
774,4136,4.273703
842,4154,4.273708
2494,4131,4.273709
960,4322,4.273716
2796,4433,4.273724
286,3648,4.273732
2469,4106,4.273736
271,3633,4.273738
1903,3590,4.273771
462,3824,4.273774
1803,3490,4.273787
2157,3844,4.273790
619,2256,4.273791
1313,4675,4.273793
1562,3249,4.273795
370,3732,4.273800
2505,4192,4.273804
3193,4830,4.273811
2789,4426,4.273811
50,3412,4.273812
136,3498,4.273817
3035,4672,4.273823
1846,3483,4.273829
1079,4441,4.273836
853,2540,4.273852
1267,4629,4.273854
860,2547,4.273854
1961,3648,4.273858
385,2022,4.273859
1597,4909,4.273880
2690,4327,4.273886
1328,2965,4.273887
500,3862,4.273888
1043,4355,4.273895
2655,4342,4.273909
604,3966,4.273914
3100,4787,4.273917
2271,3908,4.273919
1554,4916,4.273925
266,1903,4.273927
148,3460,4.273928
2200,3887,4.273928
1405,4767,4.273935
1501,3188,4.273936
3023,4660,4.273954
3214,4851,4.273955
3211,4898,4.273957
2896,4533,4.273963
693,4005,4.273965
1636,4998,4.273968
3062,4749,4.273973
942,2579,4.273983
349,1986,4.273984
2119,3756,4.273993
845,4157,4.273996
611,3973,4.273999
2080,3717,4.274000
1885,3522,4.274009
1176,2813,4.274025
101,1788,4.274042
2828,4465,4.274047
1747,3384,4.274050
1137,2774,4.274052
1257,2944,4.274056
731,4093,4.274058
233,1870,4.274069
3030,4667,4.274076
1292,2929,4.274081
1018,2655,4.274082
1094,2731,4.274091
409,3771,4.274095
2399,4036,4.274105
194,1831,4.274110
1712,3399,4.274110
3342,4979,4.274113
2092,3729,4.274114
1406,3093,4.274115
711,2398,4.274117
927,4289,4.274126
573,2210,4.274136
923,4285,4.274140
463,2100,4.274143
2037,3674,4.274144
1493,4805,4.274153
1352,4714,4.274155
2087,3724,4.274158
1209,2896,4.274170
888,4200,4.274174
477,3839,4.274181
229,1866,4.274184
2235,3872,4.274184
1157,4519,4.274189
314,1951,4.274193
3346,4983,4.274195
558,2245,4.274198
2980,4617,4.274202
37,1674,4.274211
658,2345,4.274225
754,2441,4.274230
225,1862,4.274231
919,4281,4.274235
1144,2781,4.274242
3257,4944,4.274245
1172,2809,4.274245
1091,4403,4.274246
2268,3905,4.274247
1168,2805,4.274253
214,3576,4.274255
3338,4975,4.274263
561,3923,4.274263
2353,4040,4.274276
3178,4815,4.274295
2111,3798,4.274298
1601,3288,4.274306
2395,4032,4.274316
1654,3341,4.274318
2314,3951,4.274322
2115,3752,4.274324
1504,4866,4.274328
151,1838,4.274330
769,2406,4.274334
75,1712,4.274336
2633,4270,4.274339
1008,4370,4.274340
2816,4453,4.274346
447,3759,4.274353
3054,4741,4.274368
1873,3510,4.274370
1410,3097,4.274370
980,2617,4.274379
1390,4702,4.274391
1402,3089,4.274394
810,2497,4.274397
2594,4231,4.274397
1371,3008,4.274406
759,4121,4.274412
3058,4745,4.274421
895,4207,4.274421
930,2567,4.274425
1498,4810,4.274427
1420,4782,4.274427
1690,3327,4.274442
2152,3839,4.274447
174,1811,4.274453
1149,2786,4.274453
799,2436,4.274457
696,2333,4.274459
685,4047,4.274461
1516,3153,4.274465
1117,2754,4.274467
1753,3440,4.274469
868,4230,4.274476
467,2104,4.274477
1252,4614,4.274496
428,2065,4.274496
65,3427,4.274497
459,2146,4.274498
175,3537,4.274499
1624,4986,4.274512
3264,4901,4.274515
2060,3747,4.274518
689,4001,4.274534
65,1702,4.274537
3287,4924,4.274538
2647,4284,4.274540
2746,4383,4.274545
1301,2988,4.274547
2294,3931,4.274547
358,2045,4.274547
3237,4874,4.274548
1052,4414,4.274549
818,4180,4.274549
109,3471,4.274551
124,1761,4.274551
2528,4165,4.274553
1067,2704,4.274554
361,2048,4.274555
1585,3222,4.274556
2010,3697,4.274557
1639,3276,4.274559
1923,3560,4.274560
642,2279,4.274560
2953,4640,4.274562
747,2384,4.274565
1336,4698,4.274565
584,3946,4.274566
393,3705,4.274570
1304,2991,4.274571
1527,4889,4.274572
2762,4449,4.274576
833,2470,4.274578
1628,4990,4.274579
1325,2962,4.274580
1463,4825,4.274580
1819,3456,4.274583
1055,4417,4.274584
1776,3413,4.274585
876,2513,4.274590
2719,4356,4.274593
1122,4484,4.274593
1161,4523,4.274597
1570,4932,4.274598
300,3662,4.274601
3003,4690,4.274606
627,3989,4.274607
1293,4605,4.274611
1118,4480,4.274611
2321,3958,4.274612
397,2034,4.274616
3046,4683,4.274617
769,4131,4.274618
599,2236,4.274621
327,3689,4.274624
1153,4515,4.274627
2053,3740,4.274627
2297,3934,4.274631
1542,3179,4.274631
681,4043,4.274632
