cam_sat,cam_tca,cam_dv_ms,num_degraded_crossings,num_unique_neighbors,worst_dist_km,worst_degradation_km,mean_degradation_km
299,1602290.22,0.0516,1,1,11.403515,0.117641,0.117641
303,2418326.40,0.0309,1,1,15.083333,0.055331,0.055331
312,861110.25,0.0667,2,2,15.115517,0.180831,0.104857
314,1990119.05,0.0643,1,1,10.095906,0.274274,0.274274
317,537915.11,0.0961,1,1,0.479079,0.316463,0.316463
319,1425354.31,0.1877,1,1,10.341150,0.015527,0.015527
328,2208364.95,0.0536,1,1,11.389091,0.133021,0.133021
334,1119124.49,0.0505,1,1,9.861562,0.503261,0.503261
337,1619804.60,0.0721,1,1,14.662257,0.480344,0.480344
345,1272053.79,0.0848,1,1,18.133067,0.112349,0.112349
351,2106545.21,0.1338,1,1,10.164934,1.364722,1.364722
358,1219694.39,0.1135,1,1,18.140654,0.098456,0.098456
359,2298400.56,0.1325,1,1,10.625013,0.920680,0.920680
361,619204.81,0.0470,1,1,11.172952,0.349723,0.349723
364,542325.48,0.0406,2,2,15.054967,0.167265,0.130764
367,66960.03,0.0523,1,1,0.224865,0.569348,0.569348
367,977700.23,0.1787,1,1,9.874748,0.495540,0.495540
373,1941824.58,0.0515,1,1,11.441452,0.084548,0.084548
376,573954.35,0.1984,1,1,9.142735,1.236693,1.236693
380,1772159.47,0.2831,1,1,9.721122,1.804531,1.804531
382,298405.13,0.0245,1,1,18.154830,0.105794,0.105794
385,853355.28,0.0120,1,1,18.237263,0.015842,0.015842
399,1199754.47,0.0837,2,2,14.647588,0.757313,0.625754
413,915054.56,0.0347,1,1,11.298776,0.223580,0.223580
414,780694.39,0.1999,1,1,0.339012,0.457008,0.457008
425,180399.33,0.0537,1,1,0.479730,0.325642,0.325642
427,1955345.56,0.0861,1,1,9.681805,0.669483,0.669483
434,366080.35,0.0377,1,1,17.949142,0.300781,0.300781
434,923505.26,0.0763,1,1,10.274106,0.098670,0.098670
438,1621705.06,0.1105,1,1,10.741342,0.803521,0.803521
439,1674639.46,0.1803,1,1,14.005624,1.139418,1.139418
443,2580425.19,0.1104,1,1,10.052797,1.467828,1.467828
446,735725.41,0.1951,1,1,15.030554,0.114050,0.114050
449,1368960.15,0.1019,1,1,10.697498,0.829260,0.829260
452,2343362.44,0.2425,1,1,17.638076,0.605401,0.605401
454,993899.65,0.0564,1,1,10.271834,0.081336,0.081336
455,321628.78,0.1653,1,1,0.772813,0.057337,0.057337
455,974159.56,0.2139,1,1,11.021878,0.503460,0.503460
461,196884.70,0.0502,1,1,11.503073,0.037953,0.037953
469,950019.36,0.0556,1,1,0.511994,0.283142,0.283142
471,1343869.41,0.1636,2,2,14.784791,0.384879,0.382195
473,2280499.43,0.1195,1,1,10.875264,0.646548,0.646548
477,2102139.74,0.1018,1,1,14.794898,0.345804,0.345804
484,1926152.55,0.0763,1,1,0.495887,0.302103,0.302103
488,1745244.78,0.1541,2,2,14.490746,1.094301,0.877622
492,707360.06,0.0511,2,2,14.961164,0.413913,0.299265
503,1043004.74,0.0528,1,1,0.509177,0.286868,0.286868
510,2018864.29,0.1324,1,1,18.174594,0.077151,0.077151
511,573560.45,0.0630,1,1,0.735980,0.061249,0.061249
512,2454891.39,0.2353,1,1,11.157018,0.403999,0.403999
514,2157559.58,0.0418,1,1,11.154527,0.370289,0.370289
518,1218230.21,0.0395,1,1,15.094551,0.059839,0.059839
523,2407959.69,0.0496,2,2,15.020812,0.294206,0.205216
523,2410020.10,0.0420,2,2,15.020812,0.294206,0.205216
526,1295510.24,0.0389,1,1,9.963921,0.396420,0.396420
526,1300804.36,0.0682,1,1,9.963921,0.396420,0.396420
530,2187705.49,0.1652,1,1,13.647073,1.491958,1.491958
537,482201.12,0.1436,1,1,13.957539,1.182450,1.182450
544,968375.10,0.1691,1,1,11.076361,0.451900,0.451900
548,900779.34,0.0286,1,1,10.206305,0.156785,0.156785
559,1482230.54,0.0536,1,1,10.341329,0.016404,0.016404
576,628100.32,0.0873,1,1,11.259133,0.263574,0.263574
576,1778124.61,0.0899,1,1,17.971646,0.266653,0.266653
576,2342609.69,0.0535,1,1,10.934858,0.587849,0.587849
578,2242239.74,0.0892,1,1,14.247496,0.914857,0.914857
586,470630.17,0.2141,1,1,9.761272,1.764851,1.764851
589,2477394.97,0.0757,1,1,0.746199,0.063368,0.063368
592,838959.48,0.1341,1,1,10.309817,0.051390,0.051390
594,1333029.77,0.0873,1,1,11.442670,0.092264,0.092264
595,2040060.94,0.2627,2,2,9.566243,0.964926,0.878949
600,1132745.29,0.0534,1,1,10.309740,0.091217,0.091217
603,1571900.60,0.2191,2,2,9.657211,1.266113,0.983644
606,878091.00,0.1116,1,1,11.317429,0.217806,0.217806
606,1346902.65,0.2527,2,2,8.310121,2.045424,1.439916
607,316250.96,0.0949,2,2,14.682593,0.684925,0.571364
616,1741165.65,0.0638,1,1,15.131601,0.014405,0.014405
620,2530384.27,0.0680,2,2,14.947827,0.488347,0.343720
621,1277854.12,0.0758,1,1,14.637051,0.499959,0.499959
625,1570580.12,0.1850,2,2,14.105617,1.722637,1.380760
628,2498265.36,0.0195,1,1,15.028103,0.117591,0.117591
629,493376.06,0.2495,1,1,7.854757,3.671043,3.671043
631,957126.41,0.1200,2,2,14.722308,1.070125,0.744826
643,435945.08,0.1217,1,1,10.295343,0.064160,0.064160
643,886624.84,0.0385,2,2,15.011325,0.194523,0.163702
644,1895619.25,0.0129,1,1,15.033477,0.105205,0.105205
646,1843479.84,0.1239,1,1,10.367306,1.154598,1.154598
648,45034.66,0.0925,1,1,11.103225,0.419483,0.419483
660,339170.29,0.1455,1,1,9.417280,0.938453,0.938453
661,577589.79,0.1441,1,1,9.676476,0.683284,0.683284
663,1915909.36,0.1077,1,1,10.890708,0.638384,0.638384
672,2349285.75,0.0301,1,1,11.317685,0.205049,0.205049
675,2268810.09,0.2007,1,1,14.758231,0.394236,0.394236
684,2141805.65,0.0458,1,1,15.064994,0.075411,0.075411
685,2273450.56,0.0755,1,1,18.174191,0.063985,0.063985
686,744855.39,0.0199,1,1,18.209724,0.054902,0.054902
686,1320410.15,0.0320,1,1,11.299315,0.224995,0.224995
688,2410019.59,0.0900,1,1,0.474984,0.320957,0.320957
694,264949.21,0.0751,1,1,14.965495,0.179686,0.179686
695,510953.93,0.0196,1,1,10.296290,0.067281,0.067281
698,1420806.94,0.2101,1,1,10.364056,1.161417,1.161417
702,96664.25,0.0940,1,1,11.057467,0.463159,0.463159
704,2346560.18,0.3388,1,1,9.929817,1.595258,1.595258
708,696650.29,0.1062,1,1,10.883209,0.658623,0.658623
708,1421139.08,0.0647,1,1,11.382038,0.159794,0.159794
709,244225.36,0.1645,1,1,9.814900,0.550200,0.550200
713,1107814.43,0.0681,1,1,18.078024,0.161577,0.161577
716,731280.02,0.0912,1,1,10.879986,0.648082,0.648082
723,1033195.06,0.0349,1,1,0.500525,0.303584,0.303584
727,740495.59,0.1539,1,1,18.208899,0.033716,0.033716
731,337590.29,0.1224,1,1,0.726924,0.070843,0.070843
732,97238.89,0.2926,2,2,14.961573,1.854264,1.015938
735,1864860.37,0.0352,1,1,14.884188,0.270312,0.270312
742,1329332.38,0.2576,2,2,14.390018,2.215150,1.481365
743,1781169.95,0.2888,1,1,8.020670,2.330333,2.330333
745,2258569.62,0.2413,1,1,10.261963,0.098340,0.098340
747,212891.08,0.0751,1,1,11.052517,0.486753,0.486753
752,1664925.30,0.0517,1,1,17.834917,0.412775,0.412775
757,1801374.69,0.0526,1,1,9.980533,0.374379,0.374379
758,2178490.41,0.0540,1,1,11.184927,0.336323,0.336323
759,1567850.55,0.0348,1,1,10.395723,0.027802,0.027802
760,814202.49,0.3084,1,1,17.615881,0.632121,0.632121
764,1157925.53,0.0380,1,1,15.044658,0.108863,0.108863
766,1626059.83,0.3627,1,1,7.608717,2.788133,2.788133
783,152074.81,0.0740,1,1,17.749274,0.501778,0.501778
783,1337114.73,0.1433,1,1,9.892825,1.632042,1.632042
790,1104165.33,0.1321,1,1,14.055097,1.082274,1.082274
791,2100715.68,0.1535,1,1,0.723225,0.079635,0.079635
801,1566570.71,0.0994,1,1,10.277887,0.089807,0.089807
803,298664.85,0.2235,1,1,10.149276,1.374169,1.374169
811,1219854.52,0.0573,1,1,11.176010,0.347321,0.347321
812,69109.72,0.0731,1,1,11.238256,0.284935,0.284935
815,2234465.27,0.1201,1,1,0.314159,0.482459,0.482459
820,1127204.41,0.1143,1,1,10.307402,0.044792,0.044792
821,2106774.60,0.2934,1,1,11.437143,0.087170,0.087170
822,434929.41,0.0352,1,1,10.235171,0.163973,0.163973
823,976540.18,0.1537,1,1,10.157294,1.367430,1.367430
824,1494364.61,0.0635,1,1,10.947476,0.576331,0.576331
827,2511439.50,0.0627,1,1,10.028384,0.335409,0.335409
830,1543634.76,0.0635,1,1,11.007787,0.513607,0.513607
832,2055484.97,0.0665,2,2,14.838119,0.304003,0.248729
835,2106609.43,0.0175,1,1,10.307606,0.057717,0.057717
836,322159.54,0.0343,1,1,0.407817,0.388782,0.388782
840,655925.27,0.1227,1,1,10.288758,1.241422,1.241422
841,97311.54,0.3235,1,1,14.305149,0.843136,0.843136
841,361119.82,0.0134,1,1,0.772743,0.024233,0.024233
841,2458740.31,0.0305,1,1,0.504408,0.292568,0.292568
842,726474.03,0.1908,1,1,14.064779,1.080093,1.080093
849,2406840.45,0.0535,1,1,18.089875,0.153201,0.153201
862,1053960.47,0.0539,1,1,0.144265,0.651678,0.651678
870,1655795.58,0.0309,1,1,15.128443,0.013203,0.013203
874,584815.57,0.0766,1,1,10.537101,0.995496,0.995496
876,1388415.30,0.0352,1,1,18.215082,0.027539,0.027539
877,57938.43,0.1097,1,1,14.123436,1.013975,1.013975
879,2100594.53,0.1492,1,1,18.206439,0.035837,0.035837
882,1717209.62,0.0893,1,1,10.721017,0.806818,0.806818
884,428853.99,0.0816,1,1,11.286554,0.235323,0.235323
890,851654.80,0.1140,1,1,18.153104,0.088944,0.088944
890,1838159.88,0.0361,2,2,14.938288,0.382840,0.314544
898,1999130.07,0.0540,1,1,11.321513,0.199598,0.199598
900,769534.42,0.2137,1,1,11.144872,0.385131,0.385131
900,1900598.91,0.0755,1,1,15.136806,0.002180,0.002180
902,1348870.09,0.0681,1,1,11.318529,0.208646,0.208646
906,1473325.02,0.0385,1,1,11.165298,0.357037,0.357037
907,526818.96,0.3231,2,2,10.044567,0.309412,0.208322
909,1422755.30,0.0517,1,1,0.460615,0.334857,0.334857
915,1298200.78,0.1435,1,1,10.174190,1.348709,1.348709
918,72946.52,0.0491,1,1,11.102461,0.421823,0.421823
925,1963143.26,0.1821,1,1,10.183553,1.337730,1.337730
929,376980.76,0.2130,1,1,10.578573,0.947907,0.947907
939,1303215.69,0.2243,2,2,10.244216,1.010545,0.559328
939,2100414.23,0.0492,1,1,11.102159,0.418887,0.418887
940,231449.39,0.0734,1,1,9.932280,1.597018,1.597018
940,237603.87,0.2431,1,1,9.932280,1.597018,1.597018
940,1151047.60,0.1406,1,1,9.122265,1.231734,1.231734
942,155614.79,0.1988,1,1,9.805766,1.721251,1.721251
944,1278954.16,0.2864,1,1,9.676492,0.707856,0.707856
948,350605.18,0.0293,1,1,18.109693,0.131038,0.131038
951,678729.90,0.0761,1,1,18.029792,0.227255,0.227255
953,1515624.75,0.0535,1,1,11.254450,0.270331,0.270331
954,265241.45,0.0243,1,1,0.636044,0.161577,0.161577
970,55160.83,0.1535,1,1,13.459865,1.684744,1.684744
972,1815870.01,0.0900,1,1,14.395898,0.748345,0.748345
973,1419666.18,0.0507,1,1,11.325014,0.201437,0.201437
974,95019.95,0.0656,1,1,10.657529,0.863534,0.863534
976,775364.87,0.3083,1,1,11.701675,3.438380,3.438380
977,261539.71,0.1800,1,1,9.521503,1.999174,1.999174
981,1197445.93,0.0267,1,1,14.918088,0.247528,0.247528
982,2268395.40,0.1057,2,2,14.619991,0.922989,0.746791
992,691465.64,0.2373,1,1,10.415757,1.110578,1.110578
992,1759124.58,0.0394,1,1,0.635643,0.161010,0.161010
1002,1905356.03,0.0470,1,1,18.224585,0.040866,0.040866
1003,2490154.86,0.0762,1,1,11.465476,0.061877,0.061877
1004,437949.62,0.1424,2,2,14.723487,0.768282,0.596371
1006,1786640.43,0.0436,1,1,0.787845,0.016327,0.016327
1008,649734.69,0.0777,1,1,0.608538,0.219660,0.219660
1008,1949924.50,0.2965,2,2,14.854415,1.794243,1.038429
1011,1621690.06,0.0234,1,1,18.222810,0.029054,0.029054
1014,1212515.06,0.0169,1,1,15.016548,0.143019,0.143019
1019,722810.94,0.2438,1,1,11.320275,0.204038,0.204038
1023,2383623.39,0.1216,1,1,10.057508,1.463244,1.463244
1025,601284.08,0.2173,1,1,10.146023,1.375511,1.375511
1030,1800664.62,0.0509,1,1,11.413146,0.140312,0.140312
1031,1127531.34,0.2385,2,2,9.467374,0.885859,0.666857
1032,139730.59,0.2513,1,1,9.482564,0.873273,0.873273
1040,2256610.79,0.0943,1,1,0.596119,0.230611,0.230611
1041,640486.15,0.0317,1,1,18.207553,0.037710,0.037710
1042,2436768.07,0.1536,1,1,10.105941,1.419259,1.419259
1046,1260074.90,0.0763,1,1,0.728217,0.067981,0.067981
1051,1990244.97,0.3313,1,1,8.956420,2.569045,2.569045
1053,1784549.08,0.1340,2,2,14.206726,1.203964,1.072720
1069,2497855.99,0.2039,2,2,10.122831,1.447511,0.840776
1071,1150899.40,0.0909,1,1,15.067536,0.081596,0.081596
1076,436279.92,0.1819,1,1,11.081119,0.442579,0.442579
1079,453124.09,0.0518,1,1,15.143566,0.004962,0.004962
1079,1066175.78,0.0678,1,1,14.625180,0.523348,0.523348
1083,1692849.65,0.1380,2,2,14.546711,1.158018,0.876747
1084,650619.62,0.0597,1,1,9.875009,0.479831,0.479831
1084,1394219.43,0.1870,1,1,9.915878,1.616340,1.616340
1085,2052489.43,0.2454,1,1,12.672884,2.470125,2.470125
1089,2292279.57,0.2815,2,2,14.246196,2.558703,1.729349
1090,187275.39,0.1280,1,1,0.501675,0.295858,0.295858
1090,1337780.17,0.0531,1,1,10.908738,0.615224,0.615224
1092,1644174.81,0.2844,1,1,11.370813,0.155116,0.155116
1098,2358473.29,0.1618,1,1,10.681396,0.846999,0.846999
1100,626059.48,0.1112,1,1,11.236062,0.289679,0.289679
1100,627944.49,0.2654,1,1,11.236062,0.289679,0.289679
1102,406149.87,0.1311,1,1,9.424096,0.936934,0.936934
1107,74049.22,0.0250,1,1,11.355662,0.166357,0.166357
1107,746975.30,0.0531,1,1,11.161022,0.360997,0.360997
1113,853185.84,0.1804,1,1,11.145142,0.380702,0.380702
1127,2378945.81,0.0232,1,1,0.777077,0.022082,0.022082
1129,457330.63,0.1840,1,1,9.917713,1.607290,1.607290
1129,2115839.82,0.0954,1,1,11.109165,0.415838,0.415838
1130,63123.77,0.1127,1,1,14.313589,0.835301,0.835301
1132,385420.09,0.1388,1,1,17.853309,0.385385,0.385385
1136,887854.91,0.2128,1,1,9.259598,1.091123,1.091123
1142,774395.25,0.2422,1,1,9.332143,1.030038,1.030038
1143,2017284.02,0.1087,2,2,15.013422,0.717608,0.425479
1149,2053640.48,0.0528,1,1,14.923188,0.217703,0.217703
1153,109939.59,0.0616,1,1,0.540924,0.262658,0.262658
1155,1191880.30,0.0308,1,1,11.328403,0.196397,0.196397
1156,205216.51,0.1538,1,1,11.051838,0.475640,0.475640
1156,1264814.81,0.2237,1,1,10.323220,1.204258,1.204258
1157,1724400.08,0.1534,1,1,10.888332,0.632527,0.632527
1164,462654.28,0.0878,1,1,11.015214,0.510998,0.510998
1178,1284104.74,0.0923,1,1,9.669352,0.684139,0.684139
1183,1505953.76,0.1036,1,1,11.136127,0.392617,0.392617
1184,1007404.86,0.0460,1,1,10.380521,0.015507,0.015507
1185,1765629.42,0.1461,1,1,9.864121,1.669800,1.669800
1186,1195824.98,0.0489,1,1,0.787360,0.007966,0.007966
1191,513429.55,0.0969,1,1,10.045255,0.319553,0.319553
1201,1049154.74,0.2719,1,1,10.057525,1.473796,1.473796
1201,1383760.37,0.1530,1,1,11.042302,0.489019,0.489019
1202,1893589.99,0.1104,1,1,11.156280,0.388896,0.388896
1204,745903.45,0.2714,2,2,14.293214,2.127979,1.487244
1204,2199499.48,0.1642,1,1,9.187961,2.336548,2.336548
1205,1832280.30,0.3375,1,1,7.860345,3.678989,3.678989
1206,838964.44,0.0253,1,1,18.120225,0.122072,0.122072
1206,1854893.07,0.1636,1,1,10.342561,1.178056,1.178056
1207,1851803.89,0.1288,1,1,17.584818,0.664201,0.664201
1214,825670.15,0.0907,1,1,11.083760,0.436924,0.436924
1214,2184964.90,0.1274,2,2,14.987209,1.122196,0.642776
1217,1781445.23,0.0905,1,1,0.740766,0.053940,0.053940
1219,2218024.36,0.1636,1,1,16.912185,1.344588,1.344588
1220,1022540.24,0.1119,2,2,14.812069,0.842690,0.588928
1238,383554.61,0.1201,1,1,14.672516,0.468178,0.468178
1239,877044.04,0.1653,1,1,11.491149,0.034795,0.034795
1239,1517334.59,0.1307,1,1,18.200497,0.049216,0.049216
1240,925644.66,0.1691,2,2,14.786899,0.356621,0.348749
1241,545884.65,0.0702,1,1,14.383848,0.756761,0.756761
1245,2194464.43,0.0754,1,1,11.046654,0.484120,0.484120
1250,1953004.70,0.0597,1,1,11.254146,0.312114,0.312114
1252,1187215.72,0.2547,1,1,13.329522,1.811488,1.811488
1257,1377970.29,0.0387,1,1,14.891901,0.273812,0.273812
1258,288645.58,0.0768,2,2,14.925864,0.214208,0.119803
1261,1208000.16,0.0818,1,1,0.708330,0.091990,0.091990
1262,2369325.71,0.2729,1,1,10.064411,1.456691,1.456691
1267,924945.34,0.0496,1,1,0.387793,0.423629,0.423629
1273,1270064.09,0.1656,2,2,10.046444,1.054288,0.683371
1275,1723639.21,0.0349,1,1,11.333549,0.190650,0.190650
1276,207389.82,0.2027,1,1,13.815541,1.354292,1.354292
1282,397785.38,0.1927,1,1,11.082764,0.437941,0.437941
1285,2147110.17,0.2891,2,2,14.724220,0.956069,0.692426
1286,964194.90,0.0443,1,1,11.378279,0.146906,0.146906
1286,2075699.99,0.1150,1,1,11.502115,0.023070,0.023070
1289,1569854.32,0.0287,1,1,11.228644,0.302560,0.302560
1292,1193859.84,0.0870,1,1,0.341555,0.455059,0.455059
1293,844339.41,0.1415,1,1,14.064653,1.092408,1.092408
1296,169979.81,0.1157,1,1,15.070424,0.068260,0.068260
1297,1197280.00,0.0297,1,1,15.135512,0.014524,0.014524
1301,166421.31,0.0558,1,1,11.028179,0.505860,0.505860
1301,2230935.03,0.0419,1,1,0.479053,0.315413,0.315413
1307,1300448.40,0.0967,1,1,9.379186,0.988277,0.988277
1308,1483940.15,0.1007,1,1,10.283937,0.080874,0.080874
1310,1639610.39,0.0533,1,1,14.987839,0.162876,0.162876
1313,636154.36,0.2404,1,1,9.764556,0.586997,0.586997
1314,2064396.10,0.1270,1,1,11.199635,0.323915,0.323915
1315,1694725.22,0.1013,1,1,11.320122,0.212851,0.212851
1315,1806399.88,0.1317,1,1,11.304363,0.228610,0.228610
1322,1104358.65,0.0475,1,1,0.527071,0.269325,0.269325
1325,647014.93,0.1833,1,1,10.905149,0.618548,0.618548
1325,1211235.41,0.1277,1,1,0.305271,0.491253,0.491253
1326,2154110.11,0.0703,1,1,11.030082,0.495290,0.495290
1327,1132314.62,0.0253,1,1,0.786132,0.014314,0.014314
1328,2094840.63,0.1661,1,1,0.658451,0.140328,0.140328
1328,2332504.93,0.1652,2,2,14.598704,0.550338,0.391448
1336,342099.91,0.0628,1,1,11.479270,0.043784,0.043784
1337,907245.47,0.1870,1,1,11.435241,0.091954,0.091954
1340,2181789.78,0.0592,1,1,11.324260,0.206486,0.206486
1347,329258.42,0.2049,1,1,12.918669,2.243857,2.243857
1350,503091.42,0.1293,2,2,14.912065,0.811510,0.518639
1352,1667094.71,0.0586,1,1,11.037385,0.500539,0.500539
1361,1052215.73,0.2392,1,1,10.652197,0.872479,0.872479
1361,1963308.91,0.0969,1,1,14.739910,0.431142,0.431142
1362,1563388.93,0.2207,1,1,8.934666,2.588409,2.588409
1364,1069039.69,0.1540,1,1,13.317304,1.837667,1.837667
1373,1731519.77,0.3387,2,2,13.405253,2.537960,2.135919
1373,1767491.49,0.2210,1,1,0.508500,0.320519,0.320519
1373,1839860.39,0.1209,1,1,9.857480,0.493078,0.493078
1374,2297912.51,0.1530,2,2,10.297755,0.954193,0.505708
1375,1014210.50,0.0870,1,1,10.825405,0.696767,0.696767
1377,466534.47,0.1684,1,1,13.763685,1.378931,1.378931
1379,500359.59,0.0939,1,1,10.262181,0.127905,0.127905
1380,1815179.05,0.1434,1,1,9.634570,1.886747,1.886747
1390,1381173.84,0.1963,1,1,9.592578,1.937368,1.937368
1392,371639.99,0.0125,1,1,0.632163,0.163081,0.163081
1396,2019499.69,0.2001,2,2,14.697716,1.428462,0.935571
1397,101543.86,0.1972,1,1,18.238273,0.030627,0.030627
1402,1209404.53,0.2515,1,1,10.866780,0.654287,0.654287
1404,1220080.34,0.1107,2,2,14.900957,0.929125,0.591211
1405,681370.79,0.0255,1,1,10.382176,0.046422,0.046422
1405,1009189.20,0.2230,1,1,10.304432,0.124166,0.124166
1409,271839.41,0.0505,1,1,11.502473,0.018475,0.018475
1410,2547735.23,0.2026,1,1,9.100420,2.422931,2.422931
1414,2553390.85,0.2543,1,1,18.164264,0.113938,0.113938
1415,2217985.99,0.0709,1,1,0.724531,0.072607,0.072607
1420,348086.20,0.1863,1,1,9.988172,1.537880,1.537880
1420,2535940.74,0.2417,1,1,9.198263,1.160739,1.160739
1421,654580.12,0.0200,1,1,0.506868,0.290131,0.290131
1425,1470984.28,0.0978,2,2,15.042387,0.882711,0.491698
