cam_sat,cam_tca,cam_dv_ms,num_degraded_crossings,num_unique_neighbors,worst_dist_km,worst_degradation_km,mean_degradation_km
1426,1402387.80,0.1857,1,1,10.421624,1.125058,1.125058
1434,1291572.45,0.2806,2,2,13.665692,2.457807,1.966015
1435,2264963.13,0.1522,1,1,10.556430,0.968593,0.968593
1437,1564594.74,0.1338,2,2,14.299017,1.318522,1.089166
1438,384241.96,0.0729,1,1,11.153225,0.372846,0.372846
1439,1364672.33,0.3269,1,1,0.754067,0.042441,0.042441
1440,860240.10,0.0273,1,1,11.130584,0.391784,0.391784
1441,1287699.46,0.2015,1,1,0.593931,0.213126,0.213126
1453,1973930.41,0.2834,1,1,10.239725,1.290651,1.290651
1456,360908.47,0.1214,1,1,10.673134,0.852894,0.852894
1456,2574354.79,0.2436,1,1,9.780392,1.745636,1.745636
1460,2024510.89,0.1475,1,1,17.937337,0.304829,0.304829
1469,937194.36,0.0679,1,1,0.411793,0.390612,0.390612
1473,1525530.74,0.1430,1,1,9.679419,0.680054,0.680054
1475,2432048.70,0.1729,1,1,13.155105,1.995911,1.995911
1476,1206340.00,0.2929,1,1,9.395160,2.136590,2.136590
1479,1767060.63,0.0941,1,1,0.777720,0.017522,0.017522
1482,1978044.67,0.1772,1,1,11.110956,0.413344,0.413344
1487,885928.94,0.0748,2,2,15.034388,0.407874,0.261564
1488,1747889.78,0.0667,1,1,10.894100,0.627607,0.627607
1491,1102104.73,0.1292,1,1,0.392145,0.404685,0.404685
1491,2134971.57,0.0942,1,1,11.011177,0.519222,0.519222
1503,190804.67,0.0659,1,1,0.203826,0.590410,0.590410
1504,2533520.07,0.0933,1,1,0.631302,0.202717,0.202717
1506,1227019.26,0.1320,1,1,11.015448,0.511818,0.511818
1506,2168600.48,0.1390,1,1,9.928925,1.598341,1.598341
1511,2206196.00,0.0735,1,1,11.155004,0.366852,0.366852
1513,667311.09,0.2057,1,1,15.071254,0.068218,0.068218
1515,315939.30,0.0841,2,2,14.911639,0.283117,0.254861
1518,581355.94,0.0605,1,1,18.158617,0.101550,0.101550
1519,2474680.12,0.1039,1,1,9.722061,0.636993,0.636993
1525,2579099.74,0.2693,1,1,13.962421,1.181864,1.181864
1529,2269990.76,0.0958,1,1,18.182683,0.060880,0.060880
1533,1739456.13,0.1648,2,2,15.088446,0.190863,0.130789
1537,636584.87,0.0908,1,1,10.257523,0.105730,0.105730
1541,1585280.20,0.2415,1,1,9.797585,0.553303,0.553303
1543,1732640.74,0.1942,1,1,13.080543,2.060256,2.060256
1543,2019159.29,0.2149,1,1,17.439383,0.800468,0.800468
1548,724108.54,0.0718,1,1,18.225126,0.017208,0.017208
1549,2451641.13,0.3171,1,1,17.009300,1.232365,1.232365
1565,306610.43,0.0922,1,1,10.793751,0.734220,0.734220
1569,1686109.56,0.2454,1,1,12.572453,2.565716,2.565716
1569,2071895.58,0.1170,1,1,9.553983,0.797226,0.797226
1583,2176814.79,0.0473,1,1,11.236961,0.284947,0.284947
