obj_i,obj_j,miss_km,Pc,dv_ms,type,tca,cam_sat_idx
44,4040,3.891086,1.102829e-32,0.0000,sat-debris,124867.725733,44
57,3876,4.761191,1.000726e-32,0.0000,sat-debris,168325.658719,57
32,4198,2.771190,9.907739e-33,0.0000,sat-debris,400640.170270,32
0,4981,3.602115,9.748797e-33,0.0000,sat-debris,350675.054685,0
65,2344,2.693300,9.312210e-33,0.0000,sat-debris,10603.945324,65
7,4848,2.389165,9.105312e-33,0.0000,sat-debris,220430.714782,7
24,4972,2.488432,9.083539e-33,0.0000,sat-debris,422299.972049,24
76,4614,3.596965,8.955302e-33,0.0000,sat-debris,173519.646296,76
80,4629,2.371139,8.522672e-33,0.0000,sat-debris,250925.500284,80
3,3577,4.641965,7.783722e-33,0.0000,sat-debris,290264.531683,3
43,3534,2.734033,6.096561e-33,0.0000,sat-debris,426780.440449,43
72,5133,3.918658,5.884841e-33,0.0000,sat-debris,84050.432853,72
82,3511,2.997702,5.224092e-33,0.0000,sat-debris,84745.213268,82
58,3994,2.998569,5.140422e-33,0.0000,sat-debris,173480.497775,58
22,5021,2.569226,4.303335e-33,0.0000,sat-debris,11239.078249,22
43,5011,2.554751,3.416580e-33,0.0000,sat-debris,55755.268177,43
70,3862,3.296181,3.069612e-33,0.0000,sat-debris,285960.643986,70
30,3946,2.461135,2.941450e-33,0.0000,sat-debris,193715.906989,30
16,4954,2.396925,2.883097e-33,0.0000,sat-debris,135149.866802,16
38,4150,2.979838,2.783507e-33,0.0000,sat-debris,36959.029970,38
97,4133,2.402800,2.726464e-33,0.0000,sat-debris,413724.383394,97
39,3733,4.292460,2.319087e-33,0.0000,sat-debris,954.721226,39
29,4914,4.082188,2.316878e-33,0.0000,sat-debris,166109.869961,29
14,9139,2.407768,2.306836e-33,0.0000,sat-debris,124440.151641,14
79,3767,3.138860,2.144632e-33,0.0000,sat-debris,131204.343340,79
15,3974,3.363713,2.086770e-33,0.0000,sat-debris,277404.474826,15
36,3668,3.818565,2.041503e-33,0.0000,sat-debris,289019.457020,36
27,4915,4.766759,1.777580e-33,0.0000,sat-debris,367699.630435,27
38,4019,2.822296,1.637865e-33,0.0000,sat-debris,99491.178798,38
56,4668,5.161049,1.546177e-33,0.0000,sat-debris,304335.467358,56
14,4222,3.788930,1.432785e-33,0.0000,sat-debris,165150.311197,14
38,5020,3.812987,1.398734e-33,0.0000,sat-debris,282379.936164,38
91,5132,5.382376,1.367088e-33,0.0000,sat-debris,381635.748139,91
56,4971,3.519853,1.239875e-33,0.0000,sat-debris,288070.756473,56
45,3565,4.405263,1.190384e-33,0.0000,sat-debris,187410.580979,45
12,3619,5.745683,1.181494e-33,0.0000,sat-debris,79820.155306,12
92,3651,3.479617,1.146849e-33,0.0000,sat-debris,56844.250853,92
39,4212,3.320141,1.105911e-33,0.0000,sat-debris,104495.384136,39
13,4646,2.474901,9.923043e-34,0.0000,sat-debris,284919.888775,13
37,1162,6.042899,9.788675e-34,0.0000,sat-debris,291094.656548,37
34,4976,4.372445,9.649666e-34,0.0000,sat-debris,43955.608039,34
79,3490,3.853308,9.077661e-34,0.0000,sat-debris,52590.602757,79
6,3729,2.547100,8.089325e-34,0.0000,sat-debris,204043.200648,6
33,4941,4.442177,7.890701e-34,0.0000,sat-debris,112910.680243,33
28,15275,4.097270,6.194738e-34,0.0000,sat-debris,295664.971120,28
20,3752,6.747900,6.081631e-34,0.0000,sat-debris,230100.203746,20
30,3756,2.415663,4.834880e-34,0.0000,sat-debris,17915.068295,30
4,4493,3.913492,4.470090e-34,0.0000,sat-debris,117354.960256,4
25,4984,4.204973,4.304356e-34,0.0000,sat-debris,135220.732920,25
12,3725,6.570749,4.085673e-34,0.0000,sat-debris,228989.587241,12
64,3921,8.358740,3.889358e-34,0.0000,sat-debris,284474.528733,64
59,5149,2.621915,3.690972e-34,0.0000,sat-debris,287214.975982,59
65,4668,4.714430,3.641719e-34,0.0000,sat-debris,9721.051288,65
25,4978,2.479651,3.579264e-34,0.0000,sat-debris,330095.821904,25
36,3443,2.596383,3.504912e-34,0.0000,sat-debris,213189.722020,36
16,4128,2.426319,3.254889e-34,0.0000,sat-debris,431075.599036,16
60,4089,3.211484,3.013953e-34,0.0000,sat-debris,296369.388379,60
46,5015,4.024780,2.981113e-34,0.0000,sat-debris,202935.494282,46
11,4037,3.187259,2.928713e-34,0.0000,sat-debris,241340.797544,11
55,3628,2.797505,2.740751e-34,0.0000,sat-debris,391340.482402,55
55,3750,3.307879,2.610786e-34,0.0000,sat-debris,323459.690903,55
32,4903,2.860068,2.595881e-34,0.0000,sat-debris,15080.922525,32
34,4892,3.225977,2.563117e-34,0.0000,sat-debris,346139.448064,34
31,967,2.633723,2.382007e-34,0.0000,sat-debris,356090.432303,31
88,3421,2.771561,2.341509e-34,0.0000,sat-debris,150689.722401,88
66,3629,5.344933,2.246308e-34,0.0000,sat-debris,390419.038063,66
86,3914,4.765136,1.950259e-34,0.0000,sat-debris,1770.323053,86
45,3751,3.347096,1.677176e-34,0.0000,sat-debris,375480.065105,45
26,4811,4.520373,1.547756e-34,0.0000,sat-debris,352084.464513,26
8,4069,4.201663,1.441888e-34,0.0000,sat-debris,407089.233215,8
32,4524,3.616308,1.352548e-34,0.0000,sat-debris,97505.051602,32
93,4883,3.550085,1.321860e-34,0.0000,sat-debris,44922.213703,93
79,3505,3.216782,1.291212e-34,0.0000,sat-debris,52510.918335,79
53,3615,3.403445,1.174224e-34,0.0000,sat-debris,375214.848803,53
80,9471,3.289107,1.124344e-34,0.0000,sat-debris,357971.432029,80
18,4075,2.445940,9.616386e-35,0.0000,sat-debris,252113.970423,18
56,4057,3.287726,9.536980e-35,0.0000,sat-debris,180688.618766,56
72,4654,3.105096,9.093983e-35,0.0000,sat-debris,246091.319058,72
88,4903,4.237078,8.634344e-35,0.0000,sat-debris,41849.353813,88
65,3600,5.891284,7.910067e-35,0.0000,sat-debris,109731.747532,65
77,4513,2.925944,7.830668e-35,0.0000,sat-debris,87785.399625,77
18,4394,4.266317,6.554462e-35,0.0000,sat-debris,235005.332339,18
49,5141,2.480528,6.073480e-35,0.0000,sat-debris,321949.259299,49
36,3647,4.975308,5.809815e-35,0.0000,sat-debris,339945.005415,36
6,4062,3.267031,5.535635e-35,0.0000,sat-debris,150675.223125,6
22,4102,3.377470,5.151683e-35,0.0000,sat-debris,334039.592041,22
66,4018,5.042926,4.875287e-35,0.0000,sat-debris,82349.497529,66
31,8020,2.488618,4.792275e-35,0.0000,sat-debris,34330.626178,31
53,4834,2.505910,4.648946e-35,0.0000,sat-debris,323630.385695,53
95,4866,2.549479,4.038775e-35,0.0000,sat-debris,361715.437553,95
48,4161,3.643935,4.017039e-35,0.0000,sat-debris,363168.097997,48
21,5022,2.554257,3.650988e-35,0.0000,sat-debris,137804.695821,21
14,4151,2.657750,3.597715e-35,0.0000,sat-debris,168695.229216,14
88,4151,4.360920,3.479833e-35,0.0000,sat-debris,413529.696800,88
79,4013,5.460304,3.360294e-35,0.0000,sat-debris,400815.236189,79
54,15490,2.457759,3.341358e-35,0.0000,sat-debris,35920.738900,54
66,4080,2.672622,3.170425e-35,0.0000,sat-debris,71590.810840,66
89,4888,6.638062,3.081096e-35,0.0000,sat-debris,12700.622573,89
45,4147,2.540062,2.755058e-35,0.0000,sat-debris,49857.288652,45
79,4226,3.145323,2.436017e-35,0.0000,sat-debris,354704.313906,79
31,3971,3.894820,2.334979e-35,0.0000,sat-debris,227359.615567,31
5,4257,7.069650,2.330309e-35,0.0000,sat-debris,380040.429305,5
29,4859,4.391307,1.876204e-35,0.0000,sat-debris,236019.176291,29
87,3462,4.417962,1.819084e-35,0.0000,sat-debris,231439.266422,87
88,3922,3.888576,1.675557e-35,0.0000,sat-debris,384329.567657,88
25,4013,2.897973,1.645182e-35,0.0000,sat-debris,370624.354782,25
68,3571,3.355026,1.485062e-35,0.0000,sat-debris,231104.240919,68
37,3670,4.424642,1.367303e-35,0.0000,sat-debris,225450.606830,37
3,4510,4.287553,1.294617e-35,0.0000,sat-debris,169375.296482,3
18,3580,2.550819,1.263004e-35,0.0000,sat-debris,338450.754020,18
59,3761,4.401016,1.121344e-35,0.0000,sat-debris,326895.647232,59
35,3767,3.821968,1.077944e-35,0.0000,sat-debris,175405.342393,35
64,4023,4.201491,9.779726e-36,0.0000,sat-debris,255304.426507,64
4,3612,4.379172,9.604497e-36,0.0000,sat-debris,44615.433298,4
31,5172,2.552574,9.133458e-36,0.0000,sat-debris,378240.981294,31
95,3863,2.718191,8.943712e-36,0.0000,sat-debris,431075.337215,95
86,4494,4.670304,8.058968e-36,0.0000,sat-debris,368620.509145,86
88,3767,2.801516,8.008718e-36,0.0000,sat-debris,223064.823853,88
32,3942,2.508448,7.413508e-36,0.0000,sat-debris,20765.348055,32
54,4209,2.827253,5.384080e-36,0.0000,sat-debris,112439.437799,54
77,4621,3.195950,5.009377e-36,0.0000,sat-debris,138584.952735,77
9,10656,2.626110,4.858374e-36,0.0000,sat-debris,80218.761384,9
78,8869,2.882204,4.463839e-36,0.0000,sat-debris,232501.315423,78
61,3825,3.944667,3.836962e-36,0.0000,sat-debris,245174.884792,61
60,3490,3.145734,3.296463e-36,0.0000,sat-debris,121036.174880,60
80,4076,4.519433,3.094569e-36,0.0000,sat-debris,97100.283934,80
66,4132,4.756324,3.090705e-36,0.0000,sat-debris,123355.251732,66
9,2195,8.735213,2.772874e-36,0.0000,sat-debris,409554.863300,9
47,3936,4.210538,2.750776e-36,0.0000,sat-debris,208840.556986,47
98,3574,4.862318,2.503049e-36,0.0000,sat-debris,241534.831213,98
98,2194,7.260490,2.386152e-36,0.0000,sat-debris,341554.319391,98
82,3525,2.508053,2.376907e-36,0.0000,sat-debris,68438.799294,82
58,4027,2.697139,2.015327e-36,0.0000,sat-debris,93124.748559,58
62,4230,3.590463,1.910009e-36,0.0000,sat-debris,135855.466363,62
18,5170,3.838984,1.906991e-36,0.0000,sat-debris,65441.227666,18
69,4055,2.624480,1.673539e-36,0.0000,sat-debris,379228.852179,69
89,3424,4.690849,1.567344e-36,0.0000,sat-debris,41305.698708,89
8,4516,3.728947,1.516241e-36,0.0000,sat-debris,235234.679910,8
88,4142,4.901044,1.397268e-36,0.0000,sat-debris,247445.693724,88
45,4230,3.746389,1.353812e-36,0.0000,sat-debris,26279.100080,45
9,3921,7.918207,1.162729e-36,0.0000,sat-debris,274624.926096,9
28,4945,3.631391,1.156815e-36,0.0000,sat-debris,322719.175978,28
41,4198,5.806617,1.138195e-36,0.0000,sat-debris,372270.611468,41
88,3634,4.841607,1.064947e-36,0.0000,sat-debris,274208.280964,88
62,4380,2.520528,9.319427e-37,0.0000,sat-debris,211605.652032,62
2,3728,2.751062,8.742449e-37,0.0000,sat-debris,172023.903715,2
56,3619,3.186478,7.695492e-37,0.0000,sat-debris,75695.926204,56
92,3982,6.710267,7.071007e-37,0.0000,sat-debris,239464.521047,92
29,4366,2.969597,6.873667e-37,0.0000,sat-debris,257275.532421,29
43,3900,5.067372,5.722405e-37,0.0000,sat-debris,22248.305816,43
87,4392,4.545693,5.246864e-37,0.0000,sat-debris,368045.284897,87
6,4766,4.789697,4.552041e-37,0.0000,sat-debris,238154.131545,6
21,4282,4.531216,4.470234e-37,0.0000,sat-debris,195526.068942,21
7,15340,9.932078,4.173457e-37,0.0000,sat-debris,175325.040523,7
42,3899,6.629935,4.013000e-37,0.0000,sat-debris,40001.486274,42
57,3754,3.885983,3.656639e-37,0.0000,sat-debris,116144.554877,57
98,2418,2.672934,3.576461e-37,0.0000,sat-debris,83785.679131,98
94,4164,5.331287,3.464964e-37,0.0000,sat-debris,123309.542925,94
3,4090,3.528968,3.447564e-37,0.0000,sat-debris,188330.756821,3
22,3732,4.798166,3.361748e-37,0.0000,sat-debris,102700.941398,22
87,4605,2.589081,3.127871e-37,0.0000,sat-debris,12219.884051,87
19,4834,5.053639,2.969713e-37,0.0000,sat-debris,322029.481005,19
27,3582,2.578417,2.934911e-37,0.0000,sat-debris,143919.204971,27
66,4489,2.562697,2.607120e-37,0.0000,sat-debris,203345.649164,66
70,3812,3.376658,2.289510e-37,0.0000,sat-debris,302759.373756,70
5,3660,3.998802,2.183773e-37,0.0000,sat-debris,284791.597581,5
50,4665,2.558392,1.737985e-37,0.0000,sat-debris,262010.469288,50
31,13750,2.563193,1.551005e-37,0.0000,sat-debris,109734.418319,31
10,3589,4.429845,1.405627e-37,0.0000,sat-debris,142589.214017,10
52,3901,3.740811,1.395227e-37,0.0000,sat-debris,377636.332018,52
98,4731,2.824609,1.313304e-37,0.0000,sat-debris,76143.739866,98
87,4835,5.358701,1.229487e-37,0.0000,sat-debris,243805.773391,87
97,3449,5.854480,1.175020e-37,0.0000,sat-debris,119464.797108,97
78,7096,5.692804,1.153755e-37,0.0000,sat-debris,213140.059807,78
46,4594,3.673558,1.144888e-37,0.0000,sat-debris,203600.751986,46
90,4495,2.722492,9.692027e-38,0.0000,sat-debris,208179.567490,90
8,4977,2.963644,9.587184e-38,0.0000,sat-debris,54020.752416,8
57,3629,5.934962,9.513431e-38,0.0000,sat-debris,298565.031960,57
30,3940,4.793977,9.013940e-38,0.0000,sat-debris,405615.613386,30
58,3696,2.570177,8.762773e-38,0.0000,sat-debris,223990.740715,58
40,1394,5.136564,7.916557e-38,0.0000,sat-debris,277474.792589,40
11,3617,4.772233,7.352592e-38,0.0000,sat-debris,355284.558163,11
73,4595,5.968657,7.250438e-38,0.0000,sat-debris,221314.933395,73
84,4920,4.273793,6.173596e-38,0.0000,sat-debris,38410.598076,84
56,3992,6.300062,5.679383e-38,0.0000,sat-debris,294889.676005,56
54,4804,5.005870,5.587437e-38,0.0000,sat-debris,386234.274423,54
79,5018,2.924254,5.218735e-38,0.0000,sat-debris,73804.729263,79
95,4972,2.909368,4.783266e-38,0.0000,sat-debris,89737.863636,95
63,4472,6.227257,4.565338e-38,0.0000,sat-debris,245480.920694,63
6,4955,2.577414,4.452500e-38,0.0000,sat-debris,9406.841847,6
38,10156,2.762591,4.379638e-38,0.0000,sat-debris,170889.505527,38
72,1274,8.192044,4.376893e-38,0.0000,sat-debris,30924.606345,72
64,3582,2.676867,4.332071e-38,0.0000,sat-debris,279209.766515,64
0,4595,4.866347,4.247519e-38,0.0000,sat-debris,365504.699162,0
50,3579,2.692373,4.207222e-38,0.0000,sat-debris,264578.332362,50
7,4903,5.860362,4.026721e-38,0.0000,sat-debris,294270.599834,7
89,4127,3.672125,3.742637e-38,0.0000,sat-debris,195434.918624,89
36,15490,4.828674,3.608618e-38,0.0000,sat-debris,126975.882537,36
29,4073,2.578012,3.566499e-38,0.0000,sat-debris,285711.158919,29
79,4202,4.162090,3.467589e-38,0.0000,sat-debris,383449.820919,79
91,3752,3.652599,3.383440e-38,0.0000,sat-debris,20629.457326,91
61,3427,2.588737,3.192568e-38,0.0000,sat-debris,149487.199899,61
74,4367,4.416157,3.178460e-38,0.0000,sat-debris,318999.899257,74
84,5149,4.995047,3.115400e-38,0.0000,sat-debris,59549.475307,84
94,4788,4.088274,2.776583e-38,0.0000,sat-debris,187248.823105,94
45,3908,5.949874,2.766327e-38,0.0000,sat-debris,84099.049460,45
51,3863,4.873861,2.765242e-38,0.0000,sat-debris,429474.443814,51
98,4043,2.761761,2.361468e-38,0.0000,sat-debris,421414.733630,98
40,5149,3.709878,2.209439e-38,0.0000,sat-debris,98025.339442,40
9,4109,4.646156,2.188847e-38,0.0000,sat-debris,207704.450114,9
51,4811,3.044091,1.975099e-38,0.0000,sat-debris,135874.484436,51
33,3899,2.970411,1.922436e-38,0.0000,sat-debris,346010.327092,33
41,7096,2.940745,1.795406e-38,0.0000,sat-debris,177555.946132,41
99,3438,6.323747,1.446678e-38,0.0000,sat-debris,258549.922359,99
96,4729,2.979152,1.394834e-38,0.0000,sat-debris,254824.718902,96
47,4193,3.269767,1.298104e-38,0.0000,sat-debris,380289.617488,47
27,3609,6.098484,1.262637e-38,0.0000,sat-debris,196830.628803,27
7,4954,2.765432,1.149907e-38,0.0000,sat-debris,381084.310769,7
52,4948,2.932542,9.953870e-39,0.0000,sat-debris,284395.505268,52
46,3874,3.906957,9.665305e-39,0.0000,sat-debris,8855.121604,46
41,4049,6.276271,9.347541e-39,0.0000,sat-debris,43549.818935,41
34,3438,4.519878,9.225989e-39,0.0000,sat-debris,260150.829423,34
83,5141,4.320829,9.089672e-39,0.0000,sat-debris,289199.580747,83
70,4127,2.919170,9.069542e-39,0.0000,sat-debris,34874.089062,70
96,3971,5.641655,8.650362e-39,0.0000,sat-debris,357439.401901,96
94,3461,3.625789,8.556355e-39,0.0000,sat-debris,26689.602135,94
9,4816,4.734257,8.208175e-39,0.0000,sat-debris,184954.647540,9
5,3655,3.427348,8.169453e-39,0.0000,sat-debris,410503.784861,5
88,6520,4.999506,8.094510e-39,0.0000,sat-debris,311339.506943,88
79,4721,3.594246,7.872337e-39,0.0000,sat-debris,328061.524556,79
19,3481,6.264445,7.820627e-39,0.0000,sat-debris,423584.530079,19
69,4955,3.456064,7.817424e-39,0.0000,sat-debris,389079.798623,69
9,4797,3.787398,7.629416e-39,0.0000,sat-debris,351088.702040,9
22,4851,6.480646,7.319386e-39,0.0000,sat-debris,96934.840326,22
64,4771,4.887909,7.201109e-39,0.0000,sat-debris,305504.210023,64
9,4131,5.425365,7.027377e-39,0.0000,sat-debris,246549.316317,9
27,3751,2.632271,6.835149e-39,0.0000,sat-debris,300541.059573,27
56,3733,4.866101,6.618900e-39,0.0000,sat-debris,293735.108635,56
91,3556,2.612575,6.467453e-39,0.0000,sat-debris,234719.736874,91
50,4857,3.335701,6.297415e-39,0.0000,sat-debris,50850.543538,50
10,5162,2.952572,6.192758e-39,0.0000,sat-debris,18507.419087,10
65,4803,4.917792,5.799398e-39,0.0000,sat-debris,270760.101698,65
24,4988,5.600351,5.607968e-39,0.0000,sat-debris,113298.959141,24
56,3927,6.518139,5.567958e-39,0.0000,sat-debris,214930.175350,56
73,4666,2.630765,5.260084e-39,0.0000,sat-debris,193921.519688,73
72,4726,3.352685,5.023303e-39,0.0000,sat-debris,103000.516398,72
19,5015,4.438603,4.622858e-39,0.0000,sat-debris,70488.953251,19
7,4272,3.516866,4.534935e-39,0.0000,sat-debris,166919.639238,7
71,4606,4.666489,4.528377e-39,0.0000,sat-debris,113515.293560,71
63,3550,5.174654,4.527295e-39,0.0000,sat-debris,139804.406522,63
60,4257,8.930091,4.276936e-39,0.0000,sat-debris,375575.048237,60
31,5021,5.084377,4.063726e-39,0.0000,sat-debris,17220.836010,31
19,3670,4.524430,4.002290e-39,0.0000,sat-debris,93260.696895,19
15,4850,3.594224,3.691664e-39,0.0000,sat-debris,393321.041493,15
67,4029,2.826152,3.604732e-39,0.0000,sat-debris,116139.254810,67
87,4379,4.605311,3.198433e-39,0.0000,sat-debris,24720.790161,87
8,3563,5.853154,3.184469e-39,0.0000,sat-debris,310180.307311,8
52,4635,3.480777,2.982124e-39,0.0000,sat-debris,301015.719179,52
96,3610,2.739224,2.869413e-39,0.0000,sat-debris,66059.246125,96
93,3619,4.555516,2.809013e-39,0.0000,sat-debris,331216.142896,93
28,4137,2.842429,2.785637e-39,0.0000,sat-debris,194781.058315,28
38,3439,5.358915,2.644403e-39,0.0000,sat-debris,412665.228298,38
86,4723,3.944939,2.641871e-39,0.0000,sat-debris,369595.527153,86
54,4516,2.621193,2.399277e-39,0.0000,sat-debris,330704.467106,54
4,4923,5.314446,2.391328e-39,0.0000,sat-debris,169875.534031,4
38,4900,3.897928,2.222281e-39,0.0000,sat-debris,230.342871,38
7,4795,2.688375,1.980620e-39,0.0000,sat-debris,117434.263915,7
67,4139,3.673834,1.806084e-39,0.0000,sat-debris,82694.162081,67
25,4857,5.122100,1.790895e-39,0.0000,sat-debris,375835.756601,25
26,675,4.963856,1.765875e-39,0.0000,sat-debris,181199.617090,26
76,3685,2.624748,1.692136e-39,0.0000,sat-debris,324339.977038,76
31,4055,2.643638,1.650646e-39,0.0000,sat-debris,135410.607486,31
48,4021,5.338472,1.553172e-39,0.0000,sat-debris,1850.713918,48
33,4659,5.567481,1.447632e-39,0.0000,sat-debris,94865.011320,33
3,5024,2.665664,1.392119e-39,0.0000,sat-debris,34145.314270,3
29,4150,5.822233,1.336746e-39,0.0000,sat-debris,234229.857227,29
1,5132,6.211440,1.327592e-39,0.0000,sat-debris,221581.107447,1
46,3906,4.036222,1.284985e-39,0.0000,sat-debris,283969.486765,46
65,4503,7.401091,1.282093e-39,0.0000,sat-debris,89380.195346,65
15,4991,2.631601,1.184261e-39,0.0000,sat-debris,67159.197907,15
44,4519,6.623777,1.120916e-39,0.0000,sat-debris,282276.227599,44
96,4283,4.041025,1.064011e-39,0.0000,sat-debris,396274.923800,96
1,4597,2.982563,1.059745e-39,0.0000,sat-debris,376385.641875,1
49,4018,4.765762,1.044126e-39,0.0000,sat-debris,379255.555185,49
25,3980,5.702234,1.038369e-39,0.0000,sat-debris,317044.713006,25
88,3970,6.596945,9.869474e-40,0.0000,sat-debris,127585.253564,88
34,4013,7.580681,9.268839e-40,0.0000,sat-debris,118964.484380,34
42,4376,3.606753,9.109209e-40,0.0000,sat-debris,363826.508537,42
1,3611,3.987673,7.979911e-40,0.0000,sat-debris,344133.743920,1
56,4019,6.381939,7.536799e-40,0.0000,sat-debris,122905.170138,56
84,4824,4.690189,6.707687e-40,0.0000,sat-debris,93206.707217,84
76,3824,4.323186,6.565183e-40,0.0000,sat-debris,144695.336868,76
44,4645,5.722008,6.317881e-40,0.0000,sat-debris,162689.967705,44
42,4857,5.031579,6.149354e-40,0.0000,sat-debris,313660.425797,42
4,3950,5.530091,6.054478e-40,0.0000,sat-debris,158484.884579,4
5,4979,2.653713,5.678925e-40,0.0000,sat-debris,387771.014358,5
47,3927,5.106340,5.557306e-40,0.0000,sat-debris,403609.366707,47
39,3969,3.220550,5.059616e-40,0.0000,sat-debris,33789.448039,39
76,4657,3.323828,4.990508e-40,0.0000,sat-debris,8994.331977,76
20,4847,5.986511,4.252006e-40,0.0000,sat-debris,252709.566882,20
78,4904,3.212675,4.184414e-40,0.0000,sat-debris,334180.165301,78
74,3952,5.628213,3.789659e-40,0.0000,sat-debris,67225.538500,74
31,3694,4.815189,3.676007e-40,0.0000,sat-debris,417975.192924,31
70,3441,4.252212,3.629455e-40,0.0000,sat-debris,92476.004161,70
58,3557,5.805389,3.571322e-40,0.0000,sat-debris,79925.195981,58
8,4956,2.678425,3.561512e-40,0.0000,sat-debris,306061.177736,8
50,4087,4.037568,3.481672e-40,0.0000,sat-debris,107684.047270,50
14,4979,5.280938,3.244540e-40,0.0000,sat-debris,250625.950187,14
10,4080,2.891625,3.072934e-40,0.0000,sat-debris,119249.103934,10
78,3814,3.413731,2.523390e-40,0.0000,sat-debris,23285.067033,78
5,4512,7.004803,2.335817e-40,0.0000,sat-debris,334310.597228,5
35,4304,2.824738,2.214847e-40,0.0000,sat-debris,3984.819054,35
33,4856,2.769484,2.156640e-40,0.0000,sat-debris,224189.562556,33
94,2598,4.882109,2.008442e-40,0.0000,sat-debris,92164.806637,94
29,4019,2.680208,1.867849e-40,0.0000,sat-debris,345424.702373,29
22,5005,5.519927,1.850958e-40,0.0000,sat-debris,217274.591725,22
53,3919,5.869935,1.672607e-40,0.0000,sat-debris,107835.710065,53
27,4014,3.351344,1.601298e-40,0.0000,sat-debris,94585.065935,27
49,3727,4.852578,1.589200e-40,0.0000,sat-debris,430115.290900,49
88,3618,2.666103,1.584716e-40,0.0000,sat-debris,168188.330697,88
62,3837,5.106615,1.439506e-40,0.0000,sat-debris,102269.253595,62
55,4863,4.837698,1.261163e-40,0.0000,sat-debris,420129.948469,55
36,4606,4.419479,1.177862e-40,0.0000,sat-debris,209529.662487,36
23,3621,6.791218,1.046124e-40,0.0000,sat-debris,199120.259864,23
