sat_i,sat_j,min_dist_km
385,1209,10.374506
469,1293,10.374511
630,1432,10.374513
653,1412,10.374583
644,1425,10.374583
510,1334,10.374760
609,1411,10.374783
0,781,10.374830
556,1337,10.374848
446,1270,10.374970
679,1481,10.374982
358,1182,10.374987
800,1581,10.375072
207,1031,10.375072
372,1174,10.375158
807,1566,10.375204
696,1455,10.375354
505,1307,10.375359
664,1488,10.375374
248,1029,10.375379
597,1421,10.375469
145,947,10.375505
590,1349,10.375692
52,833,10.375813
442,1266,10.375820
292,1116,10.375883
297,1121,10.375982
267,1048,10.376017
389,1191,10.376079
118,942,10.376110
455,1214,10.376308
698,1500,10.376427
438,1240,10.376464
55,814,10.376504
752,1576,10.376660
447,1228,10.376730
410,1169,10.376826
18,777,10.376947
95,876,10.376981
175,934,10.377124
732,1513,10.377241
349,1108,10.377250
597,1378,10.377463
377,1201,10.377515
177,958,10.377544
444,1268,10.377564
291,1072,10.377594
153,912,10.377722
773,1554,10.377782
299,1101,10.377820
62,864,10.377955
734,1558,10.378201
236,1038,10.378378
528,1309,10.378478
211,1013,10.378537
685,1466,10.378573
567,1369,10.378635
737,1496,10.379146
135,959,10.379384
740,1499,10.379420
376,1200,10.379428
513,1294,10.379428
626,1407,10.379447
165,924,10.379571
181,1005,10.379575
50,831,10.379584
106,865,10.379631
521,1280,10.379789
285,1087,10.379793
811,1570,10.379908
554,1335,10.380134
157,981,10.380171
707,1531,10.380373
152,954,10.380781
34,836,10.380801
342,1101,10.380950
479,1238,10.381101
792,1573,10.381237
209,1033,10.381249
612,1371,10.381285
516,1340,10.381339
610,1369,10.381469
695,1454,10.381705
383,1164,10.381824
72,853,10.381867
149,951,10.381945
616,1397,10.381949
324,1083,10.382154
334,1115,10.382171
312,1093,10.382395
64,866,10.382403
93,917,10.382686
289,1070,10.382726
310,1091,10.382736
82,884,10.382757
222,1003,10.383423
222,1046,10.383464
261,1020,10.383472
16,775,10.383856
560,1384,10.383923
163,944,10.384348
496,1255,10.384392
775,1556,10.384405
114,895,10.384828
109,911,10.385251
293,1074,10.385264
591,1350,10.385280
671,1495,10.385374
481,1240,10.385429
691,1472,10.385564
202,983,10.385606
179,960,10.385647
300,1059,10.385663
721,1523,10.385793
371,1130,10.385899
352,1133,10.386010
585,1387,10.386057
530,1354,10.386322
673,1432,10.386322
229,1053,10.386512
719,1478,10.386598
497,1256,10.386655
322,1081,10.386929
235,1037,10.387065
390,1192,10.387066
34,793,10.387095
322,1124,10.387157
740,1542,10.387209
413,1215,10.387619
248,1072,10.387767
485,1309,10.387933
219,978,10.388033
675,1477,10.388200
383,1207,10.388530
628,1387,10.388681
426,1250,10.388931
398,1222,10.389064
598,1379,10.390086
663,1487,10.390129
28,852,10.390352
238,1040,10.390452
137,961,10.390922
568,1327,10.390990
684,1508,10.391074
550,1331,10.391135
759,1518,10.391161
477,1236,10.391372
556,1380,10.391414
244,1068,10.391448
73,854,10.391598
382,1206,10.391985
643,1424,10.392297
529,1353,10.392453
366,1125,10.392494
205,986,10.392915
812,1571,10.392996
51,832,10.393006
409,1168,10.393054
632,1391,10.393660
605,1429,10.393738
602,1383,10.393825
120,901,10.393906
296,1120,10.393946
611,1413,10.394189
77,901,10.394670
634,1436,10.395275
97,921,10.395399
587,1389,10.395569
441,1222,10.395742
526,1285,10.395796
253,1012,10.395927
171,973,10.395959
403,1184,10.396028
198,979,10.396068
766,1568,10.396850
357,1138,10.396980
537,1361,10.397436
732,1556,10.397516
697,1456,10.397948
210,969,10.398097
469,1250,10.398173
60,862,10.398348
92,873,10.398372
336,1160,10.398735
306,1108,10.399068
63,822,10.399144
367,1126,10.399324
752,1533,10.399460
195,954,10.399601
593,1352,10.399911
546,1348,10.400023
453,1255,10.400051
458,1217,10.400838
524,1326,10.400865
155,936,10.400870
600,1424,10.400957
530,1311,10.401124
251,1075,10.401211
350,1109,10.401236
256,1015,10.401290
769,1571,10.401784
424,1205,10.402413
135,916,10.402530
104,906,10.402689
514,1295,10.402783
443,1267,10.403052
304,1063,10.403193
175,977,10.403203
605,1364,10.403618
451,1210,10.403771
326,1128,10.404021
262,1064,10.404180
723,1482,10.404432
277,1036,10.404891
109,868,10.404989
544,1303,10.405710
116,940,10.406191
661,1442,10.406454
642,1423,10.406681
362,1186,10.407121
130,889,10.407338
503,1262,10.407392
348,1107,10.408136
181,962,10.408341
742,1544,10.409748
6,830,10.410347
573,1397,10.410474
283,1042,10.411192
69,893,10.412015
715,1474,10.412199
391,1193,10.412734
612,1414,10.412920
294,1075,10.413209
338,1162,10.413457
318,1142,10.413628
749,1530,10.414130
75,856,10.414362
422,1203,10.415221
146,905,10.415424
215,1017,10.415625
417,1219,10.415876
704,1528,10.416512
458,1260,10.416588
400,1181,10.416895
224,1048,10.418075
418,1242,10.418473
197,999,10.419401
355,1179,10.419644
758,1582,10.419783
128,887,10.421907
759,1583,10.423525
779,1560,10.423867
26,807,10.423940
42,844,10.424535
46,870,10.424827
409,1211,10.424951
685,1509,10.424960
8,789,10.425039
569,1328,10.425210
465,1289,10.425540
699,1458,10.426465
624,1405,10.428598
132,913,10.428756
716,1475,10.429213
375,1156,10.431459
191,993,10.432214
620,1444,10.432269
693,1517,10.432886
147,906,10.433260
61,863,10.433431
473,1297,10.433834
189,991,10.435508
764,1523,10.436492
495,1254,10.437806
557,1381,10.437828
208,1032,10.437874
687,1511,10.438303
94,918,10.439075
746,1505,10.439098
771,1552,10.440431
540,1342,10.441614
650,1409,10.443081
246,1027,10.443374
538,1362,10.443391
393,1195,10.444870
289,1113,10.445110
271,1095,10.446814
430,1189,10.447852
22,846,10.453503
638,1462,10.453864
99,858,10.454120
564,1366,10.454562
275,1034,10.456832
344,1146,10.458856
410,1212,10.462253
228,1009,10.462708
124,926,10.464308
711,1535,10.465580
263,1065,10.466740
595,1376,10.469182
301,1060,10.471176
577,1358,10.471596
81,840,10.476089
142,966,10.479194
797,1578,10.489215
491,1315,10.489263
448,1229,10.507407
462,789,11.520557
222,1500,11.520558
1086,1391,11.520559
541,846,11.520561
165,1443,11.520578
127,432,11.520594
999,1304,11.520598
40,345,11.520598
108,1364,11.520604
405,710,11.520605
819,1124,11.520608
762,1067,11.520611
898,1203,11.520613
1029,1334,11.520615
642,947,11.520616
901,1206,11.520617
138,443,11.520625
375,702,11.520626
127,1405,11.520634
48,353,11.520637
225,1503,11.520638
217,522,11.520640
1266,1571,11.520642
1119,1424,11.520652
326,631,11.520653
34,1312,11.520654
277,582,11.520663
307,612,11.520666
1176,1481,11.520668
154,1432,11.520670
672,977,11.520677
729,1034,11.520679
781,1086,11.520683
909,1214,11.520684
552,879,11.520685
424,729,11.520688
255,1533,11.520691
928,1233,11.520693
495,800,11.520694
78,1356,11.520699
977,1282,11.520705
274,579,11.520706
544,849,11.520707
353,680,11.520710
203,1481,11.520715
830,1135,11.520721
1026,1331,11.520733
522,827,11.520739
18,1296,11.520742
263,568,11.520747
718,1023,11.520752
45,372,11.520758
176,1454,11.520760
1173,1478,11.520761
7,1285,11.520764
571,876,11.520766
91,1369,11.520768
1061,1366,11.520784
473,778,11.520796
1236,1541,11.520798
1146,1473,11.520807
688,993,11.520816
753,1058,11.520820
1048,1353,11.520821
1233,1560,11.520822
260,1538,11.520823
94,399,11.520825
606,911,11.520829
75,1353,11.520830
732,1037,11.520832
315,620,11.520842
298,603,11.520844
914,1219,11.520846
445,750,11.520847
274,1552,11.520855
852,1157,11.520859
137,442,11.520860
157,462,11.520862
134,1412,11.520878
295,1573,11.520880
410,715,11.520901
18,323,11.520908
1273,1578,11.520911
1230,1535,11.520920
187,492,11.520923
1222,1527,11.520930
303,1581,11.520934
1112,1417,11.520945
631,936,11.520947
1104,1409,11.520948
1265,1570,11.520954
56,1334,11.520959
879,1184,11.520975
306,611,11.520985
206,511,11.520985
865,1170,11.520986
142,1420,11.520987
939,1244,11.520988
965,1270,11.520990
1120,1425,11.520991
922,1227,11.520991
1259,1564,11.520996
951,1256,11.521000
228,533,11.521002
1124,1451,11.521003
151,456,11.521008
67,394,11.521011
614,919,11.521012
459,764,11.521023
86,391,11.521027
1106,1411,11.521032
402,707,11.521032
811,1116,11.521040
130,435,11.521044
634,939,11.521046
64,1320,11.521051
148,1426,11.521053
1267,1572,11.521059
661,988,11.521059
959,1264,11.521061
669,974,11.521063
1275,1580,11.521066
1097,1402,11.521067
394,699,11.521068
7,312,11.521068
214,519,11.521079
102,407,11.521088
1261,1566,11.521091
804,1109,11.521092
1217,1522,11.521095
615,920,11.521097
152,1408,11.521102
957,1262,11.521102
593,898,11.521111
767,1072,11.521112
145,450,11.521116
258,563,11.521120
1114,1419,11.521126
296,1574,11.521128
796,1101,11.521137
150,1428,11.521139
252,1530,11.521140
135,1413,11.521149
812,1117,11.521156
299,1577,11.521156
144,1422,11.521159
149,454,11.521162
1118,1423,11.521165
289,1567,11.521172
296,601,11.521173
860,1187,11.521175
988,1293,11.521175
307,1563,11.521182
950,1255,11.521189
285,1541,11.521195
1138,1443,11.521200
136,1414,11.521202
1209,1514,11.521203
443,748,11.521210
967,1272,11.521212
138,1416,11.521233
691,996,11.521236
454,759,11.521240
99,1377,11.521247
453,758,11.521250
141,446,11.521252
364,669,11.521261
206,1484,11.521264
1045,1350,11.521267
657,962,11.521271
612,917,11.521272
557,862,11.521280
348,653,11.521283
620,925,11.521283
1056,1383,11.521306
291,1569,11.521308
246,1524,11.521311
1075,1380,11.521317
1269,1574,11.521319
45,1323,11.521320
643,948,11.521321
761,1066,11.521333
1069,1374,11.521334
97,402,11.521343
88,415,11.521343
287,1565,11.521346
721,1026,11.521348
598,903,11.521348
798,1103,11.521350
1089,1394,11.521356
759,1064,11.521357
297,1575,11.521370
810,1115,11.521379
1257,1562,11.521382
257,562,11.521383
288,615,11.521386
649,954,11.521390
525,830,11.521394
290,595,11.521408
451,756,11.521408
305,1583,11.521416
29,1307,11.521418
292,597,11.521419
404,709,11.521429
10,315,11.521433
1195,1500,11.521436
181,1459,11.521437
1100,1427,11.521441
116,421,11.521452
1012,1339,11.521459
153,458,11.521460
906,1211,11.521462
165,470,11.521472
585,890,11.521477
582,887,11.521478
37,1315,11.521479
551,878,11.521479
304,609,11.521488
710,1015,11.521494
1187,1492,11.521497
133,460,11.521509
949,1254,11.521518
421,726,11.521519
720,1025,11.521534
488,793,11.521540
651,956,11.521545
457,762,11.521554
249,554,11.521558
496,801,11.521560
255,560,11.521560
59,364,11.521571
1127,1432,11.521573
135,440,11.521590
867,1172,11.521590
211,1489,11.521596
683,1010,11.521602
953,1258,11.521604
15,1293,11.521608
49,354,11.521638
207,1485,11.521639
218,523,11.521640
60,1338,11.521643
365,670,11.521645
1014,1341,11.521648
600,905,11.521650
1169,1474,11.521651
512,817,11.521653
1022,1327,11.521663
681,986,11.521664
361,666,11.521672
816,1143,11.521677
828,1133,11.521678
875,1180,11.521680
139,444,11.521685
975,1280,11.521695
147,452,11.521696
105,1383,11.521702
706,1033,11.521702
1183,1488,11.521707
69,374,11.521713
1122,1449,11.521715
293,1571,11.521716
227,1505,11.521717
238,543,11.521719
334,639,11.521723
514,819,11.521728
80,1358,11.521729
559,864,11.521730
385,690,11.521737
13,1291,11.521738
1189,1516,11.521749
502,807,11.521752
604,909,11.521755
302,607,11.521760
412,717,11.521763
52,1330,11.521765
160,1438,11.521765
124,1402,11.521767
532,837,11.521768
1042,1347,11.521775
641,946,11.521784
465,770,11.521791
2,329,11.521796
1244,1549,11.521797
504,809,11.521800
908,1213,11.521804
243,570,11.521804
895,1200,11.521806
236,541,11.521807
806,1111,11.521809
168,473,11.521812
701,1006,11.521813
857,1162,11.521821
199,1477,11.521822
171,476,11.521832
461,766,11.521837
726,1053,11.521840
266,1544,11.521842
81,386,11.521844
1216,1521,11.521845
300,605,11.521847
96,401,11.521853
1206,1511,11.521856
140,1418,11.521863
294,1572,11.521864
146,1424,11.521867
318,623,11.521872
147,1425,11.521873
1110,1415,11.521873
848,1153,11.521875
349,654,11.521876
579,884,11.521877
704,1031,11.521877
63,368,11.521877
136,441,11.521882
341,646,11.521904
1256,1583,11.521908
254,1532,11.521911
432,737,11.521915
740,1045,11.521923
210,515,11.521930
305,610,11.521931
285,590,11.521954
958,1263,11.521955
995,1300,11.521956
1109,1414,11.521966
107,1385,11.521978
357,662,11.521979
751,1056,11.521985
969,1296,11.521985
713,1018,11.521987
143,448,11.521990
778,1083,11.521999
452,757,11.522012
802,1107,11.522019
526,831,11.522025
566,871,11.522039
294,599,11.522039
962,1267,11.522045
1255,1582,11.522047
449,754,11.522056
1164,1469,11.522056
659,964,11.522060
673,978,11.522066
159,1437,11.522071
286,613,11.522079
12,1290,11.522093
820,1125,11.522103
789,1094,11.522106
1,328,11.522112
335,640,11.522118
770,1097,11.522123
599,904,11.522129
397,724,11.522130
989,1294,11.522135
793,1120,11.522143
942,1247,11.522153
446,751,11.522154
284,589,11.522156
1040,1345,11.522159
1136,1441,11.522161
304,1582,11.522162
1181,1486,11.522164
1070,1375,11.522172
1143,1448,11.522174
773,1078,11.522175
33,1311,11.522178
769,1074,11.522180
5,1283,11.522182
149,1427,11.522184
626,931,11.522192
115,420,11.522193
431,736,11.522198
174,1430,11.522198
154,481,11.522202
838,1165,11.522202
479,784,11.522204
16,321,11.522208
310,637,11.522211
163,468,11.522212
170,475,11.522218
233,538,11.522225
396,723,11.522225
333,638,11.522230
89,416,11.522239
545,850,11.522241
920,1225,11.522243
692,997,11.522252
1108,1413,11.522257
646,951,11.522258
250,555,11.522259
803,1108,11.522263
180,485,11.522274
768,1073,11.522283
563,868,11.522298
273,1551,11.522305
974,1279,11.522310
494,799,11.522321
578,883,11.522323
180,1458,11.522325
376,703,11.522325
447,752,11.522328
601,906,11.522335
1018,1323,11.522337
225,530,11.522349
113,1391,11.522350
312,617,11.522351
108,413,11.522356
490,795,11.522359
839,1144,11.522361
194,499,11.522367
608,913,11.522367
1135,1440,11.522368
168,1446,11.522372
1067,1372,11.522379
499,804,11.522387
53,358,11.522388
179,484,11.522394
317,622,11.522394
596,923,11.522394
647,952,11.522405
1077,1382,11.522420
103,408,11.522421
214,1492,11.522425
441,768,11.522441
86,1342,11.522453
282,1560,11.522456
1225,1530,11.522466
1214,1519,11.522474
217,1495,11.522478
915,1220,11.522479
126,1404,11.522488
511,816,11.522489
22,349,11.522497
827,1132,11.522498
229,534,11.522498
961,1266,11.522500
188,493,11.522502
17,1295,11.522506
162,1440,11.522510
116,1394,11.522521
50,1328,11.522525
508,835,11.522528
330,657,11.522529
59,1337,11.522531
963,1268,11.522533
747,1052,11.522535
455,760,11.522549
244,571,11.522550
438,743,11.522560
1126,1431,11.522561
1271,1576,11.522565
985,1290,11.522571
1008,1313,11.522573
124,429,11.522575
1160,1465,11.522582
868,1173,11.522582
1240,1545,11.522587
131,1387,11.522588
184,1462,11.522602
261,1539,11.522614
164,1442,11.522617
76,1354,11.522623
1192,1497,11.522631
464,791,11.522643
655,960,11.522671
56,361,11.522675
183,488,11.522683
873,1178,11.522685
43,1299,11.522687
191,496,11.522697
271,576,11.522707
343,648,11.522708
1207,1512,11.522714
1062,1367,11.522717
223,1501,11.522731
680,985,11.522734
367,672,11.522734
1235,1540,11.522738
190,1468,11.522741
82,387,11.522757
33,338,11.522757
219,1475,11.522761
1093,1398,11.522764
356,661,11.522770
765,1070,11.522772
278,1556,11.522773
979,1284,11.522774
301,1579,11.522776
792,1119,11.522777
565,870,11.522791
1211,1538,11.522808
186,491,11.522827
916,1221,11.522834
536,841,11.522835
102,1380,11.522835
92,1370,11.522836
894,1199,11.522838
36,341,11.522845
1152,1457,11.522846
1178,1483,11.522851
418,745,11.522854
1123,1450,11.522893
1155,1460,11.522893
594,921,11.522898
610,915,11.522899
6,311,11.522899
47,1325,11.522913
338,643,11.522928
25,330,11.522934
41,346,11.522956
1090,1395,11.522956
633,938,11.522969
23,350,11.522978
203,508,11.522986
503,808,11.522990
712,1017,11.522991
1038,1343,11.522996
347,652,11.522996
1231,1536,11.523002
755,1060,11.523003
888,1193,11.523005
194,1472,11.523014
32,337,11.523015
943,1248,11.523017
383,688,11.523018
587,892,11.523018
590,895,11.523021
435,740,11.523023
14,1292,11.523025
1064,1369,11.523027
976,1281,11.523044
87,392,11.523044
855,1160,11.523049
1088,1393,11.523052
1031,1336,11.523054
119,1397,11.523064
1035,1362,11.523075
980,1285,11.523082
1223,1528,11.523084
602,907,11.523090
645,950,11.523091
653,958,11.523094
240,1496,11.523098
196,501,11.523113
924,1251,11.523113
887,1192,11.523114
249,1527,11.523116
822,1127,11.523128
686,991,11.523139
832,1137,11.523141
120,425,11.523148
61,366,11.523155
239,1517,11.523163
1224,1529,11.523176
912,1217,11.523186
25,1303,11.523189
485,812,11.523191
859,1186,11.523193
1237,1542,11.523197
734,1039,11.523199
800,1105,11.523207
1005,1310,11.523212
216,521,11.523227
1041,1346,11.523237
216,1494,11.523246
741,1046,11.523250
936,1241,11.523256
14,319,11.523276
1002,1307,11.523296
24,1302,11.523325
117,1395,11.523327
191,1469,11.523330
484,811,11.523331
100,1378,11.523336
1105,1410,11.523351
1076,1381,11.523355
175,480,11.523357
372,677,11.523362
794,1121,11.523366
1156,1461,11.523369
774,1079,11.523373
1193,1498,11.523376
780,1085,11.523376
271,1549,11.523382
416,721,11.523393
1028,1333,11.523396
881,1208,11.523399
757,1062,11.523408
991,1318,11.523418
200,527,11.523421
47,352,11.523424
941,1246,11.523425
161,466,11.523427
244,1522,11.523427
132,1410,11.523431
363,668,11.523431
264,1542,11.523445
498,803,11.523445
161,1439,11.523447
1102,1429,11.523459
891,1196,11.523464
1204,1509,11.523468
829,1134,11.523470
21,326,11.523479
84,1362,11.523481
486,813,11.523481
177,1455,11.523483
917,1222,11.523485
871,1176,11.523486
654,959,11.523489
609,914,11.523489
862,1167,11.523513
71,1349,11.523515
407,712,11.523530
481,786,11.523539
172,1450,11.523543
146,451,11.523547
39,344,11.523549
1009,1314,11.523550
763,1068,11.523554
539,844,11.523557
1004,1309,11.523563
234,539,11.523568
27,332,11.523574
893,1198,11.523576
205,510,11.523585
1007,1312,11.523596
1175,1480,11.523598
1063,1368,11.523608
183,1461,11.523608
1050,1355,11.523620
777,1082,11.523628
1059,1364,11.523633
677,982,11.523641
1248,1553,11.523644
907,1212,11.523647
1037,1342,11.523647
663,968,11.523656
91,396,11.523658
3,308,11.523671
947,1274,11.523677
1263,1568,11.523684
21,1277,11.523690
756,1061,11.523695
1020,1325,11.523697
749,1076,11.523698
925,1252,11.523701
4,309,11.523703
48,1326,11.523712
208,513,11.523713
267,572,11.523720
1046,1351,11.523722
247,1525,11.523722
58,363,11.523726
840,1145,11.523733
1188,1515,11.523736
1132,1437,11.523737
902,1229,11.523740
128,1406,11.523748
260,565,11.523762
844,1149,11.523771
836,1163,11.523779
440,767,11.523787
299,604,11.523792
44,1322,11.523798
572,899,11.523802
1258,1563,11.523805
519,824,11.523807
178,505,11.523814
554,859,11.523819
801,1106,11.523824
351,656,11.523841
923,1228,11.523848
772,1099,11.523854
233,1511,11.523861
1197,1502,11.523864
927,1232,11.523868
193,1471,11.523875
656,961,11.523885
1149,1454,11.523886
58,1336,11.523886
337,642,11.523909
693,998,11.523916
748,1075,11.523943
760,1065,11.523958
785,1090,11.523962
1116,1421,11.523964
904,1231,11.523966
323,628,11.523967
623,928,11.523974
352,679,11.523986
213,1491,11.523994
22,1300,11.523996
322,627,11.523998
1134,1439,11.523999
308,635,11.524005
1202,1507,11.524005
128,433,11.524006
205,1483,11.524016
627,932,11.524016
987,1292,11.524023
231,1509,11.524045
510,815,11.524047
93,1371,11.524065
30,1308,11.524088
198,525,11.524088
436,741,11.524089
269,574,11.524090
583,888,11.524090
185,1463,11.524096
546,851,11.524096
744,1049,11.524111
1228,1533,11.524111
66,1344,11.524131
380,685,11.524139
94,1372,11.524155
660,987,11.524165
26,331,11.524167
4,1282,11.524173
55,360,11.524186
73,1351,11.524191
948,1275,11.524199
172,477,11.524211
3,1281,11.524218
715,1020,11.524222
366,671,11.524231
1167,1494,11.524232
17,322,11.524261
377,682,11.524274
568,873,11.524279
182,487,11.524282
613,918,11.524284
910,1215,11.524291
1030,1335,11.524293
392,697,11.524294
932,1237,11.524296
861,1166,11.524297
1177,1482,11.524300
413,718,11.524301
293,598,11.524302
630,935,11.524304
381,686,11.524310
714,1019,11.524313
516,821,11.524313
46,1324,11.524318
666,971,11.524324
616,943,11.524336
625,930,11.524336
79,1357,11.524339
567,872,11.524341
215,1493,11.524347
700,1005,11.524360
1049,1354,11.524363
1251,1556,11.524368
918,1223,11.524369
202,507,11.524372
1015,1320,11.524377
398,725,11.524380
1079,1406,11.524385
57,362,11.524388
36,1314,11.524396
197,1453,11.524400
903,1230,11.524414
235,1513,11.524423
120,1398,11.524430
251,556,11.524431
204,509,11.524441
355,660,11.524442
230,535,11.524448
1096,1401,11.524449
1168,1495,11.524450
339,644,11.524455
104,409,11.524495
1210,1537,11.524496
219,524,11.524497
373,678,11.524506
899,1204,11.524509
275,1553,11.524512
689,994,11.524539
880,1207,11.524541
35,340,11.524545
955,1260,11.524550
371,676,11.524552
1055,1360,11.524564
389,694,11.524569
1073,1378,11.524569
164,469,11.524570
262,1518,11.524572
1071,1376,11.524574
314,619,11.524574
697,1002,11.524583
520,825,11.524583
1247,1552,11.524583
1117,1422,11.524616
83,388,11.524616
97,1375,11.524617
444,749,11.524625
530,857,11.524634
270,1548,11.524636
675,980,11.524638
723,1028,11.524640
425,730,11.524652
667,972,11.524673
1034,1361,11.524676
38,1316,11.524681
369,674,11.524688
83,1361,11.524690
650,955,11.524712
1199,1504,11.524713
1250,1555,11.524720
518,823,11.524724
1083,1388,11.524725
818,1123,11.524733
77,382,11.524743
1153,1458,11.524760
531,836,11.524769
1161,1466,11.524773
814,1141,11.524776
241,1497,11.524778
31,336,11.524780
648,953,11.524781
247,552,11.524788
997,1302,11.524792
513,818,11.524795
175,1431,11.524795
850,1155,11.524800
1184,1489,11.524816
209,514,11.524816
68,1346,11.524819
190,495,11.524821
730,1035,11.524823
469,774,11.524828
40,1318,11.524829
835,1140,11.524841
847,1152,11.524847
478,783,11.524867
112,439,11.524867
665,970,11.524887
983,1288,11.524892
501,806,11.524892
575,880,11.524932
72,1350,11.524933
521,826,11.524937
480,785,11.524938
483,788,11.524941
724,1029,11.524952
1000,1305,11.524962
70,1348,11.524967
297,602,11.524977
152,457,11.524986
824,1129,11.525003
275,580,11.525019
477,782,11.525019
1130,1435,11.525023
628,933,11.525027
834,1139,11.525041
226,1504,11.525050
1196,1501,11.525068
258,1536,11.525072
399,704,11.525075
1264,1569,11.525078
1203,1508,11.525079
73,378,11.525080
679,984,11.525083
224,529,11.525092
1065,1370,11.525100
1057,1384,11.525105
1243,1548,11.525122
1082,1387,11.525162
1,1279,11.525169
173,478,11.525178
981,1286,11.525185
886,1191,11.525189
737,1042,11.525200
167,472,11.525201
1220,1525,11.525214
1274,1579,11.525217
467,772,11.525231
220,1498,11.525255
192,497,11.525263
528,855,11.525276
833,1138,11.525280
1179,1484,11.525282
1145,1472,11.525300
118,423,11.525307
1128,1433,11.525318
319,624,11.525322
266,593,11.525324
856,1161,11.525326
1147,1452,11.525333
150,455,11.525338
223,528,11.525343
524,829,11.525345
1205,1510,11.525350
267,1545,11.525361
1021,1326,11.525372
276,1554,11.525378
28,1306,11.525386
74,1352,11.525400
320,625,11.525408
1154,1459,11.525408
123,1401,11.525415
19,1297,11.525440
309,636,11.525443
853,1158,11.525446
746,1051,11.525465
89,1367,11.525470
393,698,11.525473
542,847,11.525487
101,1379,11.525493
1218,1523,11.525499
690,995,11.525508
1039,1344,11.525513
1003,1308,11.525514
992,1319,11.525543
166,1444,11.525549
110,1388,11.525561
982,1287,11.525575
500,805,11.525578
50,355,11.525580
133,1411,11.525587
733,1038,11.525587
53,1331,11.525588
1006,1311,11.525625
1052,1357,11.525633
8,313,11.525646
75,380,11.525653
359,664,11.525654
113,418,11.525654
1072,1377,11.525656
708,1013,11.525665
286,1564,11.525708
279,1557,11.525722
155,482,11.525730
311,616,11.525735
795,1100,11.525741
278,583,11.525794
51,356,11.525796
324,629,11.525800
117,422,11.525812
28,333,11.525837
1144,1471,11.525839
1226,1531,11.525841
808,1113,11.525844
703,1008,11.525849
157,1435,11.525855
471,776,11.525857
739,1044,11.525874
68,395,11.525875
417,722,11.525883
874,1179,11.525884
540,845,11.525886
1212,1539,11.525886
112,1390,11.525893
189,1467,11.525900
618,945,11.525900
766,1071,11.525906
428,733,11.525920
487,792,11.525928
100,405,11.525929
787,1092,11.525929
1208,1513,11.525936
934,1239,11.525944
1081,1386,11.525945
237,1515,11.525965
784,1089,11.525974
1111,1416,11.526000
46,373,11.526000
870,1175,11.526004
1262,1567,11.526023
1151,1456,11.526028
1094,1399,11.526041
1115,1420,11.526052
43,348,11.526056
384,689,11.526060
332,659,11.526060
162,467,11.526062
1133,1438,11.526071
122,427,11.526078
139,1417,11.526082
877,1182,11.526098
671,976,11.526115
281,586,11.526123
754,1059,11.526133
187,1465,11.526134
302,1580,11.526146
6,1284,11.526158
195,500,11.526164
837,1164,11.526212
890,1195,11.526217
994,1299,11.526243
288,1566,11.526260
2,1280,11.526270
280,1558,11.526297
186,1464,11.526310
543,848,11.526311
204,1482,11.526313
998,1303,11.526326
687,992,11.526335
1129,1434,11.526342
913,1218,11.526343
470,775,11.526353
263,1519,11.526360
636,941,11.526364
1058,1385,11.526390
845,1150,11.526402
151,1429,11.526423
213,518,11.526439
342,647,11.526444
506,833,11.526447
668,973,11.526451
212,517,11.526452
1270,1575,11.526461
624,929,11.526480
422,727,11.526495
1252,1557,11.526505
1159,1464,11.526510
109,1365,11.526512
580,885,11.526525
826,1131,11.526548
169,1447,11.526554
476,781,11.526554
265,592,11.526563
929,1234,11.526570
892,1197,11.526576
173,1451,11.526581
560,865,11.526585
248,1526,11.526594
220,547,11.526595
971,1276,11.526606
395,700,11.526616
592,897,11.526617
1036,1363,11.526629
699,1004,11.526646
562,867,11.526652
252,557,11.526661
84,389,11.526665
709,1014,11.526667
87,1343,11.526668
248,553,11.526686
76,381,11.526695
42,1298,11.526707
931,1236,11.526708
15,320,11.526719
103,1381,11.526725
555,860,11.526743
549,854,11.526758
144,449,11.526758
129,1407,11.526761
281,1559,11.526765
221,1499,11.526796
935,1240,11.526798
561,866,11.526802
111,1389,11.526806
775,1080,11.526808
564,869,11.526810
20,325,11.526810
237,542,11.526817
1101,1428,11.526841
231,536,11.526848
170,1448,11.526859
1241,1546,11.526865
797,1102,11.526882
298,1576,11.526887
95,1373,11.526945
0,1278,11.526958
331,658,11.526968
20,1276,11.526980
466,771,11.527014
1098,1403,11.527017
637,942,11.527017
340,645,11.527038
197,502,11.527045
143,1421,11.527056
211,516,11.527064
1150,1455,11.527067
705,1032,11.527085
684,1011,11.527117
911,1216,11.527169
131,436,11.527173
597,902,11.527175
1232,1559,11.527190
193,498,11.527192
1032,1337,11.527195
954,1259,11.527221
889,1194,11.527245
1201,1506,11.527266
360,665,11.527277
433,738,11.527319
264,591,11.527343
639,966,11.527348
698,1003,11.527353
121,426,11.527367
179,1457,11.527369
1078,1405,11.527394
423,728,11.527413
291,596,11.527425
1219,1524,11.527432
64,369,11.527434
230,1508,11.527434
215,520,11.527438
208,1486,11.527466
242,569,11.527471
851,1156,11.527478
586,891,11.527489
200,1478,11.527493
198,1476,11.527494
62,367,11.527545
883,1188,11.527563
1238,1543,11.527595
807,1112,11.527599
256,1534,11.527607
250,1528,11.527611
986,1291,11.527627
23,1301,11.527630
1227,1532,11.527647
558,863,11.527655
44,371,11.527668
153,1409,11.527697
123,428,11.527743
1162,1467,11.527746
946,1273,11.527766
707,1012,11.527777
990,1317,11.527779
167,1445,11.527784
