sat_i,sat_j,min_dist_km
171,280,0.816692
1286,1395,0.816975
1084,1193,0.817052
578,687,0.817129
821,930,0.817596
953,1062,0.817734
153,262,0.817961
66,1540,0.818025
699,808,0.818072
1044,1153,0.818102
1137,1246,0.818145
1236,1345,0.818179
1048,1157,0.818226
1453,1562,0.818243
549,658,0.818392
229,338,0.818463
1378,1487,0.818562
822,931,0.818998
877,986,0.819157
647,756,0.819189
918,1027,0.819559
691,800,0.819643
783,892,0.819644
788,897,0.819766
1445,1554,0.819939
1265,1374,0.820023
828,937,0.820042
1389,1498,0.820092
989,1098,0.820139
520,629,0.820296
73,1547,0.820300
1393,1502,0.820341
376,485,0.820413
298,407,0.820508
897,1006,0.820789
502,611,0.821218
439,548,0.821313
794,903,0.821346
250,359,0.821355
57,1531,0.821912
434,543,0.822013
545,654,0.822189
968,1099,0.822300
608,717,0.822343
673,782,0.822462
1246,1355,0.822723
68,177,0.822774
103,212,0.823080
506,637,0.823308
851,960,0.823436
1433,1542,0.823540
728,837,0.823678
400,509,0.823740
1253,1362,0.823760
869,978,0.824028
692,801,0.824075
1302,1411,0.824140
682,813,0.824154
139,248,0.824662
535,644,0.824832
70,1544,0.824897
1099,1208,0.825163
388,497,0.825179
453,562,0.825188
44,1518,0.825201
769,878,0.825395
471,580,0.825403
839,948,0.826077
19,128,0.826263
1040,1149,0.826730
581,690,0.826775
166,275,0.826791
1324,1433,0.827032
749,858,0.827202
313,422,0.827271
1400,1509,0.827467
675,784,0.827617
930,1039,0.827653
482,591,0.827703
1096,1205,0.827735
1218,1327,0.827859
776,885,0.827901
629,738,0.828085
13,1487,0.828195
1008,1117,0.828198
9,118,0.828671
602,711,0.828687
1373,1482,0.829019
949,1058,0.829082
324,433,0.829165
747,856,0.829289
1104,1213,0.829706
455,564,0.830150
619,728,0.830271
1155,1264,0.830444
37,1511,0.830466
2,111,0.830486
84,1558,0.831099
251,360,0.831218
286,417,0.831588
93,1567,0.831761
1169,1278,0.831978
270,379,0.832198
479,588,0.832365
1467,1576,0.833212
31,140,0.833413
1024,1133,0.833814
30,1504,0.834019
156,265,0.834469
259,368,0.834835
373,482,0.834906
1342,1473,0.835432
333,442,0.835708
1338,1447,0.837477
39,148,0.837897
1195,1304,0.838397
894,1003,0.839155
722,831,0.839401
820,929,0.839562
975,1084,0.840616
325,434,0.840660
1041,1150,0.841442
1243,1352,0.842073
1118,1227,0.842215
1089,1198,0.842262
472,581,0.842477
104,213,0.842827
755,864,0.843435
1188,1319,0.843848
1071,1180,0.843941
123,232,0.844798
186,295,0.844928
1340,1449,0.845670
46,1520,0.845881
1357,1466,0.846378
130,239,0.847100
1438,1547,0.847360
253,362,0.848264
1420,1529,0.848502
19,1493,0.849633
106,215,0.850195
600,709,0.850974
593,702,0.851423
1171,1280,0.851741
204,313,0.852507
1273,1382,0.852816
626,735,0.856540
424,533,0.857566
553,662,0.857677
1390,1499,0.858868
85,1559,0.859010
406,515,0.859401
942,1051,0.861311
902,1033,0.862841
277,386,0.864075
1122,1253,0.866700
1291,1400,0.867098
57,166,0.872883
773,882,0.883090
242,1066,10.350412
185,1009,10.350424
385,1144,10.350427
542,1344,10.350441
475,1234,10.350452
678,1480,10.350452
28,809,10.350453
742,1501,10.350453
275,1099,10.350454
118,899,10.350457
632,1434,10.350466
107,866,10.350472
712,1493,10.350496
442,1223,10.350500
8,832,10.350519
652,1411,10.350541
512,1336,10.350558
614,1373,10.350558
414,1216,10.350568
641,1422,10.350581
88,869,10.350589
137,918,10.350600
294,1118,10.350617
208,989,10.350640
186,967,10.350652
599,1423,10.350682
54,878,10.350714
690,1471,10.350718
355,1136,10.350721
452,1254,10.350723
235,994,10.350735
709,1490,10.350741
578,1359,10.350743
231,1055,10.350744
343,1145,10.350748
490,1314,10.350749
686,1510,10.350794
539,1363,10.350796
35,837,10.350816
574,1398,10.350822
257,1016,10.350825
382,1163,10.350829
270,1051,10.350840
266,1090,10.350845
39,798,10.350858
441,1265,10.350861
365,1167,10.350865
749,1573,10.350873
123,882,10.350884
782,1541,10.350888
245,1069,10.350898
799,1580,10.350914
84,886,10.350926
155,979,10.350938
761,1520,10.350964
474,1233,10.350969
313,1094,10.350981
743,1545,10.351003
621,1402,10.351014
174,933,10.351038
295,1076,10.351040
747,1506,10.351066
127,929,10.351095
435,1237,10.351103
494,1275,10.351112
13,772,10.351121
730,1554,10.351151
254,1013,10.351153
197,956,10.351156
573,1354,10.351163
160,941,10.351164
20,779,10.351171
119,943,10.351173
431,1190,10.351180
482,1241,10.351186
166,925,10.351188
21,780,10.351191
128,930,10.351199
5,786,10.351199
810,1569,10.351209
635,1394,10.351211
168,927,10.351228
321,1080,10.351231
395,1197,10.351236
565,1324,10.351239
57,859,10.351259
154,935,10.351268
509,1333,10.351285
427,1251,10.351288
328,1087,10.351312
323,1082,10.351330
378,1202,10.351371
332,1156,10.351377
478,1237,10.351379
625,1449,10.351379
238,997,10.351380
622,1403,10.351385
7,788,10.351390
633,1435,10.351398
327,1086,10.351401
625,1406,10.351414
309,1090,10.351470
439,1198,10.351485
445,1226,10.351491
329,1088,10.351496
315,1096,10.351496
463,1287,10.351501
790,1549,10.351518
419,1243,10.351533
272,1096,10.351536
333,1114,10.351541
95,919,10.351542
532,1313,10.351553
422,1246,10.351556
470,1251,10.351565
772,1553,10.351567
66,847,10.351581
306,1065,10.351593
588,1390,10.351594
147,949,10.351600
125,927,10.351611
38,840,10.351611
543,1302,10.351618
561,1385,10.351620
735,1559,10.351641
74,855,10.351652
689,1513,10.351665
265,1046,10.351666
392,1194,10.351683
162,943,10.351698
87,889,10.351704
411,1213,10.351707
619,1443,10.351707
617,1441,10.351730
468,1249,10.351762
780,1561,10.351764
659,1461,10.351781
663,1444,10.351786
629,1388,10.351787
549,1351,10.351803
681,1483,10.351804
380,1204,10.351805
196,998,10.351805
131,890,10.351809
274,1098,10.351811
722,1524,10.351812
696,1498,10.351812
233,1035,10.351822
19,778,10.351824
117,941,10.351828
84,843,10.351830
529,1310,10.351838
231,990,10.351856
86,888,10.351857
464,1288,10.351862
182,1006,10.351885
378,1159,10.351886
741,1500,10.351912
547,1306,10.351918
582,1406,10.351927
739,1498,10.351940
694,1453,10.351952
640,1464,10.351952
478,1280,10.351954
617,1398,10.351961
462,1243,10.351983
39,841,10.351985
572,1353,10.351992
633,1392,10.352002
186,1010,10.352017
333,1157,10.352047
15,774,10.352072
502,1304,10.352073
466,1247,10.352083
649,1473,10.352095
425,1206,10.352100
476,1235,10.352101
774,1555,10.352107
37,796,10.352113
70,894,10.352125
184,965,10.352127
331,1112,10.352137
500,1259,10.352144
647,1428,10.352147
794,1575,10.352148
139,963,10.352149
286,1110,10.352149
455,1257,10.352152
602,1426,10.352158
651,1453,10.352185
264,1088,10.352190
61,820,10.352194
44,825,10.352211
472,1296,10.352231
278,1037,10.352240
453,1212,10.352263
719,1521,10.352285
610,1412,10.352303
611,1370,10.352317
600,1381,10.352322
158,939,10.352328
464,1245,10.352334
284,1043,10.352398
769,1528,10.352400
524,1283,10.352405
280,1082,10.352422
505,1264,10.352434
113,937,10.352463
404,1185,10.352489
92,916,10.352501
786,1545,10.352509
667,1448,10.352526
12,814,10.352547
520,1279,10.352568
317,1141,10.352597
627,1451,10.352601
637,1396,10.352616
261,1063,10.352628
159,983,10.352638
98,922,10.352641
433,1235,10.352642
470,1294,10.352646
586,1345,10.352648
373,1132,10.352666
631,1390,10.352676
106,908,10.352678
124,883,10.352756
218,1020,10.352758
271,1052,10.352760
776,1557,10.352765
317,1098,10.352767
547,1349,10.352782
408,1210,10.352785
328,1130,10.352806
204,985,10.352815
347,1106,10.352829
309,1133,10.352861
736,1560,10.352870
418,1199,10.352891
631,1433,10.352906
24,848,10.352929
768,1570,10.352934
193,995,10.352960
623,1404,10.352966
733,1514,10.352967
133,957,10.352968
325,1127,10.352973
555,1379,10.352976
57,816,10.353007
324,1126,10.353010
421,1245,10.353018
475,1277,10.353057
601,1425,10.353075
701,1460,10.353075
589,1391,10.353093
305,1107,10.353095
587,1346,10.353159
454,1256,10.353170
580,1404,10.353178
340,1164,10.353178
131,933,10.353197
724,1526,10.353205
201,1025,10.353207
748,1572,10.353219
250,1031,10.353233
669,1493,10.353238
103,862,10.353275
729,1553,10.353296
480,1282,10.353296
78,880,10.353309
170,929,10.353309
562,1321,10.353331
221,1002,10.353346
511,1292,10.353353
700,1502,10.353393
622,1446,10.353400
420,1244,10.353416
364,1123,10.353452
90,871,10.353478
223,1047,10.353479
397,1178,10.353491
307,1109,10.353492
204,1028,10.353494
502,1261,10.353496
522,1324,10.353502
144,946,10.353515
396,1177,10.353519
319,1078,10.353522
374,1155,10.353542
778,1559,10.353563
734,1515,10.353573
167,926,10.353579
487,1311,10.353595
715,1539,10.353604
680,1439,10.353610
136,917,10.353614
170,972,10.353615
627,1386,10.353668
225,1049,10.353669
176,1000,10.353702
698,1457,10.353736
11,770,10.353769
784,1543,10.353778
583,1407,10.353785
727,1551,10.353788
353,1177,10.353792
298,1057,10.353794
259,1018,10.353798
592,1351,10.353809
25,806,10.353818
783,1542,10.353827
273,1097,10.353831
282,1084,10.353831
802,1583,10.353838
10,791,10.353842
290,1114,10.353849
29,853,10.353865
426,1207,10.353871
217,976,10.353892
239,1041,10.353897
143,967,10.353899
351,1153,10.353901
257,1059,10.353909
156,980,10.353946
27,851,10.353948
323,1125,10.353963
1,782,10.353968
148,907,10.353979
159,940,10.353999
111,935,10.354007
278,1080,10.354016
708,1532,10.354024
344,1103,10.354024
138,962,10.354027
394,1196,10.354043
566,1325,10.354064
345,1147,10.354069
791,1550,10.354075
770,1551,10.354077
371,1173,10.354081
226,1050,10.354088
202,1026,10.354097
206,1030,10.354105
121,945,10.354107
162,986,10.354113
316,1140,10.354124
404,1228,10.354137
79,881,10.354143
311,1135,10.354167
406,1187,10.354171
568,1370,10.354204
283,1085,10.354207
656,1458,10.354222
3,827,10.354239
305,1064,10.354275
401,1182,10.354286
169,971,10.354302
228,1052,10.354311
88,912,10.354319
126,928,10.354329
459,1261,10.354391
157,938,10.354391
115,896,10.354420
541,1343,10.354426
501,1303,10.354433
59,861,10.354435
69,850,10.354451
462,1286,10.354452
114,938,10.354455
195,997,10.354459
591,1393,10.354470
795,1576,10.354502
788,1547,10.354502
798,1579,10.354521
553,1377,10.354524
26,850,10.354524
81,883,10.354526
684,1465,10.354538
762,1521,10.354551
47,828,10.354570
553,1334,10.354601
123,925,10.354632
48,829,10.354657
504,1306,10.354662
590,1392,10.354699
140,964,10.354711
527,1286,10.354721
560,1341,10.354739
434,1193,10.354742
635,1437,10.354753
793,1574,10.354763
518,1320,10.354773
516,1297,10.354774
430,1232,10.354777
714,1495,10.354778
55,879,10.354800
707,1488,10.354803
688,1512,10.354814
325,1084,10.354840
77,836,10.354871
234,1036,10.354878
781,1540,10.354902
13,815,10.354910
757,1581,10.354912
1,825,10.354930
694,1496,10.354954
425,1249,10.354956
713,1494,10.354967
375,1199,10.354974
615,1374,10.354977
693,1452,10.354977
68,849,10.354979
492,1316,10.354984
551,1375,10.355023
647,1471,10.355033
326,1085,10.355056
399,1223,10.355063
619,1400,10.355070
22,803,10.355072
722,1481,10.355096
445,1269,10.355118
472,1253,10.355123
567,1326,10.355128
750,1531,10.355138
9,833,10.355162
107,909,10.355171
358,1139,10.355174
117,898,10.355191
76,857,10.355203
243,1067,10.355208
452,1211,10.355213
0,824,10.355220
164,988,10.355225
129,931,10.355232
172,974,10.355256
648,1429,10.355272
63,865,10.355287
342,1144,10.355332
423,1204,10.355339
765,1524,10.355346
558,1382,10.355385
702,1504,10.355390
483,1242,10.355412
673,1475,10.355417
115,939,10.355421
674,1433,10.355429
398,1179,10.355483
281,1040,10.355483
703,1462,10.355504
634,1393,10.355543
606,1408,10.355545
551,1332,10.355547
172,931,10.355548
223,1004,10.355589
736,1517,10.355593
79,838,10.355596
429,1253,10.355605
671,1430,10.355656
45,869,10.355659
253,1077,10.355669
466,1290,10.355671
646,1427,10.355689
614,1416,10.355691
493,1317,10.355693
651,1410,10.355694
154,978,10.355698
537,1318,10.355703
412,1214,10.355705
500,1302,10.355706
15,817,10.355727
660,1484,10.355733
623,1447,10.355741
35,794,10.355750
178,959,10.355762
156,937,10.355765
413,1172,10.355765
210,1012,10.355783
658,1460,10.355793
268,1092,10.355794
287,1111,10.355795
753,1534,10.355829
302,1104,10.355829
251,1032,10.355837
473,1232,10.355843
390,1149,10.355851
270,1094,10.355871
480,1239,10.355874
533,1314,10.355901
237,996,10.355904
386,1145,10.355906
702,1461,10.355920
489,1313,10.355924
239,998,10.355936
25,849,10.355964
392,1151,10.355968
52,876,10.355982
298,1100,10.355989
70,851,10.355991
572,1396,10.356006
194,996,10.356033
682,1506,10.356072
703,1505,10.356072
691,1515,10.356090
456,1258,10.356125
341,1165,10.356128
386,1188,10.356131
630,1389,10.356140
191,950,10.356156
252,1076,10.356166
710,1491,10.356168
535,1359,10.356180
104,863,10.356187
577,1401,10.356188
531,1355,10.356195
665,1489,10.356197
96,920,10.356209
76,900,10.356209
58,860,10.356214
465,1246,10.356244
112,893,10.356247
488,1312,10.356248
49,873,10.356269
184,1008,10.356270
659,1418,10.356283
214,1016,10.356297
388,1190,10.356316
539,1298,10.356336
718,1477,10.356347
314,1095,10.356357
108,867,10.356388
657,1459,10.356396
457,1216,10.356413
446,1227,10.356422
599,1380,10.356444
758,1539,10.356451
428,1209,10.356455
639,1463,10.356467
315,1139,10.356478
17,819,10.356480
241,1043,10.356482
649,1408,10.356489
43,845,10.356498
227,1008,10.356516
213,972,10.356518
716,1518,10.356530
544,1346,10.356539
678,1437,10.356557
23,804,10.356571
720,1522,10.356589
550,1374,10.356632
664,1445,10.356633
336,1117,10.356634
254,1056,10.356655
319,1143,10.356677
72,896,10.356678
240,999,10.356686
686,1467,10.356692
471,1295,10.356701
589,1348,10.356706
37,839,10.356731
211,970,10.356761
620,1401,10.356762
192,951,10.356777
276,1035,10.356781
499,1258,10.356792
737,1561,10.356833
194,953,10.356834
498,1300,10.356836
677,1436,10.356854
99,923,10.356861
569,1371,10.356862
288,1069,10.356872
533,1357,10.356887
226,1007,10.356902
727,1508,10.356907
448,1272,10.356921
276,1078,10.356965
596,1377,10.356969
650,1452,10.356972
806,1565,10.356977
284,1086,10.356985
501,1260,10.356994
318,1099,10.356997
339,1120,10.357013
361,1185,10.357016
552,1333,10.357022
31,855,10.357032
9,790,10.357053
534,1358,10.357053
513,1337,10.357104
741,1543,10.357157
373,1175,10.357170
580,1361,10.357170
400,1224,10.357180
682,1463,10.357203
38,797,10.357237
255,1014,10.357268
439,1241,10.357269
486,1267,10.357283
19,821,10.357328
753,1577,10.357330
178,1002,10.357353
420,1201,10.357355
372,1131,10.357355
655,1414,10.357359
249,1030,10.357368
203,984,10.357372
534,1315,10.357373
504,1263,10.357399
134,915,10.357437
433,1192,10.357471
47,871,10.357475
338,1119,10.357487
396,1220,10.357488
151,910,10.357494
105,907,10.357501
522,1281,10.357509
301,1103,10.357525
24,805,10.357527
767,1569,10.357565
173,932,10.357577
264,1045,10.357593
347,1149,10.357653
188,947,10.357671
670,1451,10.357717
335,1116,10.357721
559,1383,10.357733
331,1155,10.357737
761,1563,10.357738
96,877,10.357747
721,1480,10.357747
576,1400,10.357768
171,930,10.357796
437,1239,10.357811
205,1029,10.357821
789,1548,10.357823
508,1332,10.357823
136,960,10.357838
387,1146,10.357844
244,1025,10.357852
82,841,10.357863
357,1181,10.357867
7,831,10.357867
687,1468,10.357870
182,963,10.357886
494,1318,10.357929
672,1431,10.357944
490,1271,10.357948
768,1527,10.357980
598,1422,10.358016
330,1111,10.358061
387,1189,10.358139
370,1172,10.358179
563,1322,10.358180
3,784,10.358180
641,1465,10.358180
50,874,10.358191
384,1165,10.358197
525,1284,10.358233
476,1278,10.358263
151,953,10.358271
586,1388,10.358277
237,1039,10.358286
71,852,10.358294
291,1115,10.358303
199,1023,10.358306
754,1535,10.358307
341,1100,10.358308
335,1159,10.358314
751,1575,10.358339
246,1070,10.358356
517,1276,10.358371
636,1395,10.358373
53,834,10.358374
603,1427,10.358385
604,1385,10.358391
436,1238,10.358394
402,1226,10.358397
129,888,10.358400
29,810,10.358404
249,1073,10.358405
746,1548,10.358466
53,877,10.358496
509,1290,10.358509
415,1174,10.358525
27,808,10.358537
12,771,10.358548
777,1558,10.358577
176,957,10.358599
279,1038,10.358611
2,783,10.358633
506,1287,10.358651
145,904,10.358661
751,1532,10.358676
677,1479,10.358724
485,1266,10.358732
311,1092,10.358748
431,1233,10.358755
366,1168,10.358755
406,1230,10.358757
32,856,10.358763
345,1104,10.358765
724,1483,10.358820
216,975,10.358823
546,1305,10.358825
607,1409,10.358829
381,1205,10.358834
219,1021,10.358838
299,1058,10.358859
492,1273,10.358899
571,1330,10.358929
763,1565,10.358932
423,1247,10.358961
71,895,10.358973
639,1420,10.359002
168,970,10.359003
491,1272,10.359016
369,1128,10.359019
594,1418,10.359025
258,1060,10.359029
112,936,10.359033
760,1519,10.359054
808,1567,10.359072
447,1271,10.359086
153,955,10.359110
300,1102,10.359114
320,1079,10.359118
738,1540,10.359158
449,1230,10.359168
508,1289,10.359182
575,1356,10.359198
621,1445,10.359209
595,1419,10.359214
733,1557,10.359238
353,1134,10.359245
729,1510,10.359255
405,1186,10.359285
240,1042,10.359319
215,974,10.359325
669,1450,10.359348
760,1562,10.359355
711,1492,10.359397
125,884,10.359403
384,1208,10.359451
64,823,10.359453
692,1473,10.359473
183,964,10.359484
312,1136,10.359485
636,1438,10.359501
643,1467,10.359503
503,1305,10.359516
401,1225,10.359545
648,1472,10.359551
787,1546,10.359605
332,1113,10.359643
581,1362,10.359648
216,1018,10.359652
330,1154,10.359661
4,785,10.359664
380,1161,10.359703
564,1323,10.359712
65,824,10.359725
141,922,10.359727
359,1140,10.359757
661,1485,10.359760
449,1273,10.359764
352,1176,10.359802
701,1503,10.359811
570,1329,10.359827
91,915,10.359836
731,1512,10.359898
31,812,10.359938
362,1143,10.359961
720,1479,10.359968
233,992,10.359979
805,1564,10.360019
224,1005,10.360020
488,1269,10.360039
395,1154,10.360042
565,1367,10.360043
708,1489,10.360070
523,1282,10.360099
190,992,10.360099
584,1386,10.360143
438,1197,10.360166
287,1068,10.360181
89,913,10.360230
259,1061,10.360232
745,1547,10.360303
526,1328,10.360341
474,1276,10.360343
185,966,10.360354
255,1057,10.360382
370,1129,10.360390
467,1291,10.360395
281,1083,10.360402
626,1450,10.360403
519,1278,10.360416
269,1050,10.360421
56,815,10.360424
139,920,10.360433
16,818,10.360442
166,968,10.360444
676,1435,10.360479
662,1443,10.360488
606,1365,10.360490
796,1577,10.360493
583,1342,10.360522
133,914,10.360533
80,839,10.360566
49,830,10.360607
148,950,10.360617
608,1410,10.360663
645,1469,10.360665
402,1183,10.360665
604,1428,10.360680
582,1363,10.360680
273,1054,10.360683
578,1402,10.360719
105,864,10.360736
234,993,10.360752
540,1299,10.360767
613,1372,10.360812
416,1175,10.360813
212,971,10.360835
460,1262,10.360852
21,823,10.360905
571,1373,10.360909
456,1215,10.360937
654,1413,10.360939
41,800,10.360942
497,1299,10.360954
97,878,10.360973
132,956,10.360981
160,984,10.361030
343,1102,10.361030
36,795,10.361051
658,1417,10.361078
515,1339,10.361085
193,952,10.361160
592,1394,10.361207
277,1079,10.361211
196,955,10.361213
67,848,10.361214
603,1384,10.361239
149,908,10.361290
320,1122,10.361309
706,1530,10.361323
200,981,10.361325
130,932,10.361338
329,1131,10.361355
68,892,10.361373
705,1529,10.361404
214,973,10.361418
624,1448,10.361430
704,1485,10.361430
637,1439,10.361439
755,1579,10.361439
618,1399,10.361443
601,1382,10.361457
351,1110,10.361474
200,1024,10.361483
229,1010,10.361487
495,1319,10.361490
44,868,10.361504
356,1137,10.361541
705,1486,10.361560
535,1316,10.361596
327,1129,10.361597
292,1073,10.361620
454,1213,10.361625
346,1148,10.361713
754,1578,10.361765
368,1170,10.361802
85,844,10.361831
481,1283,10.361838
451,1275,10.361838
531,1312,10.361887
302,1061,10.361921
726,1507,10.361927
428,1252,10.361939
618,1442,10.361973
801,1582,10.361994
260,1062,10.362026
363,1122,10.362072
644,1468,10.362101
414,1173,10.362108
285,1044,10.362132
457,1259,10.362149
675,1434,10.362168
521,1323,10.362173
361,1142,10.362181
173,975,10.362235
520,1322,10.362252
152,911,10.362262
177,1001,10.362270
108,910,10.362275
377,1158,10.362305
121,880,10.362306
164,945,10.362310
461,1220,10.362373
272,1053,10.362390
87,846,10.362393
354,1135,10.362437
183,1007,10.362457
397,1221,10.362527
750,1574,10.362611
683,1507,10.362623
607,1366,10.362650
201,982,10.362703
102,904,10.362743
122,924,10.362755
243,1024,10.362758
444,1225,10.362762
731,1555,10.362773
499,1301,10.362798
102,861,10.362817
165,989,10.362829
415,1217,10.362838
405,1229,10.362855
103,905,10.362859
747,1549,10.362864
579,1403,10.362935
665,1446,10.362940
225,1006,10.362941
158,982,10.362978
574,1355,10.363029
48,872,10.363029
40,799,10.363065
730,1511,10.363084
548,1350,10.363090
359,1183,10.363096
146,948,10.363097
232,991,10.363112
479,1281,10.363128
74,898,10.363143
4,828,10.363168
188,990,10.363170
189,948,10.363175
111,892,10.363192
608,1367,10.363195
676,1478,10.363221
174,976,10.363245
756,1537,10.363253
360,1141,10.363329
579,1360,10.363338
260,1019,10.363376
393,1152,10.363380
536,1317,10.363452
83,885,10.363464
179,1003,10.363498
110,934,10.363538
403,1227,10.363551
252,1033,10.363552
695,1497,10.363571
515,1296,10.363575
570,1372,10.363577
477,1279,10.363590
555,1336,10.363638
575,1399,10.363655
90,914,10.363666
803,1562,10.363674
528,1352,10.363686
739,1541,10.363687
209,968,10.363697
744,1503,10.363744
46,827,10.363793
493,1274,10.363916
316,1097,10.363940
496,1298,10.363953
187,1011,10.363988
247,1028,10.364047
755,1536,10.364090
681,1440,10.364104
670,1494,10.364136
303,1062,10.364148
407,1231,10.364158
303,1105,10.364169
763,1522,10.364177
56,858,10.364177
700,1459,10.364192
268,1049,10.364230
725,1484,10.364248
532,1356,10.364266
467,1248,10.364335
169,928,10.364348
348,1150,10.364367
764,1566,10.364448
545,1304,10.364455
14,773,10.364477
258,1017,10.364488
11,835,10.364493
206,987,10.364504
337,1161,10.364514
514,1338,10.364535
584,1343,10.364569
450,1274,10.364593
295,1119,10.364645
517,1341,10.364665
217,1019,10.364690
657,1416,10.364692
596,1420,10.364743
313,1137,10.364806
432,1191,10.364808
743,1502,10.364809
14,816,10.364811
549,1308,10.364811
334,1158,10.364823
436,1195,10.364858
437,1196,10.364877
297,1056,10.364892
561,1320,10.364945
668,1492,10.364950
523,1325,10.364950
713,1537,10.364952
150,952,10.364968
813,1572,10.364989
267,1091,10.365012
536,1360,10.365021
512,1293,10.365036
542,1301,10.365050
417,1176,10.365061
100,902,10.365063
756,1580,10.365075
709,1533,10.365100
717,1519,10.365107
78,837,10.365173
113,894,10.365179
389,1148,10.365219
286,1067,10.365243
230,1011,10.365262
54,835,10.365323
616,1440,10.365327
468,1292,10.365344
230,1054,10.365345
566,1368,10.365348
33,792,10.365360
91,872,10.365378
363,1187,10.365400
110,891,10.365420
23,847,10.365444
140,921,10.365447
141,965,10.365480
144,903,10.365533
744,1546,10.365559
652,1454,10.365565
86,845,10.365576
126,885,10.365583
354,1178,10.365613
212,1014,10.365619
119,900,10.365687
692,1516,10.365718
65,867,10.365719
585,1344,10.365754
419,1200,10.365778
376,1157,10.365801
30,854,10.365859
609,1368,10.365940
365,1124,10.365959
293,1117,10.365990
638,1419,10.366090
381,1162,10.366094
207,988,10.366101
62,821,10.366108
712,1536,10.366114
247,1071,10.366120
666,1447,10.366150
450,1231,10.366200
17,776,10.366202
507,1288,10.366241
288,1112,10.366328
728,1509,10.366344
296,1077,10.366379
127,886,10.366390
766,1525,10.366397
30,811,10.366398
280,1039,10.366420
461,1263,10.366423
122,881,10.366457
407,1166,10.366463
10,834,10.366492
20,822,10.366501
94,875,10.366507
594,1375,10.366541
498,1257,10.366542
581,1405,10.366584
660,1441,10.366635
432,1234,10.366654
459,1218,10.366654
116,897,10.366676
73,897,10.366683
340,1121,10.366726
163,987,10.366727
134,958,10.366734
642,1466,10.366737
350,1152,10.366806
218,977,10.366869
80,882,10.366883
93,874,10.366934
662,1486,10.366979
83,842,10.367122
85,887,10.367146
368,1127,10.367147
394,1153,10.367151
388,1147,10.367154
150,909,10.367190
613,1415,10.367205
45,826,10.367217
809,1568,10.367242
804,1563,10.367253
416,1218,10.367265
679,1438,10.367310
98,879,10.367320
435,1194,10.367355
629,1431,10.367388
187,946,10.367408
548,1307,10.367463
554,1378,10.367464
653,1455,10.367482
40,842,10.367486
282,1041,10.367650
356,1180,10.367675
42,801,10.367694
717,1476,10.367732
5,829,10.367824
100,859,10.367859
558,1339,10.367880
161,942,10.367963
424,1248,10.367966
718,1520,10.367972
507,1331,10.368038
489,1270,10.368081
379,1160,10.368093
245,1026,10.368117
640,1421,10.368127
391,1150,10.368233
666,1490,10.368263
167,969,10.368263
557,1338,10.368272
785,1544,10.368278
213,1015,10.368336
75,899,10.368428
748,1529,10.368459
563,1365,10.368504
236,995,10.368534
697,1499,10.368581
745,1504,10.368654
482,1284,10.368673
269,1093,10.368707
667,1491,10.368708
440,1221,10.368715
738,1497,10.368721
726,1550,10.368754
674,1476,10.368785
6,787,10.368793
143,902,10.368818
138,919,10.368838
266,1047,10.368869
307,1066,10.368892
192,994,10.368950
538,1319,10.368967
304,1106,10.368979
471,1252,10.368984
412,1171,10.369024
250,1074,10.369067
369,1171,10.369081
321,1123,10.369176
220,1044,10.369194
41,843,10.369256
274,1055,10.369300
518,1277,10.369443
728,1552,10.369496
588,1347,10.369547
593,1395,10.369590
66,890,10.369636
762,1564,10.369644
142,923,10.369715
484,1308,10.369717
60,819,10.369753
339,1163,10.369796
654,1456,10.369836
460,1219,10.369841
710,1534,10.369842
680,1482,10.369857
714,1538,10.369896
628,1430,10.369945
427,1208,10.369970
67,891,10.370127
314,1138,10.370180
562,1364,10.370205
101,903,10.370237
429,1188,10.370266
367,1169,10.370288
32,813,10.370314
525,1327,10.370327
510,1291,10.370336
364,1166,10.370419
757,1538,10.370450
374,1198,10.370488
227,1051,10.370500
543,1345,10.370530
506,1330,10.370603
486,1310,10.370607
690,1514,10.370625
735,1516,10.370685
411,1170,10.370721
765,1567,10.370739
723,1525,10.370742
232,1034,10.370763
180,961,10.370898
699,1501,10.370945
198,1022,10.371067
36,838,10.371117
308,1089,10.371163
346,1105,10.371194
199,980,10.371221
440,1264,10.371365
655,1457,10.371381
725,1527,10.371498
519,1321,10.371537
541,1300,10.371548
220,1001,10.371626
683,1464,10.371712
379,1203,10.371719
527,1329,10.371741
552,1376,10.371761
18,820,10.371800
51,875,10.371808
408,1167,10.371874
688,1469,10.371919
646,1470,10.371926
689,1470,10.371959
545,1347,10.371997
43,802,10.372114
615,1417,10.372241
483,1285,10.372261
33,857,10.372350
262,1021,10.372397
221,1045,10.372398
421,1202,10.372405
706,1487,10.372509
310,1134,10.372580
89,870,10.372582
434,1236,10.372776
190,949,10.372803
180,1004,10.372840
576,1357,10.373016
443,1224,10.373034
256,1058,10.373079
645,1426,10.373120
2,826,10.373155
559,1340,10.373166
59,818,10.373233
279,1081,10.373298
263,1022,10.373314
349,1151,10.373393
337,1118,10.373446
308,1132,10.373572
399,1180,10.373620
767,1526,10.373646
511,1335,10.373652
120,944,10.373671
463,1244,10.373693
656,1415,10.373740
242,1023,10.373759
672,1474,10.373861
360,1184,10.373873
241,1000,10.373902
58,817,10.373940
161,985,10.373940
484,1265,10.374040
203,1027,10.374103
101,860,10.374204
668,1449,10.374232
487,1268,10.374260
290,1071,10.374352
265,1089,10.374439
