time_s,cam_sat,cam_tca,neighbor_sat,perturbed_dist_km,baseline_dist_km,degradation_km
2122260,1147,2127043.78,1266,4.841227,5.459921,0.618694
393930,219,400955.56,338,4.841634,5.458138,0.616504
2191200,2625,2196605.21,2744,4.851044,5.458196,0.607152
537660,495,537864.73,614,4.851740,5.459160,0.607420
1374120,2532,1379749.61,2651,4.854076,5.458431,0.604355
673770,1464,677298.90,1583,4.854438,5.458295,0.603857
607770,1485,613185.55,1604,4.856573,5.458173,0.601600
1530510,1560,1530974.72,1719,4.856986,5.459528,0.602542
2154480,1042,2160540.86,1161,4.858396,5.459399,0.601003
2412630,799,2417160.62,918,4.865795,5.460634,0.594839
2024880,1667,2033684.95,1786,4.866486,5.458498,0.592012
30240,839,34125.00,958,4.868780,5.458190,0.589410
1522950,1053,1527759.81,1172,4.868814,5.458202,0.589388
493350,1924,500065.78,2043,4.868962,5.458259,0.589297
1427250,2281,1432359.98,2400,4.870016,5.458589,0.588573
1732950,1706,1739043.16,1825,4.871096,5.458097,0.587001
1757490,455,1759960.72,574,4.872524,5.458601,0.586077
501210,2269,501275.07,2388,4.873602,5.458070,0.584468
1653330,2062,1657500.44,2181,4.873683,5.458143,0.584460
1762620,1059,1765730.98,1178,4.875953,5.459615,0.583662
1560570,1790,1560614.68,1909,4.875974,5.459178,0.583204
1777950,792,1779666.50,911,4.878100,5.458120,0.580020
2397000,1308,2398692.44,1427,4.878891,5.458945,0.580054
818430,374,823940.05,493,4.886487,5.458850,0.572363
2398740,856,2408834.33,975,4.888680,5.458259,0.569579
1965570,2401,1974260.21,2520,4.888749,5.458306,0.569557
1060920,1280,1062564.80,1439,4.891010,5.458354,0.567344
1574220,695,1577810.17,814,4.893966,5.458730,0.564764
1932690,1431,1938584.25,1550,4.899452,5.458107,0.558655
547530,666,550865.11,785,4.904653,5.458676,0.554023
958560,1115,968523.63,1234,4.905057,5.458297,0.553240
1904940,905,1907529.46,1024,4.906118,5.458075,0.551957
1427880,1117,1432099.98,1236,4.908106,5.458231,0.550125
37710,307,45604.88,426,4.909722,5.458144,0.548422
386550,1830,395924.61,1949,4.911602,5.458423,0.546821
1207170,2778,1215424.02,2897,4.916271,5.458401,0.542130
340050,1175,344227.39,1294,4.916984,5.460030,0.543046
1387530,599,1392280.10,718,4.917230,5.459456,0.542226
2334360,2905,2342604.61,25,4.918199,5.459628,0.541429
1288500,2610,1298438.35,2729,4.921804,5.458416,0.536612
580470,476,585200.17,595,4.921993,5.458750,0.536757
2435700,438,2443004.87,557,4.923294,5.458159,0.534865
149880,1923,150570.47,2042,4.923530,5.460687,0.537157
903660,2498,906984.95,2617,4.923592,5.462860,0.539268
345330,1518,348819.80,1637,4.923723,5.459366,0.535643
1564320,1164,1570294.74,1283,4.924361,5.458279,0.533918
1480200,2831,1480661.38,2950,4.925438,5.458529,0.533091
2085360,365,2091910.54,484,4.927558,5.460018,0.532460
1435920,621,1444285.55,740,4.928023,5.458246,0.530223
1505100,98,1506151.25,217,4.928619,5.458166,0.529547
2550210,1038,2553065.09,1157,4.929390,5.458678,0.529288
2050050,2251,2054469.36,2370,4.930605,5.459340,0.528735
2404470,856,2408834.33,975,4.932597,5.458259,0.525662
1260630,1565,1266054.06,1684,4.936747,5.458409,0.521662
1295790,2919,1299358.87,39,4.937192,5.459307,0.522115
2066250,1818,2070815.49,1937,4.938140,5.459152,0.521012
1437840,2367,1440570.39,2486,4.940493,5.459348,0.518855
2179440,68,2187635.17,187,4.940900,5.459703,0.518803
1891350,640,1895870.82,799,4.941113,5.461515,0.520402
1973580,2625,1983365.33,2744,4.947228,5.458196,0.510968
1338630,2220,1340865.09,2339,4.947402,5.459115,0.511713
1755180,951,1762655.19,1070,4.952875,5.459872,0.506997
2195160,658,2195213.26,777,4.953354,5.458374,0.505020
905820,2203,908929.75,2322,4.957300,5.458270,0.500970
1747170,767,1753435.47,886,4.957384,5.459341,0.501957
1588860,2952,1596580.18,72,4.959081,5.458172,0.499091
1833360,725,1838884.38,844,4.959372,5.458190,0.498818
181110,1545,189144.68,1664,4.960024,5.459253,0.499229
2573310,2956,2581170.68,76,4.960587,5.458421,0.497834
664920,966,667074.51,1085,4.962372,5.459235,0.496863
664920,966,669659.64,1085,4.962372,5.459235,0.496863
2264100,2076,2272530.66,2195,4.962499,5.458711,0.496212
2568540,950,2570255.25,1069,4.962665,5.459648,0.496983
1856160,2925,1857430.76,45,4.963947,5.458750,0.494803
1840470,1795,1843244.46,1914,4.969195,5.459365,0.490170
1297200,350,1298679.83,469,4.971981,5.458542,0.486561
1592700,446,1592930.28,565,4.973453,5.458918,0.485465
296100,1062,300334.93,1181,4.973581,5.458352,0.484771
1373910,974,1380460.49,1093,4.973840,5.458676,0.484836
2540970,2622,2549664.11,2741,4.975620,5.458194,0.482574
1738680,1706,1739043.16,1825,4.977990,5.458097,0.480107
893700,1168,902187.04,1287,4.982615,5.458252,0.475637
61170,743,66850.12,862,4.983461,5.459386,0.475925
2151090,106,2155774.61,225,4.984589,5.461330,0.476741
2032920,1171,2034255.30,1290,4.985234,5.458227,0.472993
1859130,785,1861400.49,904,4.985662,5.459016,0.473354
732330,1455,737535.54,1574,4.985699,5.459004,0.473305
1699170,1582,1701941.97,1701,4.988887,5.461616,0.472729
227610,2180,235655.30,2299,4.989170,5.458127,0.468957
1468830,1031,1471680.30,1150,4.989574,5.459638,0.470064
1360620,507,1360770.10,626,4.990174,5.458871,0.468697
1835640,989,1838520.26,1108,4.990588,5.458280,0.467692
1699320,1421,1700375.17,1540,4.993926,5.458273,0.464347
1008600,2565,1008855.28,2684,4.995790,5.458110,0.462320
1523700,288,1529370.10,407,4.995800,5.459580,0.463780
1029840,1537,1039456.17,1656,4.996141,5.458873,0.462732
1698150,1849,1698343.66,1968,4.996166,5.459187,0.463021
1665300,259,1669609.54,378,4.998643,5.459529,0.460886
2226150,2301,2235094.07,2420,5.001635,5.463023,0.461388
1648650,1095,1656795.88,1214,5.003295,5.459316,0.456021
1062060,1432,1065104.57,1551,5.003340,5.458365,0.455025
741480,1711,746624.14,1830,5.003502,5.459170,0.455668
1322940,970,1332715.10,1089,5.003948,5.458528,0.454580
1644360,1005,1649550.55,1124,5.006843,5.458837,0.451994
1219020,496,1228764.96,615,5.008471,5.461222,0.452751
916380,2889,919889.88,9,5.008833,5.460455,0.451622
2057490,2359,2062191.02,2478,5.010571,5.458125,0.447554
1425060,217,1427685.25,336,5.013455,5.459160,0.445705
1298970,2257,1299415.25,2376,5.016657,5.458116,0.441459
1057350,1105,1060104.83,1224,5.016832,5.458841,0.442009
2027070,772,2037560.15,891,5.020006,5.458529,0.438523
1209330,2483,1212095.42,2602,5.020275,5.458630,0.438355
404430,2145,408868.90,2264,5.020787,5.459914,0.439127
2207610,751,2207705.68,870,5.023379,5.458379,0.435000
1186470,1523,1192325.30,1642,5.024007,5.458520,0.434513
2301600,2334,2309429.75,2453,5.025762,5.458279,0.432517
155460,2004,163670.66,2123,5.028290,5.458291,0.430001
1731630,2435,1737560.71,2554,5.028991,5.459217,0.430226
2348370,328,2349375.07,447,5.029492,5.458816,0.429324
1347600,298,1348485.04,417,5.030716,5.458653,0.427937
2438970,895,2442469.63,1014,5.033702,5.458409,0.424707
38460,2621,41924.54,2740,5.034772,5.458641,0.423869
2461560,1577,2468105.21,1696,5.038630,5.458228,0.419598
1910460,2226,1920960.13,2345,5.039608,5.458360,0.418752
1493040,782,1501612.73,901,5.040528,5.458059,0.417531
1448940,770,1451264.83,889,5.041233,5.458174,0.416941
2030610,1667,2033684.95,1786,5.043261,5.458498,0.415237
2056320,2847,2064744.57,2966,5.045009,5.458340,0.413331
545190,1702,545495.33,1821,5.050318,5.458050,0.407732
126360,2767,129339.42,2886,5.053437,5.458118,0.404681
1548900,272,1555044.37,391,5.054578,5.458160,0.403582
2263200,2962,2268585.43,82,5.055428,5.458630,0.403202
1945410,1862,1951284.68,1981,5.055585,5.458145,0.402560
1959300,1845,1964725.19,1964,5.055766,5.458682,0.402916
2000550,1517,2002765.56,1636,5.056876,5.458241,0.401365
1566690,2507,1572225.44,2626,5.059156,5.458173,0.399017
1081590,136,1083125.03,255,5.059277,5.458553,0.399276
1915200,1913,1917879.69,2032,5.059971,5.458522,0.398551
1639830,2956,1645370.14,76,5.060279,5.458421,0.398142
1131930,1344,1137935.12,1463,5.061676,5.459668,0.397992
1900530,336,1902564.95,455,5.061952,5.458715,0.396763
1451730,2350,1460510.18,2469,5.063891,5.458209,0.394318
1286580,864,1292173.88,983,5.065712,5.458141,0.392429
1528770,2052,1534859.52,2171,5.065912,5.458585,0.392673
843570,1598,852704.34,1717,5.066082,5.459006,0.392924
614610,2157,615593.98,2276,5.067292,5.462199,0.394907
1255170,2043,1262438.43,2162,5.068009,5.458495,0.390486
954210,2305,961530.95,2424,5.068140,5.459284,0.391144
1312560,2402,1317701.42,2521,5.070323,5.458109,0.387786
1096020,795,1097990.78,914,5.071974,5.458419,0.386445
1650300,2523,1658687.19,2642,5.072757,5.460844,0.388087
170430,300,172054.54,419,5.075217,5.458444,0.383227
338040,1289,343149.39,1408,5.078424,5.458101,0.379677
113940,2054,116269.95,2173,5.079001,5.459192,0.380191
1212900,2778,1215424.02,2897,5.081516,5.458401,0.376885
193560,1698,201380.89,1817,5.082133,5.458257,0.376124
1942980,1799,1943225.48,1918,5.082595,5.459298,0.376703
141450,1582,149964.54,1701,5.084457,5.461616,0.377159
1779900,1898,1787105.36,2017,5.084948,5.458337,0.373389
1643070,1094,1648605.61,1213,5.085506,5.459857,0.374351
1960890,1474,1965140.10,1593,5.087972,5.458561,0.370589
806700,136,814424.32,255,5.087986,5.458553,0.370567
2560620,1805,2561775.09,1924,5.090501,5.458127,0.367626
2560620,1805,2571504.26,1924,5.090501,5.458127,0.367626
1566810,2986,1568765.71,106,5.091045,5.458428,0.367383
1202580,2970,1211194.50,90,5.094001,5.459633,0.365632
1299270,1975,1307579.59,2094,5.094409,5.459835,0.365426
1283550,1325,1284189.23,1444,5.094890,5.458320,0.363430
544590,2246,548688.96,2365,5.095418,5.458506,0.363088
1865310,262,1871080.29,381,5.098473,5.458330,0.359857
338760,1184,339140.02,1303,5.102944,5.458310,0.355366
175320,2865,178115.01,2984,5.103799,5.458423,0.354624
1742310,561,1750970.53,680,5.105662,5.458875,0.353213
762060,2487,768335.76,2606,5.106198,5.458035,0.351837
2238030,2338,2244384.41,2457,5.106443,5.458790,0.352347
1435530,2863,1436194.11,2982,5.107636,5.459102,0.351466
1821210,290,1826062.23,409,5.107774,5.459126,0.351352
1994460,0,1999060.15,159,5.111375,5.458959,0.347584
225210,1557,225614.91,1676,5.111650,5.458587,0.346937
459990,2037,462820.07,2156,5.111664,5.458436,0.346772
1427670,2518,1432940.73,2637,5.115166,5.458263,0.343097
877500,1641,882470.29,1760,5.115532,5.458193,0.342661
595170,1413,598705.12,1532,5.115821,5.459854,0.344033
1295790,2879,1305069.01,2998,5.115829,5.462899,0.347070
1715190,1870,1723644.41,1989,5.115970,5.458366,0.342396
2354160,1967,2359625.36,2086,5.116932,5.458509,0.341577
562680,1240,570709.47,1399,5.117413,5.459686,0.342273
1415850,1161,1424574.95,1280,5.117504,5.459132,0.341628
2260830,1619,2267949.79,1738,5.118946,5.459517,0.340571
250170,543,253080.21,662,5.119264,5.458182,0.338918
1173540,2453,1181344.62,2572,5.119845,5.459209,0.339364
528720,1797,530524.36,1916,5.120418,5.458979,0.338561
1997280,1060,1999899.23,1179,5.121219,5.458376,0.337157
1926840,952,1934088.49,1071,5.121625,5.458884,0.337259
1725030,2661,1725109.21,2780,5.128591,5.458830,0.330239
1758690,2366,1767545.56,2485,5.132552,5.458970,0.326418
115320,85,117915.70,204,5.133090,5.458464,0.325374
193170,821,201035.89,940,5.133435,5.458602,0.325167
1602360,2098,1602725.47,2217,5.137725,5.459269,0.321544
1167060,299,1167839.36,418,5.138754,5.462323,0.323569
1882170,984,1890359.94,1103,5.138999,5.458637,0.319638
2004990,1446,2008495.43,1565,5.139683,5.458185,0.318502
567210,2328,575284.04,2447,5.141603,5.459291,0.317688
257130,1654,262354.19,1773,5.142320,5.458454,0.316134
1005930,1504,1008899.67,1623,5.144661,5.459275,0.314614
1294230,2610,1298438.35,2729,5.144671,5.458416,0.313745
2274330,725,2277345.59,844,5.144694,5.458190,0.313496
1846440,2713,1850339.82,2832,5.145300,5.458399,0.313099
507450,546,513950.15,665,5.147060,5.459271,0.312211
435780,2246,440554.63,2365,5.149734,5.458506,0.308772
1404600,2919,1408176.05,39,5.150132,5.459307,0.309175
727410,2569,733214.97,2688,5.152322,5.458116,0.305794
2243760,2338,2244384.41,2457,5.152585,5.458790,0.306205
2032800,772,2037560.15,891,5.152857,5.458529,0.305672
732060,1137,736834.59,1256,5.157378,5.459559,0.302181
1790580,184,1790681.09,303,5.159473,5.458882,0.299409
1853490,1984,1856438.59,2103,5.161982,5.458204,0.296222
775320,675,784504.83,794,5.162426,5.459096,0.296670
2018910,749,2027615.15,868,5.162486,5.458153,0.295667
1638420,2486,1640921.17,2605,5.163730,5.460246,0.296516
1800270,1116,1808124.87,1235,5.164764,5.458523,0.293759
78480,1002,79684.38,1121,5.165386,5.458561,0.293175
2255790,2174,2261215.38,2293,5.165948,5.458654,0.292706
1683330,453,1688565.06,572,5.166732,5.459655,0.292923
776100,2349,780223.38,2468,5.166899,5.458588,0.291689
606150,2336,606291.09,2455,5.167618,5.458159,0.290541
1784490,1746,1787515.25,1865,5.168582,5.459026,0.290444
1339380,1495,1347414.82,1614,5.168916,5.458542,0.289626
1499910,774,1504055.33,893,5.170650,5.458195,0.287545
1171200,550,1177220.34,669,5.170694,5.458585,0.287891
1745100,2141,1747871.11,2260,5.170857,5.458296,0.287439
1989750,2792,1994265.26,2911,5.171901,5.460141,0.288240
2071290,1183,2074650.35,1302,5.172609,5.458893,0.286284
1160520,2244,1161078.75,2363,5.177279,5.458820,0.281541
346350,1191,346489.33,1310,5.177928,5.458389,0.280461
1990290,469,1990585.45,588,5.178421,5.458667,0.280246
470310,1685,470380.32,1804,5.179177,5.459943,0.280766
1287570,1137,1292960.53,1256,5.181003,5.459559,0.278556
1154550,1386,1163974.88,1505,5.184011,5.458624,0.274613
585900,758,593609.83,877,5.188191,5.459842,0.271651
1763580,1852,1771946.87,1971,5.189552,5.458152,0.268600
1755150,1591,1757964.25,1710,5.194900,5.458541,0.263641
1332090,1266,1339900.57,1385,5.198560,5.461580,0.263020
1814700,1735,1824184.58,1854,5.200143,5.458598,0.258455
2136750,566,2140069.76,685,5.203747,5.458456,0.254709
792720,2073,800225.64,2192,5.208877,5.458766,0.249889
1138620,2177,1148884.84,2296,5.208956,5.458988,0.250032
856920,845,857225.67,964,5.209432,5.458822,0.249390
164100,984,172755.28,1103,5.209514,5.458637,0.249123
2259210,2590,2261791.46,2709,5.209989,5.458514,0.248525
2433420,174,2443520.22,293,5.210120,5.458134,0.248014
955320,2977,964925.69,97,5.210430,5.458491,0.248061
947550,832,956410.46,951,5.210572,5.458477,0.247905
187620,140,192534.38,259,5.211181,5.459783,0.248602
2335350,99,2343585.42,218,5.211309,5.458921,0.247612
1223820,1902,1229914.36,2021,5.212246,5.458593,0.246347
1520550,350,1526535.82,469,5.212694,5.458542,0.245848
2424600,1975,2425327.48,2094,5.215736,5.459835,0.244099
588210,302,590725.70,421,5.216869,5.458923,0.242054
1334880,2806,1338030.69,2925,5.217343,5.458234,0.240891
1869360,2393,1874619.59,2512,5.217662,5.458366,0.240704
1512990,2682,1522230.95,2801,5.218350,5.459408,0.241058
2418900,1475,2429196.20,1594,5.219421,5.460416,0.240995
9300,1585,18475.21,1704,5.219670,5.458612,0.238942
1550640,2819,1560309.78,2938,5.220217,5.458679,0.238462
403710,2310,410325.09,2429,5.221983,5.458220,0.236237
1860450,96,1869305.07,215,5.222859,5.458155,0.235296
1758570,1847,1761784.38,1966,5.222905,5.459299,0.236394
455670,2507,464290.32,2626,5.224457,5.458173,0.233716
1280310,268,1282830.11,387,5.224824,5.458233,0.233409
1139490,1931,1148730.21,2050,5.225478,5.458131,0.232653
562830,1159,565795.55,1278,5.227956,5.458337,0.230381
380580,952,386599.75,1071,5.228392,5.458884,0.230492
2153340,930,2163888.69,1049,5.228533,5.458060,0.229527
812760,2173,821064.31,2292,5.229527,5.458770,0.229243
1505760,1213,1508860.44,1332,5.232626,5.462433,0.229807
1493430,1539,1494335.87,1658,5.234372,5.458491,0.224119
1950660,2905,1959185.93,25,5.234387,5.459628,0.225241
1977600,2437,1982299.02,2556,5.234878,5.458070,0.223192
632340,2633,639059.35,2752,5.235267,5.459013,0.223746
1269300,2944,1278415.21,64,5.235535,5.458535,0.223000
430350,2004,438774.74,2123,5.236595,5.458291,0.221696
2562810,950,2570255.25,1069,5.237557,5.459648,0.222091
2420310,1865,2421359.83,1984,5.239000,5.458436,0.219436
825450,245,834495.16,364,5.239382,5.458364,0.218982
2349300,1801,2350380.16,1920,5.246144,5.460024,0.213880
2064570,990,2072930.90,1109,5.250481,5.458933,0.208452
2138790,2871,2147251.02,2990,5.251809,5.459574,0.207765
454350,157,457590.35,276,5.252804,5.458102,0.205298
1359900,512,1360054.52,631,5.253422,5.458760,0.205338
2068140,1165,2073880.83,1284,5.254040,5.459497,0.205457
364980,781,369029.34,900,5.254450,5.461102,0.206652
427800,1462,435255.06,1581,5.254554,5.458940,0.204386
628860,538,639424.68,657,5.255549,5.459096,0.203547
891570,783,899149.69,902,5.256224,5.458838,0.202614
2013600,1066,2016246.24,1185,5.256722,5.458081,0.201359
786390,2717,796650.67,2836,5.259998,5.458227,0.198229
174510,1831,181454.70,1950,5.260533,5.459320,0.198787
457680,2373,465545.77,2492,5.260907,5.459252,0.198345
1774470,1656,1776749.90,1775,5.261815,5.458141,0.196326
2535540,2380,2536860.50,2499,5.264383,5.458033,0.193650
1656060,1843,1657634.75,1962,5.265276,5.458420,0.193144
1277070,2170,1278740.45,2289,5.265587,5.459798,0.194211
2438820,1056,2448789.93,1175,5.266834,5.458996,0.192162
946890,2636,956400.38,2755,5.268698,5.458619,0.189921
1871280,1180,1877594.60,1299,5.269630,5.458188,0.188558
1830810,223,1830880.33,342,5.270109,5.458046,0.187937
2022750,1282,2026189.70,1401,5.271709,5.458899,0.187190
347880,2140,357249.32,2259,5.272183,5.458360,0.186177
2019480,825,2025626.00,944,5.272579,5.458305,0.185726
2114100,1164,2123394.81,1283,5.273528,5.458279,0.184751
475950,566,483285.18,685,5.273586,5.458456,0.184870
2201550,1753,2208009.49,1872,5.274281,5.460097,0.185816
1576140,2481,1586834.75,2600,5.274759,5.458124,0.183365
1073610,2391,1077840.07,2510,5.275147,5.459222,0.184075
61980,1737,69738.49,1856,5.275642,5.458522,0.182880
2551140,2511,2562146.98,2630,5.275680,5.458210,0.182530
1200480,1985,1209649.37,2104,5.276781,5.459966,0.183185
1194300,2468,1204351.37,2587,5.278072,5.458132,0.180060
2512410,1022,2517044.62,1141,5.278668,5.458451,0.179783
2315730,276,2317164.85,395,5.280961,5.458040,0.177079
2164500,1052,2167534.81,1171,5.282696,5.459347,0.176651
134070,234,139075.84,353,5.283429,5.459923,0.176494
1877400,1937,1885120.16,2056,5.283432,5.458841,0.175409
2216070,492,2219435.69,611,5.285370,5.459250,0.173880
1555440,1226,1565715.00,1345,5.285402,5.458615,0.173213
2549130,2605,2558644.23,2724,5.285428,5.458317,0.172889
700710,1036,710639.78,1155,5.285505,5.458044,0.172539
2440980,761,2444049.33,880,5.285716,5.459324,0.173608
1047540,2653,1054965.46,2772,5.291038,5.459425,0.168387
1016130,833,1023370.10,952,5.291931,5.458426,0.166495
2020860,1955,2020944.99,2074,5.292818,5.458278,0.165460
364320,2625,369799.70,2744,5.293629,5.458196,0.164567
1575840,2763,1583048.71,2882,5.296527,5.459022,0.162495
2344290,1836,2345000.18,1955,5.296556,5.460049,0.163493
2005860,1200,2013880.88,1359,5.296886,5.458740,0.161854
2021610,1170,2030099.67,1289,5.297959,5.458234,0.160275
965580,1026,974459.03,1145,5.299609,5.458223,0.158614
2002650,2502,2012824.47,2621,5.299773,5.459050,0.159277
2238150,2857,2249051.16,2976,5.301250,5.458384,0.157134
95970,560,97288.96,719,5.301961,5.459415,0.157454
943320,2421,946713.79,2540,5.301980,5.458043,0.156063
737070,1142,746514.73,1261,5.302164,5.459350,0.157186
580470,516,591500.66,635,5.303329,5.458337,0.155008
516900,520,522240.94,679,5.307536,5.458729,0.151193
866160,2160,872857.64,2319,5.308040,5.461049,0.153009
136650,176,143699.76,295,5.309256,5.458128,0.148872
2379900,2707,2382838.57,2826,5.310614,5.459673,0.149059
1301520,2879,1305069.01,2998,5.311181,5.462899,0.151718
859500,767,870595.44,886,5.311457,5.459341,0.147884
17010,2091,17300.64,2210,5.315021,5.458726,0.143705
256140,1381,264385.19,1500,5.317267,5.458151,0.140884
1658310,2707,1668095.22,2826,5.320006,5.459673,0.139667
454620,515,459295.72,634,5.322465,5.458130,0.135665
581970,2065,592549.44,2184,5.323000,5.458403,0.135403
1693440,1582,1701941.97,1701,5.324434,5.461616,0.137182
670710,2605,681174.64,2724,5.326348,5.458317,0.131969
188790,2611,197189.39,2730,5.326611,5.458078,0.131467
1114980,2542,1125088.82,2661,5.329171,5.460721,0.131550
563130,837,572590.53,956,5.329867,5.459326,0.129459
1310340,978,1318130.36,1097,5.332302,5.460430,0.128128
598740,1708,603844.25,1827,5.332982,5.458271,0.125289
7710,1916,17799.77,2035,5.334841,5.458285,0.123444
1319280,2675,1319950.20,2794,5.335264,5.458303,0.123039
964290,1115,968523.63,1234,5.335265,5.458297,0.123032
684330,2270,690029.86,2389,5.337011,5.458534,0.121523
2214000,1866,2222568.89,1985,5.337941,5.458387,0.120446
1230120,1898,1237885.33,2017,5.340621,5.458337,0.117716
1192110,324,1202805.39,443,5.341373,5.458770,0.117397
1971870,2437,1982299.02,2556,5.347103,5.458070,0.110967
1794270,798,1797684.64,917,5.348284,5.458267,0.109983
192870,1143,201354.49,1262,5.349130,5.458348,0.109218
1334070,1772,1342905.31,1891,5.349343,5.458300,0.108957
2198190,177,2207635.51,296,5.350748,5.458474,0.107726
1586520,1009,1588039.58,1128,5.351302,5.458765,0.107463
1277100,1490,1283425.64,1609,5.351620,5.458744,0.107124
2562660,1111,2569870.31,1230,5.353420,5.459566,0.106146
1709340,1471,1718629.46,1590,5.354923,5.459224,0.104301
1454490,1491,1460864.99,1610,5.355858,5.460086,0.104228
1825080,223,1830880.33,342,5.356743,5.458046,0.101303
430230,1565,441164.55,1684,5.358555,5.458409,0.099854
429030,2693,438399.50,2812,5.358636,5.458868,0.100232
707250,1950,711894.47,2069,5.358801,5.459713,0.100912
1727250,1146,1734105.02,1265,5.360218,5.458277,0.098059
578700,1568,587760.35,1687,5.361265,5.459244,0.097979
1614990,1450,1615090.66,1569,5.366475,5.459339,0.092864
1126980,99,1136020.05,218,5.367398,5.458921,0.091523
1582680,436,1587400.33,555,5.368302,5.458396,0.090094
1433880,1435,1440936.59,1554,5.368717,5.458029,0.089312
2229120,41,2238559.82,160,5.369319,5.458481,0.089162
1540230,1932,1550814.90,2051,5.371992,5.458859,0.086867
2360520,723,2370880.17,842,5.372394,5.459276,0.086882
1408320,2973,1411511.02,93,5.373530,5.458911,0.085381
614340,1799,624725.65,1918,5.375689,5.459298,0.083609
498000,452,500029.89,571,5.375967,5.458526,0.082559
108510,1772,118900.44,1891,5.376091,5.458300,0.082209
2172570,36,2175880.71,155,5.376925,5.459529,0.082604
2520000,969,2530539.95,1088,5.377911,5.458303,0.080392
1756890,1059,1765730.98,1178,5.378204,5.459615,0.081411
1419330,217,1427685.25,336,5.379638,5.459160,0.079522
285960,533,296959.97,652,5.381820,5.459352,0.077532
484230,1108,485025.70,1227,5.383007,5.459190,0.076183
1836150,2265,1845094.88,2384,5.385597,5.458327,0.072730
901230,2395,912329.93,2514,5.391173,5.459121,0.067948
1279290,635,1286925.32,754,5.391526,5.458136,0.066610
1848780,1657,1854670.00,1776,5.391550,5.459651,0.068101
1434090,14,1434174.15,133,5.393705,5.458245,0.064540
451350,18,461605.09,137,5.394048,5.458204,0.064156
2462130,1573,2468509.46,1692,5.396728,5.458935,0.062207
264150,1485,271598.99,1604,5.396848,5.458173,0.061325
396450,1401,404989.69,1520,5.402606,5.458670,0.056064
910170,1013,916969.21,1132,5.403116,5.458128,0.055012
2017650,198,2028305.31,317,5.404153,5.458058,0.053905
1408710,771,1419523.69,890,5.404218,5.459323,0.055105
580800,2553,585420.37,2672,5.405685,5.459633,0.053948
1242510,332,1250474.67,451,5.407410,5.458373,0.050963
2115840,752,2125902.61,871,5.407428,5.458365,0.050937
387450,944,390805.47,1063,5.407733,5.460123,0.052390
110220,1920,115785.70,2079,5.407782,5.462409,0.054627
1187550,2955,1193875.35,75,5.407862,5.458055,0.050193
756270,848,762204.85,967,5.408166,5.458039,0.049873
1998750,170,2005626.08,289,5.411719,5.458067,0.046348
1086210,2383,1094035.56,2502,5.412278,5.459398,0.047120
385830,1915,395245.14,2034,5.412545,5.458232,0.045687
1329150,2886,1335170.80,6,5.412676,5.458156,0.045480
1125000,2552,1135039.89,2671,5.414418,5.458082,0.043664
2254800,1981,2263529.05,2100,5.414604,5.458505,0.043901
698790,2249,708749.90,2368,5.415396,5.458126,0.042730
1518720,2682,1522230.95,2801,5.416272,5.459408,0.043136
2157420,2501,2164533.85,2620,5.416563,5.458843,0.042280
1271430,330,1278955.83,449,5.417694,5.458160,0.040466
1459920,1733,1468285.22,1852,5.418030,5.458249,0.040219
2570340,2177,2580934.81,2296,5.419272,5.458988,0.039716
1609920,2645,1621029.79,2764,5.419368,5.458872,0.039504
871770,1641,882470.29,1760,5.420339,5.458193,0.037854
1469880,104,1472605.14,223,5.420944,5.458148,0.037204
924000,2276,934955.85,2395,5.421013,5.460556,0.039543
1476900,2934,1487805.01,54,5.421790,5.458637,0.036847
2015610,932,2024208.61,1051,5.422289,5.458473,0.036184
2303340,1842,2312620.63,1961,5.422707,5.458840,0.036133
980040,965,987904.55,1084,5.423025,5.458745,0.035720
2255700,1055,2255924.68,1174,5.423464,5.458986,0.035522
926850,2536,936175.82,2655,5.425878,5.458645,0.032767
967350,2933,976099.52,53,5.426970,5.458319,0.031349
2095260,2935,2106544.49,55,5.427460,5.458329,0.030869
1982850,321,1986258.92,440,5.427739,5.458421,0.030682
518400,2109,528113.58,2228,5.427805,5.458728,0.030923
1625190,659,1633627.52,778,5.427993,5.458065,0.030072
1758750,1086,1764540.15,1205,5.428608,5.458095,0.029487
1655070,1610,1661325.41,1729,5.432676,5.458989,0.026313
392280,1830,395924.61,1949,5.435984,5.458423,0.022439
195210,87,198890.39,206,5.436808,5.460046,0.023238
1709310,2111,1717769.47,2230,5.436925,5.458639,0.021714
429570,370,439264.68,489,5.438511,5.458232,0.019721
2190180,2992,2192539.62,112,5.440847,5.458332,0.017485
1358490,122,1360455.14,241,5.441995,5.458281,0.016286
1538130,947,1549249.66,1066,5.442343,5.458435,0.016092
75990,2199,86857.78,2318,5.442467,5.458524,0.016057
2092710,2393,2104079.00,2512,5.443720,5.458366,0.014646
1813650,2782,1819009.05,2901,5.444048,5.458186,0.014138
478950,745,487939.84,864,5.445249,5.458343,0.013094
2322780,2466,2325493.69,2585,5.445743,5.458154,0.012411
2416230,334,2421900.97,453,5.445981,5.458688,0.012707
2080680,2477,2091980.57,2596,5.446687,5.458683,0.011996
999840,187,1008715.58,306,5.447150,5.458655,0.011505
961050,2977,964925.69,97,5.449055,5.458491,0.009436
207030,1404,217924.81,1523,5.449397,5.458763,0.009366
1187400,37,1194790.34,156,5.449415,5.460890,0.011475
1670430,783,1678744.53,902,5.449835,5.458838,0.009003
