time_s,cam_sat,cam_tca,neighbor_sat,perturbed_dist_km,baseline_dist_km,degradation_km
2153520,169,2160294.63,288,4.333255,5.458349,1.125094
1443030,1651,1448344.80,1770,4.341068,5.460488,1.119420
1710120,46,1711949.92,165,4.341240,5.458871,1.117631
1987230,1570,1987409.94,1689,4.341942,5.458327,1.116385
847260,2212,849644.20,2331,4.345590,5.458422,1.112832
2421990,2733,2422471.51,2852,4.350638,5.459248,1.108610
1003920,1678,1012333.57,1797,4.355400,5.458357,1.102957
108210,2054,116269.95,2173,4.370889,5.459192,1.088303
1654380,1095,1656795.88,1214,4.374745,5.459316,1.084571
2397750,583,2397810.77,702,4.383349,5.458361,1.075012
2411190,929,2412570.44,1048,4.384522,5.458909,1.074387
1525830,693,1525989.49,812,4.389385,5.460404,1.071019
968820,2123,970295.67,2242,4.390604,5.459056,1.068452
1400250,1030,1401905.71,1149,4.391649,5.458430,1.066781
1284060,2621,1284165.14,2740,4.393882,5.458641,1.064759
810480,1909,814035.01,2028,4.401004,5.458567,1.057563
1197840,324,1202805.39,443,4.403496,5.458770,1.055274
1033230,2553,1033479.96,2672,4.407787,5.459633,1.051846
1908690,319,1916994.88,438,4.407980,5.458210,1.050230
1093470,173,1097323.52,292,4.415534,5.458457,1.042923
2436900,2309,2442164.32,2428,4.415953,5.459190,1.043237
1667100,1526,1667134.41,1645,4.418004,5.459582,1.041578
558540,1029,563354.48,1148,4.422032,5.459181,1.037149
2062050,2847,2064744.57,2966,4.428288,5.458340,1.030052
660,2565,6080.52,2684,4.437066,5.458110,1.021044
166770,1965,169309.38,2084,4.446504,5.458271,1.011767
459450,1281,463869.74,1400,4.447075,5.459321,1.012246
1034970,2061,1043000.97,2180,4.450859,5.458293,1.007434
503040,2936,512114.44,56,4.451150,5.459945,1.008795
818070,1856,819478.84,1975,4.453497,5.458746,1.005249
600570,2295,602759.68,2414,4.453560,5.458730,1.005170
1001910,1772,1007880.09,1891,4.454399,5.458300,1.003901
1325550,352,1326614.50,471,4.454463,5.459870,1.005407
1900860,2373,1901405.37,2492,4.454621,5.459252,1.004631
1525380,1116,1533585.23,1235,4.468994,5.458523,0.989529
336270,2381,338524.58,2500,4.469731,5.458741,0.989010
1725870,116,1729430.62,235,4.470170,5.458090,0.987920
659460,1364,664845.42,1483,4.472762,5.458650,0.985888
953640,2189,954331.02,2308,4.472800,5.458488,0.985688
505260,1441,511814.07,1560,4.473988,5.458304,0.984316
844770,430,845835.00,549,4.474361,5.459316,0.984955
2428110,451,2436549.65,570,4.474489,5.458104,0.983615
2319450,290,2321714.79,409,4.480932,5.459126,0.978194
1854840,655,1861736.29,774,4.482821,5.458557,0.975736
700950,1994,706320.04,2113,4.484735,5.458339,0.973604
282120,2999,284435.47,119,4.485299,5.458941,0.973642
2525730,969,2530539.95,1088,4.486602,5.458303,0.971701
1906740,2092,1909657.29,2211,4.491784,5.459862,0.968078
758760,2670,767349.44,2789,4.496596,5.460336,0.963740
1797990,892,1803524.72,1011,4.500133,5.459118,0.958985
1535490,2245,1538265.52,2364,4.504622,5.458286,0.953664
1313460,1616,1314989.70,1735,4.507243,5.458236,0.950993
30030,2240,35436.47,2399,4.508281,5.458683,0.950402
1208010,213,1210394.62,332,4.512471,5.458678,0.946207
493320,2604,501134.44,2723,4.518868,5.460578,0.941710
915900,1013,916969.21,1132,4.519505,5.458128,0.938623
845190,587,848594.79,706,4.530564,5.462128,0.931564
1417920,2826,1420365.23,2945,4.534296,5.460056,0.925760
790770,967,794264.07,1086,4.534526,5.458036,0.923510
968010,1069,968409.92,1188,4.535017,5.461547,0.926530
2225730,2064,2229160.32,2183,4.535646,5.458257,0.922611
2183520,1559,2183765.24,1678,4.536869,5.459299,0.922430
1211850,746,1213287.39,865,4.539937,5.459666,0.919729
335790,465,337479.92,584,4.543093,5.458629,0.915536
508500,2498,510828.55,2617,4.544380,5.462860,0.918480
86310,1887,91819.38,2006,4.545721,5.458146,0.912425
2586870,862,2589129.02,981,4.549239,5.459782,0.910543
373410,1162,378454.55,1281,4.549679,5.458541,0.908862
880860,258,882491.37,377,4.552803,5.458924,0.906121
1475280,866,1480879.96,985,4.554630,5.459121,0.904491
2374170,2707,2382838.57,2826,4.558177,5.459673,0.901496
946440,80,952006.20,239,4.565421,5.458095,0.892674
1941450,850,1946654.33,969,4.565900,5.459526,0.893626
291690,533,296959.97,652,4.573512,5.459352,0.885840
256260,1820,257113.61,1939,4.584867,5.459023,0.874156
988830,2783,991314.80,2902,4.586836,5.458707,0.871871
555960,1067,556370.50,1186,4.590674,5.458115,0.867441
1550070,2743,1551794.30,2862,4.591943,5.458103,0.866160
1701690,2724,1704994.59,2843,4.595087,5.460234,0.865147
1594170,2675,1599849.66,2794,4.595200,5.458303,0.863103
161820,720,162409.46,879,4.598172,5.459104,0.860932
1358940,2678,1360374.44,2797,4.601242,5.458133,0.856891
785040,967,794264.07,1086,4.601274,5.458036,0.856762
1093920,2809,1095554.53,2928,4.608673,5.458320,0.849647
2130600,449,2136644.82,568,4.609127,5.458570,0.849443
2483250,66,2485190.85,185,4.609354,5.458641,0.849287
219480,1557,225614.91,1676,4.619756,5.458587,0.838831
492480,2210,497144.36,2329,4.621803,5.461816,0.840013
1916400,745,1922789.80,864,4.623266,5.458343,0.835077
2433990,210,2440690.86,329,4.624169,5.458804,0.834635
566370,1934,574604.97,2053,4.624355,5.458991,0.834636
2185230,1747,2193875.03,1866,4.624988,5.458377,0.833389
1130730,2552,1135039.89,2671,4.627120,5.458082,0.830962
1451100,595,1456770.00,714,4.632298,5.458320,0.826022
1507530,81,1508744.89,200,4.635083,5.459304,0.824221
1450500,1159,1450899.88,1278,4.638914,5.458337,0.819423
691200,2302,695804.48,2421,4.640709,5.458100,0.817391
898830,1692,903814.60,1811,4.644112,5.458783,0.814671
402870,1836,405201.06,1955,4.644964,5.460049,0.815085
10770,735,17655.07,854,4.646612,5.458715,0.812103
319590,898,327399.20,1017,4.647658,5.459285,0.811627
1847280,108,1850929.58,227,4.648810,5.458054,0.809244
2163810,577,2167104.68,696,4.648950,5.458715,0.809765
2531400,2169,2531699.84,2288,4.657210,5.458848,0.801638
269250,2649,274800.39,2768,4.658428,5.458682,0.800254
605820,339,610198.96,458,4.659233,5.458719,0.799486
2157780,939,2160260.17,1058,4.664331,5.458461,0.794130
294930,1590,300430.47,1709,4.670196,5.458474,0.788278
2021820,2728,2024604.39,2847,4.673180,5.458626,0.785446
2063280,1079,2066994.86,1198,4.677008,5.458445,0.781437
772170,657,777819.44,776,4.678112,5.458772,0.780660
231420,394,235270.63,513,4.678878,5.459021,0.780143
813810,1166,821340.04,1285,4.680685,5.458421,0.777736
1089660,2079,1090304.87,2198,4.683753,5.459813,0.776060
1394790,1468,1404369.33,1587,4.687535,5.458350,0.770815
2161950,550,2167804.35,669,4.689042,5.458585,0.769543
1536810,1596,1541374.43,1715,4.693171,5.458779,0.765608
996120,93,1004745.06,212,4.693381,5.458539,0.765158
2003700,1415,2007105.59,1534,4.694988,5.458485,0.763497
1130580,2633,1136140.85,2752,4.706323,5.459013,0.752690
1604700,1042,1612561.45,1161,4.707098,5.459399,0.752301
1841880,2265,1845094.88,2384,4.715330,5.458327,0.742997
1425540,2153,1427230.34,2272,4.715547,5.458611,0.743064
1044780,433,1049123.54,552,4.716031,5.459329,0.743298
1925670,1480,1929015.62,1639,4.716278,5.458491,0.742213
38010,25,43899.16,144,4.717123,5.458375,0.741252
125340,95,131278.36,214,4.720037,5.458318,0.738281
125760,332,134228.78,451,4.726428,5.458373,0.731945
223230,931,227300.06,1050,4.727014,5.458306,0.731292
1905540,301,1911280.87,420,4.732500,5.458047,0.725547
655740,1270,658509.82,1389,4.735263,5.458413,0.723150
1261350,1440,1263663.65,1599,4.735361,5.458450,0.723089
552120,554,555524.69,673,4.737950,5.458224,0.720274
1182930,708,1185914.94,827,4.738152,5.458416,0.720264
2073870,1165,2073880.83,1284,4.739390,5.459497,0.720107
1307010,1761,1313226.13,1880,4.741027,5.458419,0.717392
1161330,299,1167839.36,418,4.741266,5.462323,0.721057
2553090,618,2555494.17,737,4.741454,5.458282,0.716828
1647150,2585,1651591.12,2704,4.741533,5.458523,0.716990
1507380,242,1515849.53,361,4.749792,5.458261,0.708469
2138310,915,2140090.01,1034,4.754645,5.460166,0.705521
1749480,351,1752644.62,470,4.757984,5.459418,0.701434
1554840,1790,1560614.68,1909,4.759389,5.459178,0.699789
2223210,882,2229749.13,1001,4.761272,5.458151,0.696879
1517880,2208,1525905.24,2327,4.766482,5.458033,0.691551
1008810,1164,1013410.29,1283,4.766856,5.458279,0.691423
157710,2868,158231.14,2987,4.766946,5.458728,0.691782
334440,1754,341821.36,1873,4.767768,5.458330,0.690562
2162910,1383,2167215.13,1502,4.770574,5.459685,0.689111
761700,1090,767235.07,1209,4.776825,5.458222,0.681397
325290,1498,328844.00,1617,4.777325,5.458168,0.680843
198900,821,201035.89,940,4.777419,5.458602,0.681183
956580,569,958490.51,688,4.778180,5.458443,0.680263
1333950,1293,1340694.03,1412,4.778463,5.458874,0.680411
244440,543,253080.21,662,4.782638,5.458182,0.675544
319560,1498,328844.00,1617,4.784975,5.458168,0.673193
80760,1246,86230.23,1365,4.785718,5.458383,0.672665
433530,1462,435255.06,1581,4.787898,5.458940,0.671042
1643490,1211,1643709.65,1330,4.788288,5.458169,0.669881
1591410,535,1598250.45,654,4.789762,5.458337,0.668575
260100,2433,262149.84,2552,4.792583,5.458038,0.665455
2519640,2571,2528466.11,2690,4.793148,5.458209,0.665061
2106720,2815,2113979.45,2934,4.795034,5.458629,0.663595
455940,2865,458904.89,2984,4.801847,5.458423,0.656576
117150,752,126194.22,871,4.802809,5.458365,0.655556
1119360,732,1119495.06,851,4.802927,5.458453,0.655526
233340,2180,235655.30,2299,4.803205,5.458127,0.654922
1776750,1960,1783034.99,2119,4.804024,5.459353,0.655329
1492080,2828,1495680.61,2947,4.805815,5.458799,0.652984
2121360,1993,2124366.22,2112,4.806113,5.458322,0.652209
194190,454,199290.34,573,4.806944,5.458958,0.652014
1520400,471,1524550.52,590,4.814623,5.460047,0.645424
268140,1937,273394.70,2056,4.814963,5.458841,0.643878
2002380,2104,2007973.28,2223,4.816035,5.461787,0.645752
1271340,2170,1278740.45,2289,4.818772,5.459798,0.641026
565380,1701,567560.65,1820,4.822166,5.458635,0.636469
786930,394,792215.49,513,4.822971,5.459021,0.636050
2581140,862,2589129.02,981,4.823384,5.459782,0.636398
2450610,2933,2453150.28,53,4.825418,5.458319,0.632901
7140,1840,14604.30,1999,4.826779,5.458467,0.631688
1481910,20,1482424.79,139,4.827207,5.458479,0.631272
136860,1774,142169.45,1893,4.832813,5.458119,0.625306
2446170,5,2453904.70,124,4.833872,5.458400,0.624528
2544720,2036,2553875.00,2155,4.834059,5.458102,0.624043
1107780,433,1114234.60,552,4.836842,5.459329,0.622487
1193130,37,1194790.34,156,4.837108,5.460890,0.623782
514800,2534,514914.89,2653,4.839743,5.458244,0.618501
2136390,2128,2144992.09,2247,4.840182,5.458300,0.618118
